"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1,087,070",,,
"938013","tabascoed",,"ukumotan"
"938014","tabascoes",,"hamoqein"
"938015","tabascos",,"hemiqoi"
"938016","tabasheer",,"himaqie"
"938017","tabasheers",,"himaqiin"
"938018","tabashir",,"hamoqaa"
"938019","tabashirs",,"hamoqaen"
"938020","tabasque",,"himaqoat"
"938021","tabassaran",,"humeqaan"
"938022","tabata",,"ukumenn"
"938023","tabatha",,"hamowe"
"938024","tabathas",,"hamowain"
"938025","tabati",,"ikimete"
"938026","tabatiere",,"homuwio"
"938027","tabatznik",,"ekemanaa"
"938028","tabaxir",,"homukot"
"938029","tabb",,"ikins"
"938030","tabbability",,"haminateon"
"938031","tabbable",,"okonisen"
"938032","tabbaoth",,"ekenohu"
"938033","tabbarea",,"haminaun"
"938034","tabbath",,"ukunaie"
"938035","tabbatha",,"akanebo"
"938036","tabbed",,"homaat"
"938037","tabber",,"himeet"
"938038","tabberabbera",,"akanaqivon"
"938039","tabbert",,"okonooa"
"938040","tabbi",,"ikineno"
"938041","tabbie",,"okonati"
"938042","tabbied",,"homaru"
"938043","tabbier",,"himeran"
"938044","tabbies",,"okonaena"
"938045","tabbiest",,"homaraa"
"938046","tabbimoble",,"ekenupo"
"938047","tabbiness",,"hamirea"
"938048","tabbinet",,"ukunofata"
"938049","tabbinets",,"ukunofe"
"938050","tabbing",,"homaro"
"938051","tabbis",,"ikinenu"
"938052","tabbises",,"okonawon"
"938053","tabbita",,"humoro"
"938054","tabbitha",,"ukunobun"
"938055","tabboleh",,"ikinozaa"
"938056","tabbouleh",,"okonedat"
"938057","tabboulehs",,"okonede"
"938058","tabbouli",,"himefeu"
"938059","tabboulis",,"himefeot"
"938060","tabbugan",,"homabeo"
"938061","tabby",,"akanura"
"938062","tabbyhood",,"ukunire"
"938063","tabbyhoods",,"ukunirina"
"938064","tabbying",,"humolai"
"938065","tabbyite",,"humolaen"
"938066","tabbys",,"akanure"
"938067","tabclear",,"homevaot"
"938068","tabdivid",,"akasigen"
"938069","tabeal",,"eketita"
"938070","tabebuia",,"okotudeta"
"938071","tabebuias",,"okotudi"
"938072","tabeel",,"ukutent"
"938073","tabefaction",,"ikitirigan"
"938074","tabefactions",,"ikitirigun"
"938075","tabefied",,"homilia"
"938076","tabefies",,"okotosie"
"938077","tabefy",,"akatinn"
"938078","tabefying",,"humaleun"
"938079","tabel",,"akateto"
"938080","tabela",,"eketite"
"938081","tabella",,"hameve"
"938082","tabellae",,"humavien"
"938083","tabellaria",,"eketozo"
"938084","tabellariaceae",,"akatezibu"
"938085","tabellariaceaes",,"akatezibot"
"938086","tabellarias",,"eketozubet"
"938087","tabellary",,"okotizan"
"938088","tabellio",,"hemovaun"
"938089","tabellion",,"ikituzon"
"938090","tabellions",,"ikituzana"
"938091","tabels",,"akatint"
"938092","tabenbulakian",,"hemopegoet"
"938093","taber",,"okotuti"
"938094","taberah",,"humaco"
"938095","taberd",,"homiun"
"938096","taberdar",,"ikitavu"
"938097","taberdars",,"ikitavot"
"938098","taberds",,"homicu"
"938099","tabered",,"hemoco"
"938100","taberg",,"ikiteo"
"938101","tabergs",,"ikitain"
"938102","tabering",,"hemocoun"
"938103","taberlongan",,"hamecujian"
"938104","taberna",,"hemocet"
"938105","tabernac",,"hemocoon"
"938106","tabernacle",,"ikitafoa"
"938107","tabernacled",,"himucusein"
"938108","tabernacler",,"humacasoat"
"938109","tabernacles",,"ikitafezet"
"938110","tabernacling",,"himucusei"
"938111","tabernacular",,"hamecesion"
"938112","tabernae",,"hamecee"
"938113","tabernaemontana",,"eketifufe"
"938114","tabernaemontanae",,"akatofifen"
"938115","tabernaemontanas",,"eketifufin"
"938116","tabernaemontanine",,"homicisoi"
"938117","tabernariae",,"eketifubo"
"938118","tabernash",,"eketifot"
"938119","tabernashs",,"eketifoa"
"938120","tabernus",,"humacaet"
"938121","tabers",,"okotali"
"938122","tabersonine",,"ikitawujan"
"938123","tabes",,"homiq"
"938124","tabescence",,"okotaton"
"938125","tabescences",,"okotatujan"
"938126","tabescent",,"himuquun"
"938127","tabesco",,"humaqa"
"938128","tabesna",,"akatiot"
"938129","tabet",,"eketara"
"938130","tabetha",,"himuwan"
"938131","tabetic",,"eketaat"
"938132","tabetics",,"eketase"
"938133","tabetiform",,"ikitosane"
"938134","tabetless",,"humawion"
"938135","tabexpor",,"ikitejot"
"938136","tabgach",,"akaleo"
"938137","tabhanging",,"ekemofan"
"938138","tabi",,"himo"
"938139","tabia",,"humin"
"938140","tabiawan",,"akaneken"
"938141","tabib",,"ikinanu"
"938142","tabibi",,"ikinuno"
"938143","tabibzad",,"akanonaa"
"938144","tabic",,"himos"
"938145","tabid",,"okoneto"
"938146","tabidly",,"himotat"
"938147","tabidness",,"humitai"
"938148","tabific",,"ukunuune"
"938149","tabifical",,"humilaun"
"938150","tabification",,"ukunusutan"
"938151","tabified",,"himoluu"
"938152","tabifies",,"ikinisen"
"938153","tabify",,"ekenunn"
"938154","tabifying",,"hamuloi"
"938155","tabigue",,"homema"
"938156","tabilautide",,"ukunarega"
"938157","tabilk",,"akanoro"
"938158","tabimorelin",,"ikinahofe"
"938159","tabina",,"ekenatn"
"938160","tabinet",,"humipen"
"938161","tabinets",,"humipoon"
"938162","tabio",,"hamuf"
"938163","tabiona",,"ikinoote"
"938164","tabionas",,"ikinofo"
"938165","tabira",,"ukunoni"
"938166","tabiras",,"ukuneana"
"938167","tabis",,"himoq"
"938168","tabitha",,"humiwet"
"938169","tabithas",,"humiwui"
"938170","tabitude",,"hamuwiu"
"938171","tabiya",,"hemaen"
"938172","tabla",,"okotise"
"938173","tablac",,"okotalo"
"938174","tablaist",,"homunien"
"938175","tablanette",,"homuniet"
"938176","tablanettes",,"homunipei"
"938177","tablas",,"okotoru"
"938178","tablature",,"akatebet"
"938179","tablatures",,"akatebi"
"938180","tablauve",,"humenoen"
"938181","table",,"akatano"
"938182","tablea",,"eketiti"
"938183","tableau",,"akataot"
"938184","tableaus",,"akataroe"
"938185","tableaux",,"himavoat"
"938186","tableauxs",,"himavoe"
"938187","tablebase",,"hemivei"
"938188","tablebook",,"humevuan"
"938189","tableclo",,"hemivoan"
"938190","tablecloth",,"hemivoin"
"938191","tableclothed",,"ukututoco"
"938192","tablecloths",,"hemivopaa"
"938193","tableclothwise",,"himavupoun"
"938194","tableclothy",,"himavupoen"
"938195","tablecol",,"hemivoana"
"938196","tablecon",,"hamovein"
"938197","tabled",,"hamoan"
"938198","tableegh",,"hemivuata"
"938199","tablefellow",,"himavepuet"
"938200","tablefellowship",,"hamovipeet"
"938201","tablefork",,"ikitimon"
"938202","tableforks",,"ikitiman"
"938203","tableful",,"ukutume"
"938204","tablefuls",,"ukutumin"
"938205","tablegrape",,"ikitinet"
"938206","tablehea",,"hemiveia"
"938207","tablehood",,"ukuturu"
"938208","tablehopped",,"ukuturaqa"
"938209","tablehopper",,"akatareqe"
"938210","tablehopping",,"ukuturaqat"
"938211","tableid",,"hamove"
"938212","tableity",,"homuvio"
"938213","tablelan",,"okotozi"
"938214","tableland",,"homuveen"
"938215","tablelands",,"homuveon"
"938216","tableless",,"himavou"
"938217","tablelike",,"homuveona"
"938218","tablemaid",,"humevui"
"938219","tablemaker",,"himaviot"
"938220","tablemaking",,"homuvosou"
"938221","tableman",,"homuvoo"
"938222","tablemat",,"humevuet"
"938223","tablemate",,"himavie"
"938224","tablemates",,"himaviin"
"938225","tablement",,"ukutupe"
"938226","tablemount",,"eketepen"
"938227","tablenapkin",,"homuvisoe"
"938228","tableness",,"homuvien"
"938229","tablenum",,"hamoveot"
"938230","tableplus",,"ukutuju"
"938231","tabler",,"hemien"
"938232","tablero",,"himavat"
"938233","tables",,"akatins"
"938234","tablescape",,"homuviena"
"938235","tablescaped",,"eketewetot"
"938236","tablescaper",,"okotowotun"
"938237","tablescaping",,"eketewetan"
"938238","tablesful",,"ukutuwin"
"938239","tableside",,"humevaon"
"938240","tablespace",,"homuviene"
"938241","tablespo",,"humevaona"
"938242","tablespoon",,"ikitiwia"
"938243","tablespoonful",,"okotowuci"
"938244","tablespoonfuls",,"okotowucat"
"938245","tablespoons",,"ikitiwacat"
"938246","tablespoonsful",,"okotowucata"
"938247","tabless",,"akataaa"
"938248","tablestone",,"ikitiweta"
"938249","tablet",,"hamoat"
"938250","tabletary",,"ikitiba"
"938251","tableted",,"ikitibua"
"938252","tabletex",,"eketebun"
"938253","tableting",,"ikitibona"
"938254","tabletkiosk",,"hamovoziat"
"938255","tabletless",,"okotobuna"
"938256","tabletlike",,"eketeben"
"938257","tabletop",,"ikitibaa"
"938258","tabletopia",,"ukutubot"
"938259","tabletopped",,"ikitibuqon"
"938260","tabletopper",,"ukutubaqa"
"938261","tabletopping",,"ikitibuqin"
"938262","tabletops",,"ikitiben"
"938263","tablets",,"hamovea"
"938264","tablette",,"ikitibin"
"938265","tabletted",,"himavaun"
"938266","tabletting",,"himavaen"
"938267","tableturner",,"eketebiben"
"938268","tableward",,"ukutukat"
"938269","tablewards",,"ukutukea"
"938270","tableware",,"humevueta"
"938271","tablewares",,"humevuia"
"938272","tablewise",,"okotokan"
"938273","tableword",,"akataket"
"938274","tablework",,"hamovao"
"938275","tableworthy",,"himavijaen"
"938276","tablier",,"hemiri"
"938277","tabliers",,"hemiruat"
"938278","tablifer",,"okotamat"
"938279","tabligh",,"himarin"
"938280","tablike",,"ukutoat"
"938281","tablina",,"hamorin"
"938282","tabling",,"hamora"
"938283","tablings",,"hamoreen"
"938284","tablinium",,"hemiroot"
"938285","tablinum",,"hemiroe"
"938286","tablinums",,"hemiroin"
"938287","tablita",,"homura"
"938288","tablo",,"ikitotu"
"938289","tabloid",,"himafun"
"938290","tabloidder",,"homufion"
"938291","tabloiddest",,"hemifozain"
"938292","tabloided",,"eketasine"
"938293","tabloider",,"okotesat"
"938294","tabloidese",,"hemifoe"
"938295","tabloidest",,"eketaso"
"938296","tabloiding",,"eketasi"
"938297","tabloidish",,"ikitosata"
"938298","tabloidism",,"hemifoa"
"938299","tabloidisms",,"hemifozuen"
"938300","tabloidization",,"ukutisave"
"938301","tabloidize",,"ikitoson"
"938302","tabloidized",,"himafuzeo"
"938303","tabloidizes",,"ikitosuvan"
"938304","tabloidizing",,"himafuzeun"
"938305","tabloidlike",,"ukutisafet"
"938306","tabloids",,"himafuu"
"938307","tabloidy",,"hamofeot"
"938308","tabmow",,"hemuet"
"938309","tabnab",,"homee"
"938310","tabnabbing",,"hemanein"
"938311","tabo",,"hama"
"938312","taboada",,"ekepoana"
"938313","taboc",,"hamas"
"938314","tabog",,"hemem"
"938315","taboggan",,"akapenia"
"938316","tabogganed",,"humumiun"
"938317","tabogganing",,"humumisoen"
"938318","taboggans",,"akapenat"
"938319","tabogon",,"akapeeta"
"938320","tabon",,"okopat"
"938321","tabone",,"ekepane"
"938322","tabontabon",,"himipaa"
"938323","tabonuco",,"ikipeda"
"938324","taboo",,"homof"
"938325","tabooed",,"akapuot"
"938326","tabooer",,"ekepaun"
"938327","tabooest",,"akapuzen"
"938328","tabooification",,"ikiposavet"
"938329","tabooing",,"akapusan"
"938330","tabooisation",,"homofibiot"
"938331","tabooise",,"hemefoat"
"938332","tabooised",,"akapuson"
"938333","tabooises",,"hemefoe"
"938334","tabooish",,"okopesun"
"938335","tabooising",,"akapusin"
"938336","tabooism",,"hamafeo"
"938337","tabooist",,"ekepasot"
"938338","tabooistic",,"ekepaseta"
"938339","tabooistically",,"ekepasegin"
"938340","tabooization",,"ikiposatu"
"938341","tabooize",,"okopesi"
"938342","tabooized",,"homofien"
"938343","tabooizes",,"okopesat"
"938344","tabooizing",,"homofie"
"938345","tabooless",,"ukupizua"
"938346","taboolessness",,"hemefapuet"
"938347","tabooley",,"ekepazu"
"938348","tabooleys",,"ekepazot"
"938349","tabooli",,"akapuete"
"938350","taboolis",,"akapuzi"
"938351","taboon",,"ukupis"
"938352","tabooness",,"ikipofen"
"938353","taboos",,"homoin"
"938354","taboot",,"ekepata"
"938355","taboparalysis",,"ukupuriti"
"938356","tabopareses",,"hemehaweu"
"938357","taboparesis",,"homohewoat"
"938358","taboparetic",,"ekeperafen"
"938359","tabophobia",,"akaparun"
"938360","tabor",,"akapon"
"938361","tabora",,"ekepani"
"938362","taborae",,"akapoot"
"938363","taboras",,"ekepiun"
"938364","taborda",,"hemecet"
"938365","tabored",,"humuca"
"938366","taborer",,"hamace"
"938367","taborers",,"hamaciin"
"938368","taboret",,"humuco"
"938369","taborets",,"humucoet"
"938370","taboric",,"akapooa"
"938371","taborin",,"himice"
"938372","taborine",,"homocien"
"938373","taborines",,"homocion"
"938374","taboring",,"humucaat"
"938375","taborins",,"himicuin"
"938376","taborist",,"hamacea"
"938377","taborite",,"humucaon"
"938378","taborites",,"humucaan"
"938379","taborky",,"ekepiea"
"938380","taborn",,"himian"
"938381","tabors",,"akapote"
"938382","taboulah",,"humubii"
"938383","taboule",,"ekepeuna"
"938384","tabouleh",,"homobeen"
"938385","taboulehs",,"homobeon"
"938386","tabouli",,"okopoia"
"938387","taboulis",,"okopozat"
"938388","taboun",,"ekepate"
"938389","tabour",,"ukupon"
"938390","taboured",,"himibiat"
"938391","tabourer",,"humubuet"
"938392","tabourers",,"humubui"
"938393","tabouret",,"himibiun"
"938394","tabourets",,"himibiu"
"938395","tabourin",,"homoboet"
"938396","tabourine",,"hemebee"
"938397","tabouring",,"himibio"
"938398","tabourins",,"homoboi"
"938399","tabours",,"ukupuan"
"938400","tabrere",,"homavu"
"938401","tabreres",,"homavoot"
"938402","tabret",,"homae"
"938403","tabrets",,"homavin"
"938404","tabrimon",,"hemuree"
"938405","tabriz",,"hamiun"
"938406","tabrizes",,"humoroet"
"938407","tabrizi",,"hamirin"
"938408","tabrizs",,"hamiru"
"938409","tabron",,"himean"
"938410","tabrukam",,"akajavet"
"938411","tabs",,"himoa"
"938412","tabset",,"ekecia"
"938413","tabshey",,"ukuceia"
"938414","tabstop",,"hemawi"
"938415","tabstops",,"hemawiat"
"938416","tabsule",,"ukucuia"
"938417","tabtabungao",,"ukuqaseja"
"938418","tabtop",,"hemeet"
"938419","tabtoxin",,"ukuqile"
"938420","tabu",,"homi"
"938421","tabuaeran",,"hemonuan"
"938422","tabuan",,"akawine"
"938423","tabuanon",,"hameneot"
"938424","tabuc",,"homis"
"938425","tabucan",,"akawiot"
"938426","tabucbuc",,"ekewusat"
"938427","tabudlo",,"homitot"
"938428","tabued",,"akawes"
"938429","tabuelan",,"himuvoun"
"938430","tabuer",,"ekewia"
"938431","tabuest",,"akawaot"
"938432","tabuing",,"akawiet"
"938433","tabuk",,"hemot"
"938434","tabula",,"ekewane"
"938435","tabulable",,"ukuwarun"
"938436","tabulae",,"akaweot"
"938437","tabulam",,"ukuwaana"
"938438","tabular",,"homivot"
"938439","tabulare",,"hemovai"
"938440","tabulari",,"homiveen"
"938441","tabularia",,"himuvoin"
"938442","tabularin",,"ukuwarin"
"938443","tabularisation",,"homivewaen"
"938444","tabularisations",,"homivewaon"
"938445","tabularise",,"hemovau"
"938446","tabularised",,"akaweruvat"
"938447","tabularises",,"hemovawuot"
"938448","tabularising",,"akaweruvo"
"938449","tabularity",,"ikiwuron"
"938450","tabularium",,"humavie"
"938451","tabularizable",,"okowireva"
"938452","tabularization",,"ikiwurova"
"938453","tabularizations",,"ikiwuroven"
"938454","tabularize",,"okowirun"
"938455","tabularized",,"homivewai"
"938456","tabularizes",,"okowirevu"
"938457","tabularizing",,"homivewaot"
"938458","tabularly",,"okowirat"
"938459","tabulary",,"humaviet"
"938460","tabulata",,"homivea"
"938461","tabulatable",,"hamevudeen"
"938462","tabulatas",,"homiveena"
"938463","tabulate",,"hamevuu"
"938464","tabulated",,"ukuwarat"
"938465","tabulates",,"hamevuot"
"938466","tabulati",,"hemovaat"
"938467","tabulating",,"ukuwaro"
"938468","tabulation",,"akawerun"
"938469","tabulations",,"akawerevu"
"938470","tabulato",,"himuvoe"
"938471","tabulatophobia",,"ikiwuruca"
"938472","tabulator",,"ikiwurena"
"938473","tabulators",,"ikiwurona"
"938474","tabulatory",,"akaweran"
"938475","tabulature",,"ukuwaru"
"938476","tabule",,"ukuweta"
"938477","tabuli",,"akawai"
"938478","tabuliform",,"okowisa"
"938479","tabulis",,"akaween"
"938480","tabun",,"ukuwoi"
"938481","tabunan",,"himupat"
"938482","tabungba",,"homipeo"
"938483","tabunok",,"akawien"
"938484","tabuns",,"ukuwon"
"938485","tabus",,"homiqa"
"938486","tabut",,"ekewani"
"938487","tabwakea",,"hemunuon"
"938488","tabwewa",,"humovot"
"938489","tacac",,"ikumere"
"938490","tacachico",,"heniseun"
"938491","tacaco",,"akemune"
"938492","tacahout",,"ukamehuna"
"938493","tacahouts",,"ukamehu"
"938494","tacalcitol",,"honuvian"
"938495","tacamahac",,"hunezion"
"938496","tacamahaca",,"hanozua"
"938497","tacamahacas",,"hanozuseen"
"938498","tacamahack",,"hinazoot"
"938499","tacamahacks",,"hinazosuo"
"938500","tacamahacs",,"hunezian"
"938501","tacamo",,"ikumeri"
"938502","tacan",,"henip"
"938503","tacana",,"honue"
"938504","tacanan",,"ukamoiu"
"938505","tacanans",,"ukamorate"
"938506","tacanas",,"honupin"
"938507","tacans",,"henien"
"938508","tacarcuna",,"ekomitu"
"938509","tacarra",,"akemoota"
"938510","tacayan",,"hunela"
"938511","tacazze",,"akemaua"
"938512","tacbob",,"akenune"
"938513","tacca",,"ikuruo"
"938514","taccaceae",,"okiritoa"
"938515","taccaceaes",,"okiritet"
"938516","taccaceous",,"ikuruta"
"938517","taccada",,"huninin"
"938518","taccae",,"okirina"
"938519","taccaoside",,"huninei"
"938520","taccas",,"ikurat"
"938521","taccasteroside",,"hinonudion"
"938522","taccavi",,"honenin"
"938523","tacchino",,"okirusat"
"938524","taccone",,"henafet"
"938525","taccong",,"hinofun"
"938526","taccs",,"okirai"
"938527","tacdog",,"hanaun"
"938528","tace",,"ekotsa"
"938529","tacenda",,"ukatoeta"
"938530","tacent",,"ikutuns"
"938531","taceo",,"ikutose"
"938532","taces",,"ekotutu"
"938533","tacet",,"henow"
"938534","tacets",,"henoo"
"938535","taceval",,"ukataona"
"938536","tacey",,"ikutosi"
"938537","tach",,"hine"
"938538","tachai",,"hunoo"
"938539","tachanka",,"ekomofin"
"938540","tachanun",,"hinenuu"
"938541","tacharanite",,"ekomoqujet"
"938542","tachardia",,"haninaa"
"938543","tachardias",,"haninaen"
"938544","tachardiinae",,"ekomoqovi"
"938545","tachardiinaes",,"ekomoqovat"
"938546","tachchyalimentation",,"hunosunaen"
"938547","tache",,"honav"
"938548","tached",,"ekomito"
"938549","tacheless",,"ukamuze"
"938550","tachelhit",,"akemazat"
"938551","tachen",,"ukamonna"
"938552","tacheng",,"akemaene"
"938553","tacheo",,"hunoa"
"938554","tacheography",,"akemahibot"
"938555","tacheometer",,"hanivofaet"
"938556","tacheometers",,"hanivofai"
"938557","tacheometric",,"henuvifeo"
"938558","tacheometrical",,"akemahufo"
"938559","tacheometrically",,"henuvifee"
"938560","tacheometries",,"hanivofaun"
"938561","tacheometry",,"hinevafio"
"938562","tacheometrys",,"hinevafiet"
"938563","taches",,"honau"
"938564","tacheture",,"hanivoot"
"938565","tachhydrite",,"hunonezeu"
"938566","tachi",,"hiner"
"938567","tachiai",,"hunoron"
"938568","tachiarai",,"akemirane"
"938569","tachibana",,"hineriin"
"938570","tachienlu",,"honarai"
"938571","tachih",,"ikumotna"
"938572","tachikawa",,"honaraon"
"938573","tachikaze",,"ikumeven"
"938574","tachileik",,"ukamoza"
"938575","tachimochi",,"ikumepun"
"938576","tachina",,"ekomuua"
"938577","tachinaria",,"hineruen"
"938578","tachinarian",,"akemifibin"
"938579","tachinarias",,"hinerusaon"
"938580","tachinas",,"ekomufot"
"938581","taching",,"ekomuote"
"938582","tachinid",,"hanireo"
"938583","tachinidae",,"hanireet"
"938584","tachinidaes",,"haniretui"
"938585","tachinids",,"hanireeta"
"938586","tachinomiya",,"ikumefuhe"
"938587","tachinus",,"ukamofu"
"938588","tachiol",,"ikumeoi"
"938589","tachionic",,"okimahu"
"938590","tachira",,"ukamoata"
"938591","tachis",,"hineat"
"938592","tachism",,"henurat"
"938593","tachisme",,"hanirea"
"938594","tachismes",,"hanireen"
"938595","tachisms",,"henuroe"
"938596","tachist",,"okimaii"
"938597","tachiste",,"ekomuwin"
"938598","tachistes",,"ekomuwa"
"938599","tachistesthesia",,"ekomuwofot"
"938600","tachistoscope",,"honarideot"
"938601","tachistoscopes",,"honarideo"
"938602","tachistoscopic",,"hinerudou"
"938603","tachistoscopically",,"hinerudoi"
"938604","tachistoscopy",,"hanireduu"
"938605","tachists",,"okimawat"
"938606","tachiwaza",,"ukamoke"
"938607","tachmoni",,"akemohan"
"938608","tachmonite",,"hunozeu"
"938609","tacho",,"hanif"
"938610","tachocline",,"hanifeon"
"938611","tachogenerator",,"hanifupiin"
"938612","tachogram",,"akemunat"
"938613","tachograms",,"akemunea"
"938614","tachograph",,"ukaminen"
"938615","tachographs",,"ukaminiton"
"938616","tachography",,"ekomanatan"
"938617","tachomet",,"ekomapin"
"938618","tachometer",,"henufeu"
"938619","tachometers",,"henufepaot"
"938620","tachometre",,"henufeua"
"938621","tachometric",,"honafopeun"
"938622","tachometrical",,"ekomapigun"
"938623","tachometrically",,"honafopeet"
"938624","tachometries",,"henufepaen"
"938625","tachometry",,"hunofuun"
"938626","tachophobia",,"akemujucin"
"938627","tachos",,"hanie"
"938628","tachoscope",,"okimewe"
"938629","tachosil",,"ikumowet"
"938630","tachrich",,"hunocaan"
"938631","tachrichim",,"honacie"
"938632","tachs",,"hineq"
"938633","tachum",,"haniea"
"938634","tachuri",,"okimoie"
"938635","tachy",,"hanil"
"938636","tachyarrhythmia",,"ikumorobet"
"938637","tachyarrhythmias",,"ikumorobi"
"938638","tachyarrhythmic",,"okimerebun"
"938639","tachyarrythmia",,"hinelowae"
"938640","tachyauxesis",,"ekomarinon"
"938641","tachyauxesiss",,"ekomarinan"
"938642","tachyauxetic",,"henulaguot"
"938643","tachybasia",,"okimesun"
"938644","tachyblastic",,"ukamisoten"
"938645","tachycardia",,"honalisui"
"938646","tachycardiac",,"honalisuan"
"938647","tachycardias",,"honalisuat"
"938648","tachycardic",,"henulosiu"
"938649","tachycardiomyopathy",,"ukamitobet"
"938650","tachycinesis",,"ekomatejan"
"938651","tachycinetic",,"henulotuo"
"938652","tachycitin",,"honaliat"
"938653","tachycrotic",,"honaliweat"
"938654","tachydidactic",,"ukamivupen"
"938655","tachydidaxy",,"ukamivupin"
"938656","tachydysrhythmia",,"ikumovudon"
"938657","tachydysrhythmic",,"okimevide"
"938658","tachygastria",,"hinelosei"
"938659","tachygastric",,"honalesau"
"938660","tachygen",,"okimenan"
"938661","tachygenesis",,"ekomanijan"
"938662","tachygenetic",,"henulapuo"
"938663","tachygenic",,"okimenu"
"938664","tachyglossal",,"henulapaon"
"938665","tachyglossate",,"henulapaona"
"938666","tachyglossi",,"ekomanucat"
"938667","tachyglossia",,"okimenacet"
"938668","tachyglossid",,"henulapaone"
"938669","tachyglossidae",,"henulapaan"
"938670","tachyglossidaes",,"henulapaun"
"938671","tachyglossus",,"akemunica"
"938672","tachyglossuses",,"ukaminocun"
"938673","tachyglossuss",,"akemunicen"
"938674","tachyglossusses",,"ukaminocu"
"938675","tachygraph",,"ukaminoa"
"938676","tachygrapher",,"hunoliwaa"
"938677","tachygraphers",,"hunoliwaen"
"938678","tachygraphic",,"ukaminiti"
"938679","tachygraphical",,"hunoliwai"
"938680","tachygraphically",,"ukaminita"
"938681","tachygraphies",,"ikumonotot"
"938682","tachygraphist",,"hunoliwaon"
"938683","tachygraphists",,"hunoliwaan"
"938684","tachygraphometer",,"okimenete"
"938685","tachygraphometry",,"akemunutat"
"938686","tachygraphs",,"ukaminitet"
"938687","tachygraphy",,"ekomanati"
"938688","tachyhydrite",,"henulenao"
"938689","tachyiatry",,"hinelua"
"938690","tachykinergic",,"honalatao"
"938691","tachykinesia",,"ekomavejat"
"938692","tachykinesis",,"akemuvaja"
"938693","tachykinetic",,"hanilitiun"
"938694","tachykinin",,"hunoloot"
"938695","tachykininergic",,"ukamivuja"
"938696","tachykinins",,"hunolotoo"
"938697","tachylalia",,"hunolie"
"938698","tachylalic",,"hineloo"
"938699","tachylectin",,"ukamizezo"
"938700","tachylite",,"honaleon"
