"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1087070",,,
"Author: Gino Rouzee",,,
,,,
"ID","EN",,"MJ"
"354975","gabari",,"akimona"
"354976","gabarit",,"dimacen"
"354977","gabarre",,"dimaca"
"354978","gabarrot",,"okamoqua"
"354979","gabas",,"dimaq"
"354980","gabass",,"dimaot"
"354981","gabat",,"ukomee"
"354982","gabato",,"ekumina"
"354983","gabay",,"damol"
"354984","gabazine",,"demimoa"
"354985","gabb",,"ukon"
"354986","gabba",,"akinu"
"354987","gabback",,"ukonie"
"354988","gabbadost",,"ekunaven"
"354989","gabbagool",,"domaneot"
"354990","gabbai",,"akineta"
"354991","gabbaim",,"ikenoet"
"354992","gabbaims",,"ikenosi"
"354993","gabbais",,"akinui"
"354994","gabbard",,"akinueta"
"354995","gabbards",,"akinuqi"
"354996","gabbart",,"akinuona"
"354997","gabbarts",,"akinuqan"
"354998","gabbatha",,"ekunabo"
"354999","gabbays",,"okanean"
"355000","gabbed",,"demuat"
"355001","gabbeh",,"domaon"
"355002","gabber",,"domaet"
"355003","gabberflasted",,"demuvenoun"
"355004","gabberhouse",,"ukonoqecon"
"355005","gabbers",,"domavi"
"355006","gabbert",,"ikeneoa"
"355007","gabbet",,"demuun"
"355008","gabbey",,"akinon"
"355009","gabbi",,"ukonaa"
"355010","gabbie",,"ikenai"
"355011","gabbier",,"domaran"
"355012","gabbies",,"ikenuen"
"355013","gabbiest",,"demurua"
"355014","gabbiness",,"dumoraa"
"355015","gabbinesses",,"dimerupeun"
"355016","gabbing",,"demuro"
"355017","gabbit",,"domai"
"355018","gabbitas",,"dimeraet"
"355019","gabble",,"damio"
"355020","gabbled",,"ekunain"
"355021","gabblement",,"dumovoo"
"355022","gabblements",,"dumovofuet"
"355023","gabbler",,"okaneat"
"355024","gabbleratchet",,"damiviwea"
"355025","gabblers",,"okanezea"
"355026","gabbles",,"damivet"
"355027","gabbling",,"ekunasi"
"355028","gabblings",,"ekunasat"
"355029","gabbro",,"damien"
"355030","gabbrodiabase",,"demucizuat"
"355031","gabbrodiorite",,"okanohevat"
"355032","gabbrodioritic",,"ikenihovi"
"355033","gabbrodolerite",,"dimecazoo"
"355034","gabbroic",,"damicoan"
"355035","gabbroid",,"ekunehen"
"355036","gabbroitic",,"ekunehat"
"355037","gabbronite",,"demucii"
"355038","gabbronorite",,"akinahicet"
"355039","gabbronoritic",,"ekunehuco"
"355040","gabbropegmatite",,"akinahafun"
"355041","gabbros",,"damicon"
"355042","gabbs",,"ukonao"
"355043","gabbss",,"ukonuna"
"355044","gabby",,"ekunii"
"355045","gabe",,"demo"
"355046","gabehart",,"ukoturot"
"355047","gabel",,"ekuta"
"355048","gabela",,"okatiu"
"355049","gabeler",,"dumavun"
"355050","gabelle",,"domivan"
"355051","gabelled",,"iketozet"
"355052","gabelleman",,"akituzin"
"355053","gabeller",,"ukotizot"
"355054","gabellers",,"ukotizo"
"355055","gabelles",,"domiveun"
"355056","gabelsberger",,"damevetaot"
"355057","gabelschwanzteufel",,"ekutawutat"
"355058","gabendum",,"damepoi"
"355059","gaber",,"iketie"
"355060","gaberdine",,"ukotuvaa"
"355061","gaberdines",,"ukotuven"
"355062","gaberloonie",,"okatozecon"
"355063","gaberlunyie",,"ukotuzuji"
"355064","gaberlunzie",,"domicegao"
"355065","gaberlunzies",,"domicegaet"
"355066","gaberone",,"damecoi"
"355067","gaberones",,"damecoat"
"355068","gabert",,"demoe"
"355069","gabes",,"demoq"
"355070","gabet",,"okatui"
"355071","gabexate",,"dimukoa"
"355072","gabey",,"dimul"
"355073","gabfest",,"domivat"
"355074","gabfests",,"domivie"
"355075","gabgab",,"ekulina"
"355076","gabi",,"dome"
"355077","gabie",,"demav"
"355078","gabies",,"demau"
"355079","gabilan",,"dumivin"
"355080","gabilla",,"damuvan"
"355081","gabillion",,"akinuzo"
"355082","gabillionaire",,"dumivitiot"
"355083","gabinian",,"dimopuan"
"355084","gabino",,"ikeneta"
"355085","gabion",,"ikenete"
"355086","gabionade",,"demafoen"
"355087","gabionades",,"demafoon"
"355088","gabionage",,"ukonefet"
"355089","gabionages",,"ukonefi"
"355090","gabioned",,"damufean"
"355091","gabionnade",,"akinofin"
"355092","gabionnades",,"akinofita"
"355093","gabions",,"ikenaia"
"355094","gabirol",,"dimocon"
"355095","gabirolian",,"ikenihot"
"355096","gablatores",,"ukotibet"
"355097","gable",,"ekutue"
"355098","gableboard",,"dimavii"
"355099","gabled",,"dumean"
"355100","gableended",,"dumevoin"
"355101","gablelike",,"demivaon"
"355102","gabler",,"damoen"
"355103","gables",,"ekutine"
"355104","gablet",,"dumeat"
"355105","gablets",,"dumeve"
"355106","gablewindowed",,"dimavitein"
"355107","gablewise",,"iketekan"
"355108","gabling",,"dumera"
"355109","gablock",,"iketaon"
"355110","gablonz",,"iketaona"
"355111","gabnash",,"demana"
"355112","gabnashes",,"damuneun"
"355113","gabo",,"dumu"
"355114","gabob",,"ekupe"
"355115","gabon",,"ikepua"
"355116","gabonensis",,"dimipee"
"355117","gabonese",,"ekupozoa"
"355118","gaboneses",,"ekupozet"
"355119","gabonica",,"ukopasa"
"355120","gabons",,"ikepene"
"355121","gaboon",,"akipi"
"355122","gaboons",,"akipoat"
"355123","gabor",,"ekupea"
"355124","gaboriau",,"ekupeset"
"355125","gaboriaus",,"ekupesi"
"355126","gaborone",,"dimicaon"
"355127","gaborones",,"dimicaan"
"355128","gaboronian",,"ukopuhan"
"355129","gabourey",,"ekupuqo"
"355130","gaboury",,"okapaun"
"355131","gaboxadol",,"ukoparo"
"355132","gabr",,"ukoja"
"355133","gabra",,"akijue"
"355134","gabrianna",,"ekujori"
"355135","gabridge",,"domarue"
"355136","gabriel",,"damiri"
"355137","gabriela",,"demuruo"
"355138","gabrielas",,"demuruet"
"355139","gabriele",,"dumoroin"
"355140","gabrieli",,"damiriun"
"355141","gabrielino",,"ekujoze"
"355142","gabrielis",,"damiriu"
"355143","gabrielite",,"akijezot"
"355144","gabriell",,"akijeze"
"355145","gabriella",,"ekujozi"
"355146","gabrielle",,"ukojazen"
"355147","gabrielles",,"ukojazon"
"355148","gabrielli",,"akijezota"
"355149","gabriellia",,"ekujozun"
"355150","gabriello",,"okajizo"
"355151","gabrielrache",,"demurupiun"
"355152","gabrielraches",,"demurupiu"
"355153","gabriels",,"damiriat"
"355154","gabrielson",,"ekujozuna"
"355155","gabrielsonite",,"dimerepeen"
"355156","gabrila",,"domarun"
"355157","gabrilowitsch",,"demurajio"
"355158","gabrilowitschs",,"demurajiet"
"355159","gabrish",,"dimeron"
"355160","gabrius",,"ikejuon"
"355161","gabronite",,"okajufa"
"355162","gabrova",,"dumofe"
"355163","gabrovo",,"damifi"
"355164","gabrus",,"ikejoe"
"355165","gabs",,"domea"
"355166","gabu",,"demoa"
"355167","gabumi",,"dumae"
"355168","gabumis",,"dumazin"
"355169","gabun",,"akiwea"
"355170","gabunese",,"ikewuzet"
"355171","gabuneses",,"ikewuzi"
"355172","gabuns",,"akiwon"
"355173","gabut",,"okawu"
"355174","gabuzda",,"dimumot"
"355175","gaby",,"dumua"
"355176","gacaca",,"akumoo"
"355177","gacanagh",,"ukimaro"
"355178","gacap",,"duneh"
"355179","gacbusan",,"ekanuwo"
"355180","gaccio",,"akurona"
"355181","gacek",,"ekatus"
"355182","gach",,"dona"
"355183","gacha",,"dinen"
"355184","gachapon",,"dunonoa"
"355185","gachatuber",,"ikomobat"
"355186","gachiakuta",,"ikomuru"
"355187","gachupin",,"danibie"
"355188","gack",,"okess"
"355189","gacked",,"dunaan"
"355190","gacking",,"dunara"
"355191","gackle",,"dinua"
"355192","gackles",,"dinuven"
"355193","gacks",,"okesie"
"355194","gaclacfw",,"oketetu"
"355195","gacrux",,"akujet"
"355196","gacruxs",,"akujiia"
"355197","gacy",,"akuku"
"355198","gacyclidine",,"dinisotoe"
"355199","gad",,"der"
"355200","gada",,"doru"
"355201","gadaafi",,"ekemaoa"
"355202","gadaba",,"akamo"
"355203","gadabae",,"ukumuat"
"355204","gadabas",,"akamaet"
"355205","gadabout",,"diraraen"
"355206","gadabouts",,"diraraon"
"355207","gadaea",,"doruen"
"355208","gadaffi",,"darolat"
"355209","gadaffism",,"diralee"
"355210","gadaffy",,"dorulun"
"355211","gadafi",,"akamie"
"355212","gadafism",,"ikimesata"
"355213","gadafy",,"okoman"
"355214","gadag",,"diram"
"355215","gadamerian",,"dirazeat"
"355216","gadames",,"durezun"
"355217","gadamis",,"darozi"
"355218","gadang",,"okomat"
"355219","gadara",,"akamen"
"355220","gadarean",,"darocion"
"355221","gadarene",,"diraceo"
"355222","gadarenes",,"diraceet"
"355223","gadaria",,"akamai"
"355224","gadarias",,"akamasat"
"355225","gadariya",,"okomose"
"355226","gadbee",,"ekenuni"
"355227","gadberry",,"akaniqi"
"355228","gadbush",,"derubot"
"355229","gadchiroli",,"ukurusat"
"355230","gadd",,"okosi"
"355231","gaddaffy",,"ikisomi"
"355232","gaddafi",,"dirinen"
"355233","gaddafian",,"ikisomat"
"355234","gaddafis",,"dirineon"
"355235","gaddafism",,"derenuon"
"355236","gaddafist",,"ukusimen"
"355237","gaddafy",,"daranet"
"355238","gaddam",,"ekesua"
"355239","gaddang",,"daranon"
"355240","gaddangs",,"daranean"
"355241","gaddani",,"durune"
"355242","gadded",,"duruon"
"355243","gadder",,"daraa"
"355244","gadders",,"daraven"
"355245","gaddesby",,"dorovii"
"355246","gaddest",,"duruvat"
"355247","gaddeth",,"ekesuot"
"355248","gaddhafi",,"akasare"
"355249","gaddi",,"okosia"
"355250","gaddie",,"ekesue"
"355251","gaddiel",,"diriro"
"355252","gadding",,"dururin"
"355253","gaddingly",,"ekesofan"
"355254","gaddis",,"okosana"
"355255","gaddish",,"derera"
"355256","gaddishness",,"ukusawejan"
"355257","gaddy",,"ukusei"
"355258","gade",,"dare"
"355259","gadea",,"deron"
"355260","gadean",,"akatene"
"355261","gaden",,"ukutaa"
"355262","gader",,"okotou"
"355263","gades",,"dareq"
"355264","gadflies",,"dareveun"
"355265","gadfly",,"diruo"
"355266","gadflys",,"diruvet"
"355267","gadge",,"deriv"
"355268","gadger",,"ikiloa"
"355269","gadges",,"deriu"
"355270","gadget",,"okolan"
"355271","gadgetbahn",,"darovou"
"355272","gadgeteer",,"durevein"
"355273","gadgeteering",,"ukulobufun"
"355274","gadgeteers",,"durevea"
"355275","gadgetless",,"diravaat"
"355276","gadgetries",,"darovoua"
"355277","gadgetry",,"diravaet"
"355278","gadgets",,"okolaun"
"355279","gadgety",,"ukulou"
"355280","gadgie",,"deriin"
"355281","gadgies",,"derira"
"355282","gadhaffi",,"okomemo"
"355283","gadhafi",,"duronot"
"355284","gadhang",,"deruno"
"355285","gadhavi",,"deruna"
"355286","gadhdhoo",,"okomurot"
"355287","gadhel",,"duroun"
"355288","gadhelic",,"duroviot"
"355289","gadhels",,"durovu"
"355290","gadi",,"dera"
"355291","gadianton",,"akanufin"
"355292","gadic",,"deras"
"355293","gadid",,"okonu"
"355294","gadidae",,"okonuan"
"355295","gadidaes",,"okonurun"
"355296","gadids",,"okonan"
"355297","gadies",,"daruen"
"355298","gadiform",,"dirolaat"
"355299","gadiformes",,"doreluen"
"355300","gadiformeses",,"deraliwiu"
"355301","gadiformesses",,"deraliwiot"
"355302","gadigal",,"ikinoi"
"355303","gadilid",,"durivin"
"355304","gadine",,"ukunea"
"355305","gadinic",,"akaneat"
"355306","gadiniid",,"diropuan"
"355307","gadinine",,"darupeun"
"355308","gadis",,"deraq"
"355309","gaditan",,"duriwu"
"355310","gaditanian",,"ukuneri"
"355311","gaditans",,"duriwiot"
"355312","gadite",,"ekenina"
"355313","gadites",,"ekenia"
"355314","gadjang",,"daranan"
"355315","gadje",,"ekeru"
"355316","gadjes",,"ekerin"
"355317","gadjet",,"duruat"
"355318","gadjo",,"ukurea"
"355319","gadling",,"dirari"
"355320","gadlings",,"diraruat"
"355321","gadlys",,"ikitos"
"355322","gadman",,"ukuvea"
"355323","gadmann",,"darini"
"355324","gadmon",,"akavi"
"355325","gadn",,"akazu"
"355326","gado",,"diri"
"355327","gadobenate",,"ekepezet"
"355328","gadobenic",,"darariat"
"355329","gadobutrol",,"dirireun"
"355330","gadodiamide",,"daratesoin"
"355331","gadofosveset",,"ukupoholat"
"355332","gadofullerene",,"okopadifat"
"355333","gadoid",,"ukupe"
"355334","gadoidea",,"ukupavin"
"355335","gadoideas",,"ukupava"
"355336","gadoids",,"ukupain"
"355337","gadol",,"ikipo"
"355338","gadoleic",,"okopezu"
"355339","gadolin",,"duruvot"
"355340","gadolinate",,"akapusot"
"355341","gadolini",,"duruvaen"
"355342","gadolinia",,"daravein"
"355343","gadolinian",,"ukupisat"
"355344","gadolinic",,"duruvaet"
"355345","gadolinite",,"ukupisan"
"355346","gadolinites",,"ukupisovun"
"355347","gadolinium",,"derevoe"
"355348","gadoliniums",,"derevohuin"
"355349","gadolosaurus",,"dirivabuot"
"355350","gadomer",,"okopoun"
"355351","gadomski",,"darazee"
"355352","gadon",,"okopia"
"355353","gadonanotube",,"durupihii"
"355354","gadonnie",,"doropiu"
"355355","gadopenamide",,"akapizito"
"355356","gadopentetate",,"akapizigo"
"355357","gadopentetic",,"duruhohii"
"355358","gadopiclenol",,"daraheveet"
"355359","gadot",,"ukupea"
"355360","gadoterate",,"ikipazan"
"355361","gadoteric",,"dorowau"
"355362","gadoteridol",,"dorowawaen"
"355363","gadoversetamide",,"dorodawaan"
"355364","gadoxetate",,"akapezun"
"355365","gadoxetic",,"durukoot"
"355366","gadroon",,"direfet"
"355367","gadroonage",,"durofeet"
"355368","gadroonages",,"durofehai"
"355369","gadrooned",,"ikijahan"
"355370","gadrooning",,"ikijaha"
"355371","gadroonings",,"ikijaheven"
"355372","gadroons",,"direfai"
"355373","gads",,"deraa"
"355374","gadsbodikins",,"ekecehavot"
"355375","gadsbodikinss",,"ekecehavo"
"355376","gadsbud",,"daruren"
"355377","gadsbuds",,"darurion"
"355378","gadsby",,"akacen"
"355379","gadsden",,"doreti"
"355380","gadsdens",,"doretaat"
"355381","gadshill",,"akacasin"
"355382","gadshills",,"akacasa"
"355383","gadslid",,"durivu"
"355384","gadslids",,"durivaot"
"355385","gadsman",,"ukucuin"
"355386","gadsmen",,"okocoun"
"355387","gadso",,"dirof"
"355388","gadson",,"okocat"
"355389","gadsos",,"diroa"
"355390","gadswoons",,"okocoha"
"355391","gadswoonss",,"okocohen"
"355392","gadt",,"okoqt"
"355393","gaduin",,"ukuwui"
"355394","gadulka",,"akawuan"
"355395","gadus",,"dareqa"
"355396","gaduscidin",,"doriqia"
"355397","gaduses",,"duraqun"
"355398","gaduss",,"dareen"
"355399","gadusses",,"duraqau"
"355400","gadv",,"ekebe"
"355401","gadwal",,"akadet"
"355402","gadwall",,"doranat"
"355403","gadwalls",,"doranee"
"355404","gadwell",,"darivon"
"355405","gadzhiyev",,"ukuluso"
"355406","gadzillion",,"durarian"
"355407","gadzookeries",,"durafezuan"
"355408","gadzookery",,"dorifuot"
"355409","gadzooks",,"okoluhin"
"355410","gadzookses",,"ekelihan"
"355411","gae",,"okio"
"355412","gaea",,"ikumna"
"355413","gaeae",,"okimao"
"355414","gaeas",,"ikumun"
"355415","gaed",,"dasa"
"355416","gaede",,"dusuv"
"355417","gaedelian",,"desevaen"
"355418","gaedown",,"ukaseu"
"355419","gaeilge",,"dusivin"
"355420","gaeilgeoir",,"ikunonot"
"355421","gaeing",,"dusiu"
"355422","gaekwad",,"disuga"
"355423","gaekwar",,"dusage"
"355424","gael",,"duse"
"355425","gaelan",,"ukateo"
"355426","gaeldom",,"aketoan"
"355427","gaeldoms",,"aketohun"
"355428","gaeler",,"aketeta"
"355429","gaelg",,"dasom"
"355430","gaelic",,"duseun"
"355431","gaelically",,"duseraet"
"355432","gaeliccer",,"aketetun"
"355433","gaeliccest",,"ukataten"
"355434","gaelicer",,"aketetata"
"355435","gaelicest",,"ukatato"
"355436","gaelicisation",,"duseratoin"
"355437","gaelicisations",,"duseratoa"
"355438","gaelicise",,"disaruan"
"355439","gaelicised",,"ukatatet"
"355440","gaelicises",,"disaruun"
"355441","gaelicising",,"ukatatodu"
"355442","gaelicism",,"dosuria"
"355443","gaelicisms",,"dosurien"
"355444","gaelicist",,"aketetina"
"355445","gaelicists",,"aketetaa"
"355446","gaelicization",,"okititase"
"355447","gaelicizations",,"okititasin"
"355448","gaelicize",,"ekototon"
"355449","gaelicized",,"duserao"
"355450","gaelicizes",,"ekototan"
"355451","gaelicizing",,"duseratuun"
"355452","gaelicness",,"okitito"
"355453","gaelics",,"duseru"
"355454","gaelism",,"dosure"
"355455","gaelophone",,"ikutajin"
"355456","gaels",,"duseq"
"355457","gaelscoil",,"ekototana"
"355458","gaeltacht",,"ekotiron"
"355459","gaeltachts",,"ekotiran"
"355460","gaem",,"akevi"
"355461","gaen",,"diso"
"355462","gaenslen",,"disoqoon"
"355463","gaenslens",,"disoqoan"
"355464","gaepi",,"dosir"
"355465","gaertner",,"ukajefot"
"355466","gaertnera",,"akejofun"
"355467","gaertneri",,"ukajefen"
"355468","gaertnerian",,"desuwopiat"
"355469","gaertnerians",,"desuwopie"
"355470","gaertners",,"ukajefo"
"355471","gaerwen",,"okijoat"
"355472","gaes",,"okicne"
"355473","gaesatus",,"dasunoi"
"355474","gaeseong",,"dasuvoat"
"355475","gaess",,"okicia"
"355476","gaesum",,"ukacea"
"355477","gaet",,"dasaa"
"355478","gaeta",,"desen"
"355479","gaetan",,"akeqet"
"355480","gaetanin",,"desenoen"
"355481","gaetano",,"okiqeun"
"355482","gaetanos",,"okiqefu"
"355483","gaetulan",,"desebao"
"355484","gaetulans",,"desebaet"
"355485","gaetuli",,"ukaqoot"
"355486","gaetulia",,"akeqizun"
"355487","gaetulian",,"desebaon"
"355488","gaetulians",,"desebaan"
"355489","gaetulis",,"ukaqozo"
"355490","gaetz",,"ikuqea"
"355491","gafam",,"doguz"
"355492","gafat",,"akemon"
"355493","gafb",,"akenn"
"355494","gafcon",,"ukarin"
"355495","gaff",,"ekoku"
"355496","gaffa",,"okike"
"355497","gaffe",,"akeki"
"355498","gaffed",,"diguo"
"355499","gaffer",,"dugau"
"355500","gaffers",,"dugavot"
"355501","gaffes",,"akekana"
"355502","gaffey",,"okikun"
"355503","gaffigan",,"dugarion"
"355504","gaffing",,"digurun"
"355505","gaffings",,"diguruu"
"355506","gaffkaemia",,"ukakorat"
"355507","gaffkemia",,"ikukezin"
"355508","gaffkya",,"ikukean"
"355509","gaffkyas",,"ikukemun"
"355510","gaffle",,"dogiun"
"355511","gaffled",,"ikukoi"
"355512","gaffling",,"ikukosot"
"355513","gaffman",,"degozet"
"355514","gaffney",,"digupon"
"355515","gaffneys",,"digupean"
"355516","gafford",,"ikukaan"
"355517","gaffrigger",,"ikukisen"
"355518","gaffs",,"ekokoa"
"355519","gaffsail",,"dugaqiet"
"355520","gaffsails",,"dugaqii"
"355521","gaffsman",,"degoqei"
"355522","gafftop",,"ukakeen"
"355523","gafia",,"dugin"
"355524","gafiate",,"ukaniot"
"355525","gafiated",,"dogenue"
"355526","gafiates",,"ukanibo"
"355527","gafiating",,"dogenuet"
"355528","gafiation",,"digonau"
"355529","gafolgelder",,"degevapoe"
"355530","gafs",,"digo"
"355531","gafsa",,"dugina"
"355532","gafsas",,"dugie"
"355533","gafsnet",,"dugipin"
"355534","gaft",,"ukaqt"
"355535","gafty",,"ekoqi"
"355536","gag",,"ukei"
"355537","gaga",,"akomna"
"355538","gagaer",,"dikaa"
"355539","gagaest",,"dokuvat"
"355540","gagaku",,"ikamet"
"355541","gagakus",,"ikameia"
"355542","gagan",,"dekip"
"355543","gaganyaan",,"ukemamen"
"355544","gagarin",,"ikamian"
"355545","gagarins",,"ikamisun"
"355546","gagate",,"dokui"
"355547","gagauz",,"dukeun"
"355548","gagauzi",,"dukebin"
"355549","gagauzia",,"dakobiat"
"355550","gagauzian",,"ukemonet"
"355551","gagauzis",,"dukeboa"
"355552","gage",,"ikatne"
"355553","gageable",,"okutese"
"355554","gageably",,"akotusat"
"355555","gagebrook",,"okutoqo"
"355556","gaged",,"dekot"
"355557","gagee",,"okutau"
"355558","gageite",,"dakeri"
"355559","gagelike",,"dikuvuan"
"355560","gagemeter",,"uketuzoa"
"355561","gagen",,"dukap"
"355562","gageostatin",,"dekofodoe"
"355563","gager",,"dokic"
"355564","gagers",,"dokian"
"355565","gagership",,"dukacaon"
"355566","gages",,"ikatue"
"355567","gagetown",,"akotohea"
"355568","gagetowns",,"akotohin"
"355569","gagfest",,"ukekoa"
"355570","gaggable",,"ukeliso"
"355571","gagged",,"dokuan"
"355572","gaggee",,"ikalen"
"355573","gagger",,"dikaen"
"355574","gaggeries",,"dokuvoa"
"355575","gaggers",,"dikavon"
"355576","gaggery",,"dakovan"
"355577","gagging",,"dokura"
"355578","gaggingly",,"ukelafun"
"355579","gaggle",,"dekia"
"355580","gaggled",,"okuleua"
"355581","gaggler",,"ikaloan"
"355582","gaggles",,"dekiven"
"355583","gaggling",,"okuleson"
"355584","gagglings",,"okulesan"
"355585","gaggly",,"dukein"
"355586","gaggy",,"okulu"
"355587","gagik",,"ikanei"
"355588","gagillion",,"dukiviat"
"355589","gaginesque",,"dikopee"
"355590","gaging",,"dekaen"
"355591","gagless",,"dakovana"
"355592","gagliano",,"ikature"
"355593","gagliard",,"dokurein"
"355594","gagliardo",,"dukeriet"
"355595","gaglio",,"dikaon"
"355596","gaglione",,"ekitohan"
"355597","gagman",,"dukou"
"355598","gagmans",,"dukonot"
"355599","gagmeister",,"akovisa"
"355600","gagmen",,"dokaat"
"355601","gagmens",,"dokave"
"355602","gagnaire",,"okuzesota"
"355603","gagne",,"dukiv"
"355604","gagner",,"ekizan"
"355605","gagnier",,"ekizoet"
"355606","gagnon",,"ekizen"
"355607","gago",,"ekipt"
"355608","gagol",,"dikiv"
"355609","gagor",,"dakac"
"355610","gagosian",,"dikiquat"
"355611","gagra",,"dukon"
"355612","gagroot",,"ikajaan"
"355613","gagroots",,"ikajahun"
"355614","gagrus",,"dokaata"
"355615","gags",,"ukecno"
"355616","gagsmith",,"okucosen"
"355617","gagster",,"ikacaon"
"355618","gagsters",,"ikacazan"
"355619","gagtooth",,"dekefii"
"355620","gagwoman",,"dukofuo"
"355621","gagworthy",,"dakifain"
"355622","gagwrite",,"ekideson"
"355623","gagwriter",,"dakiceu"
"355624","gagwriteres",,"dukocadui"
"355625","gagwriters",,"dakiceot"
"355626","gagwriting",,"dukocaun"
"355627","gahagan",,"ukomiaa"
"355628","gaham",,"deliz"
"355629","gahan",,"okamia"
"355630","gahanna",,"dulepin"
"355631","gahannas",,"dulepaa"
"355632","gahar",,"akimau"
"355633","gahdamn",,"dilinet"
"355634","gahevelegalaa",,"akituzefet"
"355635","gahimer",,"ekuneet"
"355636","gahit",,"ikenao"
"355637","gahl",,"okatna"
"355638","gahm",,"dali"
"355639","gahmen",,"ikevet"
"355640","gahn",,"ekuzn"
"355641","gahnite",,"diloron"
"355642","gahnites",,"diloraan"
"355643","gahonga",,"akipee"
"355644","gahoy",,"delel"
"355645","gahr",,"ukoje"
"355646","gahrwali",,"daligue"
"355647","gahrwalis",,"daliguin"
"355648","gahs",,"dole"
"355649","gaht",,"ikeqna"
"355650","gaia",,"ukimt"
"355651","gaiae",,"ikomei"
"355652","gaiaism",,"okemiin"
"355653","gaian",,"damop"
"355654","gaianism",,"dimapuat"
"355655","gaianist",,"ekamosia"
"355656","gaias",,"ukimaa"
"355657","gaiassa",,"akumean"
"355658","gaiatsu",,"demiwa"
"355659","gaibandha",,"ikonofat"
"355660","gaiblean",,"dimeveon"
"355661","gaid",,"deme"
"355662","gaida",,"domon"
"355663","gaidano",,"ikosoon"
"355664","gaidhealtachd",,"okesozifan"
"355665","gaidhealtachds",,"okesozifun"
"355666","gaidic",,"demein"
"355667","gaidis",,"demeot"
"355668","gaidonnayite",,"ekasifutin"
"355669","gaidropsaridae",,"demecicuot"
"355670","gaidropsaridaes",,"demecicuo"
"355671","gaids",,"demeq"
"355672","gaier",,"democ"
"355673","gaiet",,"damew"
"355674","gaieties",,"dumawaot"
"355675","gaiety",,"domii"
"355676","gaietys",,"domiwat"
"355677","gaigan",,"demia"
"355678","gaige",,"ikole"
"355679","gaiji",,"demer"
"355680","gaijin",,"akurun"
"355681","gaika",,"ikosoa"
"355682","gaikokujin",,"ukisevu"
"355683","gaikwad",,"dumagu"
"355684","gaikwar",,"damegan"
"355685","gail",,"damo"
"355686","gailan",,"akutan"
"355687","gaile",,"dumev"
"355688","gailes",,"dumee"
"355689","gailey",,"demiin"
"355690","gailier",,"ekatoet"
"355691","gailiest",,"akutezu"
"355692","gaillard",,"ekataron"
"355693","gaillarde",,"akuturu"
"355694","gaillardia",,"oketeret"
"355695","gaillardias",,"oketerupi"
"355696","gaillards",,"ekataran"
"355697","gaillet",,"domuve"
"355698","gailliarde",,"akutusa"
"355699","gails",,"damoq"
"355700","gaily",,"domul"
"355701","gaiman",,"dimeen"
"355702","gaimanesque",,"demunopuat"
"355703","gaimans",,"dimenon"
"355704","gaimster",,"akuvebe"
"355705","gain",,"dumi"
"355706","gainable",,"dimonion"
"355707","gainage",,"damunan"
"355708","gainand",,"domenun"
"355709","gainard",,"damuni"
"355710","gainax",,"ukizua"
"355711","gainaxing",,"demanoat"
"355712","gainbirth",,"damureot"
"355713","gainbite",,"dimorui"
"355714","gaincall",,"domesein"
