"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1,087,070",,,
"481528","kabankalan",,"ekamivo"
"481529","kabanos",,"ekamiuna"
"481530","kabar",,"okemine"
"481531","kabaragoya",,"ukimaru"
"481532","kabaragoyas",,"ukimarecot"
"481533","kabard",,"memiun"
"481534","kabarda",,"momucona"
"481535","kabardia",,"momucuat"
"481536","kabardian",,"akumevet"
"481537","kabardians",,"akumevi"
"481538","kabardin",,"ukimavat"
"481539","kabardinian",,"momucutaen"
"481540","kabardinians",,"momucutaon"
"481541","kabardino",,"ekamovot"
"481542","kabardinskij",,"momucutaan"
"481543","kabards",,"memicu"
"481544","kabars",,"okemao"
"481545","kabasalan",,"mumeqiot"
"481546","kabassou",,"momuqiun"
"481547","kabat",,"ekamuni"
"481548","kabatangan",,"ukimorin"
"481549","kabatchn",,"ukimotat"
"481550","kabaya",,"mumeie"
"481551","kabayah",,"akumiot"
"481552","kabayan",,"okemaoa"
"481553","kabayanihan",,"ekamuravet"
"481554","kabayas",,"mumelat"
"481555","kabba",,"okenoa"
"481556","kabbadi",,"memunu"
"481557","kabbala",,"memunua"
"481558","kabbalah",,"okenozon"
"481559","kabbalahs",,"okenozan"
"481560","kabbalas",,"memunaot"
"481561","kabbalic",,"maminui"
"481562","kabbalism",,"mimenoan"
"481563","kabbalisms",,"mimenoun"
"481564","kabbalist",,"akunazon"
"481565","kabbalistic",,"akunazudun"
"481566","kabbalistically",,"akunazudet"
"481567","kabbalists",,"akunazan"
"481568","kabballah",,"maminuun"
"481569","kabbeljaw",,"okenezi"
"481570","kabbeljaws",,"okenezat"
"481571","kabbeljawss",,"okenezote"
"481572","kabbelow",,"mimevoen"
"481573","kabedon",,"mimuta"
"481574","kabeena",,"oketeaa"
"481575","kabeer",,"ukitou"
"481576","kabeiri",,"akutooa"
"481577","kabeiris",,"akutoqet"
"481578","kabeiroi",,"oketuqan"
"481579","kabel",,"ikotiu"
"481580","kabele",,"oketota"
"481581","kabeles",,"oketooa"
"481582","kabeljau",,"momivuun"
"481583","kabeljauw",,"mamevoat"
"481584","kabeljou",,"mimuvaon"
"481585","kabeljous",,"mimuvaan"
"481586","kabeljouw",,"memoviet"
"481587","kabeljouws",,"memovii"
"481588","kaber",,"akutes"
"481589","kaberu",,"ukitena"
"481590","kabiet",,"ukinet"
"481591","kabiki",,"mumiu"
"481592","kabikis",,"mumitot"
"481593","kabillion",,"okenozin"
"481594","kabinda",,"mimopo"
"481595","kabinett",,"ekanizu"
"481596","kabinetts",,"ekanizot"
"481597","kabinettwein",,"mamupiduo"
"481598","kabinettweins",,"mamupiduet"
"481599","kabir",,"ekanoa"
"481600","kabirdham",,"akunevi"
"481601","kabiri",,"ekanuno"
"481602","kabirpanthi",,"ekanojijan"
"481603","kabirpanthis",,"ekanojijun"
"481604","kabirs",,"ekanati"
"481605","kabisa",,"memau"
"481606","kabish",,"ekanunu"
"481607","kabistan",,"mimoqaon"
"481608","kabistans",,"mimoqaan"
"481609","kabitka",,"akunioe"
"481610","kabiye",,"memaea"
"481611","kablam",,"ikotes"
"481612","kablammo",,"ikotipo"
"481613","kablan",,"momui"
"481614","kable",,"ikotos"
"481615","kableakn",,"mamovuan"
"481616","kableem",,"akutuota"
"481617","kablesh",,"mimaven"
"481618","kablooey",,"ukitohat"
"481619","kablooie",,"oketahan"
"481620","kabloona",,"memifien"
"481621","kabluna",,"memibot"
"481622","kabney",,"ukizen"
"481623","kabob",,"ikopu"
"481624","kabobbed",,"okepiso"
"481625","kabobbing",,"okepisun"
"481626","kabobo",,"akupin"
"481627","kabobs",,"ikopun"
"481628","kabocha",,"ukipei"
"481629","kabok",,"memeta"
"481630","kabol",,"ekapei"
"481631","kabolin",,"mimivon"
"481632","kabolins",,"mimivuan"
"481633","kabomba",,"okepien"
"481634","kabonga",,"okepuona"
"481635","kabongas",,"okepunan"
"481636","kabongo",,"ikopaae"
"481637","kaboodle",,"memefia"
"481638","kabook",,"mimio"
"481639","kaboom",,"momoani"
"481640","kaboomed",,"ekapupe"
"481641","kabooming",,"ekapupet"
"481642","kabooms",,"momofun"
"481643","kabosu",,"memeue"
"481644","kabosy",,"mumuat"
"481645","kabotie",,"ekapuun"
"481646","kabouri",,"okepeona"
"481647","kabourophobia",,"mumubujuu"
"481648","kabouter",,"mamaboi"
"481649","kabpils",,"mamerana"
"481650","kabra",,"okejoa"
"481651","kabrador",,"ukijuvan"
"481652","kabrina",,"mumoru"
"481653","kabs",,"mamus"
"481654","kabsa",,"memana"
"481655","kabsah",,"okecoo"
"481656","kabta",,"ekaqen"
"481657","kabu",,"mumat"
"481658","kabufuda",,"mamelii"
"481659","kabukalli",,"memotai"
"481660","kabuki",,"mimuo"
"481661","kabukicho",,"ekawasoa"
"481662","kabukiesque",,"memotopuan"
"481663","kabukis",,"mimutet"
"481664","kabul",,"ikowi"
"481665","kabules",,"okewoen"
"481666","kabulese",,"ekawezun"
"481667","kabuli",,"ikowut"
"481668","kabuliat",,"mimuvuon"
"481669","kabulis",,"ikowiot"
"481670","kabulistan",,"ekawesen"
"481671","kabuliyat",,"mameveun"
"481672","kabuloside",,"mimuvaat"
"481673","kabuls",,"ikowea"
"481674","kabulyat",,"mamevoi"
"481675","kabuni",,"okewena"
"481676","kabunsuan",,"mumapaa"
"481677","kaburan",,"mimuco"
"481678","kabure",,"ukiwen"
"481679","kaburi",,"akuwote"
"481680","kabuto",,"ekawana"
"481681","kabutra",,"mamewet"
"481682","kabuverdianu",,"mumadowion"
"481683","kabuzuchi",,"mamemiun"
"481684","kabuzuchis",,"mamemiu"
"481685","kabwe",,"momavi"
"481686","kabyle",,"akukue"
"481687","kabyles",,"akukaot"
"481688","kabylia",,"okekoet"
"481689","kabylian",,"mumuvaot"
"481690","kabylias",,"okekosi"
"481691","kabzeel",,"mimuvot"
"481692","kacang",,"muneuna"
"481693","kacapi",,"monui"
"481694","kacau",,"akamua"
"481695","kaccha",,"menae"
"481696","kacchara",,"ikirurin"
"481697","kacchas",,"menanin"
"481698","kacchi",,"manuet"
"481699","kacee",,"ikitoni"
"481700","kacem",,"okotit"
"481701","kacemic",,"okotien"
"481702","kacer",,"munac"
"481703","kacerek",,"monici"
"481704","kacerta",,"akatein"
"481705","kacey",,"eketune"
"481706","kacgsd",,"manoena"
"481707","kach",,"manie"
"481708","kacha",,"menun"
"481709","kachahri",,"monanoin"
"481710","kachahris",,"monanoa"
"481711","kachakbar",,"monanau"
"481712","kachang",,"akamaena"
"481713","kachari",,"okomoon"
"481714","kacharis",,"okomoqan"
"481715","kachasu",,"maninon"
"481716","kachau",,"manieni"
"481717","kachauri",,"ekemedin"
"481718","kachcha",,"okomuet"
"481719","kachcheri",,"manisae"
"481720","kachchh",,"menusoa"
"481721","kachchi",,"ekemiua"
"481722","kachel",,"ikimee"
"481723","kachelofen",,"ikimozia"
"481724","kachera",,"ekemaat"
"481725","kacheri",,"akamuo"
"481726","kacheris",,"akamuqet"
"481727","kachesis",,"munovaot"
"481728","kachi",,"manir"
"481729","kachiao",,"mineret"
"481730","kachiau",,"maniri"
"481731","kachin",,"ikimine"
"481732","kachina",,"ukumeat"
"481733","kachinas",,"ukumefe"
"481734","kachine",,"okomuon"
"481735","kaching",,"ukumeea"
"481736","kachinic",,"ikimafen"
"481737","kachinics",,"ikimafon"
"481738","kachink",,"okomuan"
"481739","kachins",,"ikimaae"
"481740","kachinsky",,"ukumefot"
"481741","kachline",,"maniveun"
"481742","kachmar",,"akameo"
"481743","kachnar",,"munopu"
"481744","kachodi",,"okomaona"
"481745","kachori",,"ikimeaa"
"481746","kachouba",,"ikimedot"
"481747","kachow",,"manieta"
"481748","kachruvian",,"okomidu"
"481749","kachuevs",,"okomezon"
"481750","kachumbari",,"munobuet"
"481751","kachumber",,"monabou"
"481752","kachunk",,"ekemau"
"481753","kachur",,"akamoti"
"481754","kacie",,"ukunit"
"481755","kacin",,"monep"
"481756","kaciveli",,"ekenezin"
"481757","kack",,"ukusno"
"481758","kackavalj",,"moninein"
"481759","kackavaljs",,"moninea"
"481760","kacked",,"monieta"
"481761","kacking",,"moniru"
"481762","kackle",,"menoue"
"481763","kackled",,"ekeseat"
"481764","kackles",,"menovot"
"481765","kackley",,"minuvo"
"481766","kackling",,"ekeseso"
"481767","kacks",,"ukuseo"
"481768","kacxsvn",,"minoqo"
"481769","kacy",,"okoks"
"481770","kacze",,"maneva"
"481771","kaczer",,"ekelon"
"481772","kaczmarczyk",,"minuzoweat"
"481773","kaczmarczyks",,"minuzowee"
"481774","kaczmarek",,"ukularun"
"481775","kaczmarski",,"akalerat"
"481776","kaczor",,"ukuleta"
"481777","kaczorowski",,"ikileqimat"
"481778","kaczy",,"minula"
"481779","kaczynski",,"akalifi"
"481780","kaczynskian",,"minulubiu"
"481781","kada",,"maro"
"481782","kadaffi",,"miralon"
"481783","kadafi",,"okimena"
"481784","kadaga",,"moruon"
"481785","kadagas",,"moruman"
"481786","kadah",,"ekomoi"
"481787","kadahi",,"ekomato"
"481788","kadai",,"maror"
"481789","kadaies",,"murerun"
"481790","kadaif",,"okimene"
"481791","kadaife",,"ekomiun"
"481792","kadaifi",,"okimuia"
"481793","kadais",,"maroena"
"481794","kadaitcha",,"meririen"
"481795","kadaitchas",,"meririon"
"481796","kadaitja",,"maroroan"
"481797","kadakia",,"maroton"
"481798","kadala",,"akemue"
"481799","kadam",,"miraz"
"481800","kadamb",,"ukamen"
"481801","kadamba",,"akemein"
"481802","kadanes",,"okimuoa"
"481803","kadangustin",,"akemonedu"
"481804","kadans",,"ikumune"
"481805","kadaohan",,"merifeo"
"481806","kadapa",,"ikumat"
"481807","kadaphi",,"moruhun"
"481808","kadar",,"ekomoo"
"481809","kadarism",,"ukamasun"
"481810","kadarite",,"murecau"
"481811","kadarites",,"murecaot"
"481812","kadarka",,"ekomoat"
"481813","kadavergehorsam",,"marodiwean"
"481814","kadavu",,"ikumata"
"481815","kadaya",,"miraua"
"481816","kadayan",,"ekomuan"
"481817","kadayangan",,"marolue"
"481818","kadayans",,"ekomurun"
"481819","kadayif",,"ukamoana"
"481820","kadazan",,"maromen"
"481821","kadd",,"ukasne"
"481822","kaddaffi",,"ikusimo"
"481823","kaddafi",,"merenot"
"481824","kaddafism",,"murunoo"
"481825","kadder",,"miriu"
"481826","kaddhafi",,"okisiran"
"481827","kaddish",,"mururu"
"481828","kaddishes",,"mirirui"
"481829","kaddishim",,"mororia"
"481830","kaddishims",,"mororien"
"481831","kade",,"miru"
"481832","kadein",,"ekotane"
"481833","kadel",,"okitou"
"481834","kadelerataa",,"ukatuzote"
"481835","kaden",,"ekotit"
"481836","kadena",,"okitota"
"481837","kadence",,"aketou"
"481838","kader",,"ukatao"
"481839","kades",,"miruq"
"481840","kadesh",,"ukateti"
"481841","kadeshba",,"mareqaon"
"481842","kadet",,"ikuteta"
"481843","kadets",,"ikutata"
"481844","kadevaarehaa",,"ekoteriba"
"481845","kadhaffi",,"ukamumin"
"481846","kadhafi",,"morane"
"481847","kadhai",,"ekomatu"
"481848","kadhdhoo",,"ukamore"
"481849","kadhefala",,"ekomamot"
"481850","kadhi",,"akemos"
"481851","kadhimain",,"merurean"
"481852","kadhimayn",,"mireriat"
"481853","kadhimi",,"ikumaoa"
"481854","kadhimiya",,"ekomipo"
"481855","kadi",,"muria"
"481856","kadiak",,"muriun"
"481857","kadiasker",,"ukanuwe"
"481858","kadiempembe",,"murivucuen"
"481859","kadiivka",,"ikunago"
"481860","kadikane",,"ekonaru"
"481861","kadiluk",,"ekoneua"
"481862","kadima",,"miroa"
"481863","kadin",,"okinuu"
"481864","kadine",,"ekonan"
"481865","kading",,"ikuninne"
"481866","kadingilan",,"akenonu"
"481867","kadir",,"akenee"
"481868","kadis",,"muriq"
"481869","kadischi",,"akenoton"
"481870","kadish",,"akenas"
"481871","kadisha",,"ekoniee"
"481872","kadishim",,"ikunaret"
"481873","kadison",,"ukaneate"
"481874","kadiw",,"moreg"
"481875","kadiweu",,"maruget"
"481876","kadiyala",,"okinaron"
"481877","kadiyevka",,"ukanozun"
"481878","kadjar",,"maraen"
"481879","kadji",,"ukarea"
"481880","kadkhoda",,"meronio"
"481881","kadlec",,"okitoti"
"481882","kadletz",,"ikutoea"
"481883","kadlu",,"okitea"
"481884","kadmi",,"morar"
"481885","kadmiel",,"akevooe"
"481886","kadmis",,"moraana"
"481887","kadmonit",,"merufoet"
"481888","kadmonites",,"marifein"
"481889","kadmos",,"muroun"
"481890","kadner",,"merae"
"481891","kadnook",,"akezien"
"481892","kado",,"merei"
"481893","kadoban",,"mararet"
"481894","kadogo",,"muruee"
"481895","kadohadacho",,"ekoporeten"
"481896","kadoka",,"mereu"
"481897","kadokas",,"meretot"
"481898","kadoma",,"maraena"
"481899","kadomatsu",,"ukapare"
"481900","kadooment",,"morofoin"
"481901","kados",,"mereq"
"481902","kadosh",,"okipene"
"481903","kadrey",,"ekojon"
"481904","kadri",,"akejoi"
"481905","kadric",,"akejin"
"481906","kadrmas",,"ukajaia"
"481907","kadsg",,"marum"
"481908","kadsgn",,"ikucu"
"481909","kadsura",,"akecuot"
"481910","kadsurenone",,"ukaciqajot"
"481911","kadu",,"mirua"
"481912","kaduna",,"okiwaa"
"481913","kadupul",,"morihat"
"481914","kadus",,"miruqa"
"481915","kady",,"mereo"
"481916","kadyivka",,"akekogen"
"481917","kadyrelite",,"ikukuzen"
"481918","kadyrov",,"morocan"
"481919","kadyrova",,"miricaen"
"481920","kadyrovite",,"ekokoha"
"481921","kadyrovtsy",,"ukakahu"
"481922","kadzid",,"mareo"
"481923","kae",,"uket"
"481924","kaechon",,"ukeraana"
"481925","kaed",,"misino"
"481926","kaede",,"mosovi"
"481927","kaeden",,"akosee"
"481928","kaeding",,"okusuon"
"481929","kaedings",,"okusufan"
"481930","kaefer",,"akokin"
"481931","kaehler",,"mosavat"
"481932","kaeing",,"moseat"
"481933","kael",,"mosunu"
"481934","kaela",,"misane"
"481935","kaelher",,"mosunat"
"481936","kaeli",,"mosura"
"481937","kaelian",,"ekitiea"
"481938","kaelin",,"akotate"
"481939","kaelyn",,"okutoo"
"481940","kaelynn",,"muselu"
"481941","kaemferol",,"miseleat"
"481942","kaemmererite",,"mosazawoen"
"481943","kaempferi",,"musohoen"
"481944","kaempferia",,"masihiin"
"481945","kaempferide",,"ikavomubi"
"481946","kaempferitrin",,"okuvemibi"
"481947","kaempferol",,"akovumun"
"481948","kaempfers",,"musohoo"
"481949","kaen",,"mesas"
"481950","kaenel",,"ukezet"
"481951","kaeng",,"mosema"
"481952","kaeo",,"ekipni"
"481953","kaep",,"masena"
"481954","kaepernick",,"mesovei"
"481955","kaerbyad",,"mosarui"
"481956","kaercher",,"musosuu"
"481957","kaerntner",,"misepai"
"481958","kaersutite",,"mesuquon"
"481959","kaersutitic",,"mosaqadaen"
"481960","kaes",,"ukecto"
"481961","kaese",,"ikacoo"
"481962","kaeser",,"misoine"
"481963","kaesespaetzle",,"ikacowuti"
"481964","kaesong",,"musifin"
"481965","kaesongs",,"musifaa"
"481966","kaestner",,"masuwei"
"481967","kaete",,"mosovo"
"481968","kafa",,"mogu"
"481969","kafakomandoo",,"migatafuo"
"481970","kafal",,"ekimeni"
"481971","kafala",,"okumeno"
"481972","kafana",,"ekimatu"
"481973","kafas",,"moguq"
"481974","kafayett",,"mogulaun"
"481975","kafe",,"mage"
"481976","kafeel",,"ikateno"
"481977","kafena",,"uketona"
"481978","kafeneio",,"uketeze"
"481979","kafenio",,"akotoeta"
"481980","kafenion",,"mogipiot"
"481981","kafer",,"ekitoi"
"481982","kaferita",,"megocoena"
"481983","kafes",,"mageq"
"481984","kafesjian",,"miguqaun"
"481985","kaffa",,"ukeku"
"481986","kaffaljidhma",,"ekikezevu"
"481987","kaffara",,"magenan"
"481988","kaffarah",,"ekikeqa"
"481989","kaffee",,"ekikata"
"481990","kaffeeklatch",,"mugavozaun"
"481991","kaffeeklatches",,"miguvezuet"
"481992","kaffeeklatsch",,"mugavozau"
"481993","kaffeeklatscher",,"ukekizafe"
"481994","kaffeeklatsches",,"miguvezui"
"481995","kaffeklubben",,"ekikavikan"
"481996","kaffer",,"mogiat"
"481997","kafferboom",,"akokuqe"
"481998","kafferskraal",,"mogivoboan"
"481999","kaffia",,"ukekat"
"482000","kaffias",,"ukekee"
"482001","kaffine",,"mugara"
"482002","kaffir",,"miguon"
"482003","kaffirboom",,"ekikiqan"
"482004","kaffirbooms",,"ekikiqucun"
"482005","kaffirgram",,"ukekeqon"
"482006","kaffirs",,"miguran"
"482007","kaffiya",,"ekikiin"
"482008","kaffiyah",,"megorii"
"482009","kaffiyahs",,"megoriat"
"482010","kaffiyeh",,"mugareen"
"482011","kaffiyehs",,"mugareon"
"482012","kaffle",,"mageia"
"482013","kaffraria",,"ekikoren"
"482014","kaffrarian",,"migucoin"
"482015","kaffrarians",,"migucowea"
"482016","kaffre",,"mogiata"
"482017","kafi",,"mega"
"482018","kafidhoo",,"magutau"
"482019","kafila",,"ekineno"
"482020","kafilah",,"megavet"
"482021","kafilas",,"ekineina"
"482022","kafileh",,"mugiva"
"482023","kafindo",,"magupat"
"482024","kafir",,"okunin"
"482025","kafiri",,"okunit"
"482026","kafiries",,"ekinosa"
"482027","kafirin",,"mugico"
"482028","kafiris",,"okuniati"
"482029","kafirism",,"akonesat"
"482030","kafiristan",,"akonesue"
"482031","kafirization",,"migocuruet"
"482032","kafirize",,"mogeciin"
"482033","kafirized",,"okunisun"
"482034","kafirizes",,"mogecia"
"482035","kafirizing",,"okunisen"
"482036","kafirness",,"migocuun"
"482037","kafirs",,"okunono"
"482038","kafirstan",,"akonewat"
"482039","kafiz",,"ikanos"
"482040","kafka",,"megon"
"482041","kafkae",,"mageeta"
"482042","kafkaesq",,"megonuen"
"482043","kafkaesque",,"muganoen"
"482044","kafkaesquely",,"akosazuwu"
"482045","kafkaesqueness",,"ekisezawun"
"482046","kafkaian",,"akosasi"
"482047","kafkaikakkam",,"migunuzuet"
"482048","kafkaish",,"okusose"
"482049","kafkaism",,"muganaen"
"482050","kafkan",,"ukesana"
"482051","kafkas",,"megoot"
"482052","kafkatrap",,"ukesubin"
"482053","kafkatrapped",,"ukesuboten"
"482054","kafkatrapping",,"ukesubote"
"482055","kafkatraps",,"ukesubaa"
"482056","kafkian",,"ukeseee"
"482057","kaflooey",,"akotihona"
"482058","kafoury",,"akopuena"
"482059","kafr",,"okujn"
"482060","kafre",,"ekijae"
"482061","kafres",,"ekijata"
"482062","kafs",,"megaa"
"482063","kafta",,"okuqoe"
"482064","kaftan",,"muguea"
"482065","kaftaned",,"ikaqifot"
"482066","kaftanlike",,"ekiqefon"
"482067","kaftanned",,"maganeun"
"482068","kaftans",,"mugunina"
"482069","kafue",,"mugav"
"482070","kafuffle",,"ekiwamo"
"482071","kafunda",,"migupen"
"482072","kafzeh",,"mogiane"
"482073","kaga",,"okamne"
"482074","kagaba",,"mikaot"
"482075","kagame",,"ukomoni"
"482076","kagami",,"akimou"
"482077","kagamibuta",,"akimesat"
"482078","kagamino",,"mukezaen"
"482079","kagan",,"mukep"
"482080","kaganat",,"akimooa"
"482081","kaganate",,"ukomerat"
"482082","kaganhao",,"ikemaren"
"482083","kaganof",,"ikemaoe"
"482084","kagans",,"mukeea"
"482085","kagarlis",,"ekumoza"
"482086","kagasaurus",,"mekiqai"
"482087","kagawa",,"ekuman"
"482088","kagawas",,"ekumoun"
"482089","kagawasan",,"mukegia"
"482090","kagay",,"ukomoi"
"482091","kagayanen",,"ukomore"
"482092","kagbana",,"ekuneuna"
"482093","kage",,"akitnu"
"482094","kagel",,"mikuv"
"482095","kagera",,"mekou"
"482096","kagero",,"mokian"
"482097","kaggle",,"mukeu"
"482098","kagi",,"ekunni"
"482099","kagis",,"ekuniu"
"482100","kagitingan",,"mokewii"
"482101","kagler",,"ukotina"
"482102","kago",,"ikepne"
"482103","kagok",,"okape"
"482104","kagome",,"akipa"
"482105","kagool",,"mikieta"
"482106","kagools",,"mikifi"
"482107","kagos",,"ikepai"
"482108","kagoshima",,"mokoqoen"
"482109","kagoshiman",,"akiporin"
"482110","kagoshimas",,"mokoqoon"
"482111","kagoul",,"makai"
"482112","kagoule",,"mukubin"
"482113","kagoules",,"mukubia"
"482114","kagouls",,"makabat"
"482115","kagoy",,"akipie"
"482116","kagrange",,"akijafon"
"482117","kagrangi",,"ekujefo"
"482118","kagraves",,"akijagen"
"482119","kagu",,"akiws"
"482120","kaguan",,"mikuo"
"482121","kaguerre",,"ukowiqat"
"482122","kagulumira",,"okawodot"
"482123","kagura",,"mekoina"
"482124","kagurabue",,"akiweret"
"482125","kagurazaka",,"ukowarin"
"482126","kagus",,"akiwoi"
"482127","kagutsuchi",,"ukowowo"
"482128","kaguya",,"ikewea"
"482129","kagwang",,"mikenon"
"482130","kagy",,"ikeka"
"482131","kagyu",,"okakei"
"482132","kaha",,"meli"
"482133","kahal",,"akumas"
"482134","kahala",,"ekamato"
"482135","kahalalide",,"ikomiron"
"482136","kahaleel",,"melivuo"
"482137","kahals",,"akumana"
"482138","kahan",,"ukimeu"
"482139","kahana",,"akumota"
"482140","kahanism",,"okemusun"
"482141","kahanist",,"milapuan"
"482142","kahar",,"okemini"
"482143","kaharingan",,"ukimasen"
"482144","kaharlyk",,"melicaet"
"482145","kahau",,"malob"
"482146","kahawai",,"malogi"
"482147","kahawais",,"maloguat"
"482148","kahayagan",,"ukimoru"
"482149","kahe",,"mula"
"482150","kaheem",,"meloua"
"482151","kahen",,"oketuo"
"482152","kahibah",,"molere"
"482153","kahika",,"malui"
"482154","kahikatea",,"akunuri"
"482155","kahikateae",,"ukinirin"
"482156","kahikateas",,"akunurat"
"482157","kahikatoa",,"ikonoron"
"482158","kahili",,"ukinuno"
"482159","kahit",,"akunii"
"482160","kahke",,"miluv"
"482161","kahl",,"ukitna"
"482162","kahle",,"ikotone"
"482163","kahleesi",,"oketezan"
"482164","kahlenbergerdorf",,"mulevatuen"
"482165","kahler",,"milaoa"
"482166","kahlerite",,"oketequn"
"482167","kahlers",,"milavet"
"482168","kahliellid",,"muleroan"
"482169","kahlil",,"moluee"
"482170","kahlo",,"ekatuta"
"482171","kahloesque",,"ukitozot"
"482172","kahlon",,"milaeta"
"482173","kahlotus",,"mulefeo"
"482174","kahlotuss",,"mulefeet"
"482175","kahlua",,"ukitine"
"482176","kahluae",,"ikotoine"
"482177","kahluas",,"ukitiat"
"482178","kahm",,"mile"
"482179","kahn",,"ikozna"
"482180","kahnawake",,"ekazekot"
"482181","kahneman",,"milovii"
"482182","kahnian",,"melaren"
"482183","kahnpur",,"ukiziun"
"482184","kahns",,"ikozae"
"482185","kahnwald",,"akuzeret"
"482186","kahoka",,"moloat"
"482187","kahokas",,"molote"
"482188","kaholo",,"ikopote"
"482189","kahoolawe",,"ekapuza"
"482190","kahoolawes",,"ekapuzen"
"482191","kahoot",,"ukipani"
"482192","kahore",,"okepene"
"482193","kahr",,"ekajs"
"482194","kahramanmara",,"ukijupejet"
"482195","kahrp",,"molah"
"482196","kahrsted",,"ukijebat"
"482197","kahs",,"malu"
"482198","kahu",,"mulaa"
"482199","kahuku",,"moliat"
"482200","kahukus",,"molite"
"482201","kahului",,"okewoan"
"482202","kahuluis",,"okewodun"
"482203","kahun",,"okewua"
"482204","kahuna",,"ikowus"
"482205","kahunas",,"ikowaota"
"482206","kahutara",,"melowao"
"482207","kahweol",,"ikodoot"
"482208","kaia",,"ekemta"
"482209","kaiak",,"akamue"
"482210","kaiaked",,"mimato"
"482211","kaiaking",,"mimatuun"
"482212","kaiaks",,"akamau"
"482213","kaian",,"mimap"
"482214","kaiapoi",,"mumehot"
"482215","kaiatan",,"ukumoan"
"482216","kaibab",,"okonao"
"482217","kaibabs",,"okonoene"
"482218","kaibartha",,"ikiniqen"
"482219","kaibarthas",,"ikiniqon"
"482220","kaibartta",,"okonoqan"
"482221","kaibashira",,"mimenue"
"482222","kaibito",,"okonuie"
"482223","kaibor",,"ikinuu"
"482224","kaibosh",,"ikineaa"
"482225","kaibun",,"okonene"
"482226","kaicheng",,"ikiruzen"
"482227","kaid",,"mumu"
"482228","kaidak",,"mumuuno"
"482229","kaidan",,"ikises"
"482230","kaiden",,"ekesane"
"482231","kaidence",,"akasufa"
"482232","kaidlaw",,"okosoet"
"482233","kaido",,"memef"
"482234","kaids",,"mumuq"
"482235","kaie",,"ukutta"
