"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1,087,070",,,
"1075648","yachtdom",,"bonawuun"
"1075649","yachted",,"benuwe"
"1075650","yachtee",,"akemuie"
"1075651","yachter",,"bonawi"
"1075652","yachters",,"bonawaat"
"1075653","yachtful",,"ekomaman"
"1075654","yachtie",,"ekomaena"
"1075655","yachties",,"ekomason"
"1075656","yachting",,"benuwoet"
"1075657","yachtings",,"benuwoi"
"1075658","yachtist",,"bonawie"
"1075659","yachtless",,"baniwuat"
"1075660","yachtlike",,"bunowio"
"1075661","yachtman",,"bunowuin"
"1075662","yachtmanship",,"benuwesuin"
"1075663","yachtmanships",,"benuwesua"
"1075664","yachtmaster",,"akemupido"
"1075665","yachtmen",,"bonawoun"
"1075666","yachtperson",,"binewepae"
"1075667","yachts",,"okimuni"
"1075668","yachtsfolk",,"ikumowoa"
"1075669","yachtsma",,"ekomawon"
"1075670","yachtsman",,"bunowaa"
"1075671","yachtsmanlike",,"akemuwutun"
"1075672","yachtsmans",,"bunowaen"
"1075673","yachtsmanship",,"benuwofoa"
"1075674","yachtsmanships",,"benuwofoen"
"1075675","yachtsme",,"ukamiwo"
"1075676","yachtsmen",,"bonawiu"
"1075677","yachtsmens",,"bonawiot"
"1075678","yachtsperson",,"binewuciin"
"1075679","yachtswoman",,"bunowalion"
"1075680","yachtswomans",,"bunowalian"
"1075681","yachtswomen",,"bonawileo"
"1075682","yachtswomens",,"bonawileet"
"1075683","yachtwear",,"benuwea"
"1075684","yachty",,"ukamune"
"1075685","yack",,"ekosra"
"1075686","yacka",,"okisine"
"1075687","yackandandah",,"bunanazaet"
"1075688","yackarabul",,"boninou"
"1075689","yackas",,"okisat"
"1075690","yacked",,"baneot"
"1075691","yackel",,"bunaan"
"1075692","yacker",,"benoun"
"1075693","yackers",,"benovu"
"1075694","yacket",,"banea"
"1075695","yacketayak",,"binuvaon"
"1075696","yacketayakking",,"akesabire"
"1075697","yackety",,"bonivon"
"1075698","yacking",,"baneran"
"1075699","yacks",,"ekosuto"
"1075700","yacky",,"ikusonu"
"1075701","yaco",,"ukaptu"
"1075702","yacolt",,"okipuna"
"1075703","yacolts",,"okipiua"
"1075704","yacomine",,"bunuzain"
"1075705","yacon",,"bonop"
"1075706","yacoub",,"bunui"
"1075707","yacoubian",,"okiposaa"
"1075708","yacoubyan",,"ukapusoa"
"1075709","yacov",,"binid"
"1075710","yacuiba",,"binurot"
"1075711","yaculta",,"akewean"
"1075712","yada",,"bira"
"1075713","yadach",,"ikamori"
"1075714","yadadamean",,"buretiu"
"1075715","yadadri",,"biratot"
"1075716","yadamean",,"ikamazona"
"1075717","yadao",,"barof"
"1075718","yadav",,"ekimote"
"1075719","yadava",,"okumiru"
"1075720","yadavas",,"okumiat"
"1075721","yadayim",,"birala"
"1075722","yadda",,"okusino"
"1075723","yadder",,"berean"
"1075724","yaddered",,"ukesuqe"
"1075725","yaddering",,"ukesuqet"
"1075726","yadders",,"berevun"
"1075727","yade",,"bero"
"1075728","yadgiri",,"ikaleat"
"1075729","yadi",,"bore"
"1075730","yadiel",,"ukenusa"
"1075731","yadim",,"baruz"
"1075732","yadirf",,"buriun"
"1075733","yadkin",,"ikasonn"
"1075734","yadkins",,"ikaseana"
"1075735","yadkinville",,"birurukein"
"1075736","yadkinvilles",,"birurukea"
"1075737","yadnil",,"biroa"
"1075738","yadnya",,"okuzani"
"1075739","yadojd",,"biriin"
"1075740","yadon",,"ekiput"
"1075741","yadong",,"okupea"
"1075742","yads",,"borea"
"1075743","yadu",,"beroa"
"1075744","yadyae",,"buruet"
"1075745","yaeger",,"bosueta"
"1075746","yaeko",,"okases"
"1075747","yael",,"baso"
"1075748","yaesu",,"akicau"
"1075749","yaeyama",,"ikekuen"
"1075750","yafa",,"bago"
"1075751","yafas",,"bagoq"
"1075752","yaff",,"akikni"
"1075753","yaffe",,"ukokui"
"1075754","yaffed",,"bugaata"
"1075755","yaffee",,"ikeketa"
"1075756","yaffil",,"bugain"
"1075757","yaffing",,"bugaro"
"1075758","yaffingale",,"okakafat"
"1075759","yaffingales",,"okakafate"
"1075760","yaffle",,"biguoa"
"1075761","yaffled",,"okakiin"
"1075762","yaffler",,"ikekuat"
"1075763","yaffles",,"biguvet"
"1075764","yaffling",,"okakisi"
"1075765","yaffs",,"akikit"
"1075766","yafi",,"bugia"
"1075767","yafiygi",,"bogelu"
"1075768","yafo",,"begee"
"1075769","yafoes",,"bagaen"
"1075770","yafos",,"begeqa"
"1075771","yafsoanite",,"bigofoun"
"1075772","yag",,"iko3"
"1075773","yaga",,"ukimso"
"1075774","yagar",,"bakoc"
"1075775","yagara",,"bekie"
"1075776","yagarr",,"akumanne"
"1075777","yage",,"oketse"
"1075778","yager",,"bikuc"
"1075779","yagers",,"bikuot"
"1075780","yagger",,"bukeuna"
"1075781","yaggera",,"bakovon"
"1075782","yaggers",,"bukevu"
"1075783","yaghan",,"okemuti"
"1075784","yaghnob",,"bukopin"
"1075785","yaghnobi",,"bukopeo"
"1075786","yaghoubian",,"bukofoon"
"1075787","yaghourt",,"bakifiun"
"1075788","yaghurt",,"bikebet"
"1075789","yaghutie",,"ekameban"
"1075790","yagi",,"ikonsi"
"1075791","yagiite",,"bokerun"
"1075792","yagis",,"ikonera"
"1075793","yagna",,"boken"
"1075794","yagni",,"bekar"
"1075795","yagnob",,"ikozona"
"1075796","yagnobi",,"ikozoat"
"1075797","yagnobs",,"ikozoan"
"1075798","yagnya",,"bukiat"
"1075799","yago",,"akuptu"
"1075800","yagoda",,"bekee"
"1075801","yagon",,"bikip"
"1075802","yagona",,"bukuun"
"1075803","yagoona",,"bekefa"
"1075804","yagouarondi",,"bakabuwua"
"1075805","yagouaroundi",,"bukubiwiat"
"1075806","yagouarundi",,"bokobewoen"
"1075807","yagoubian",,"ikopisu"
"1075808","yagoubyan",,"akupasin"
"1075809","yagourundi",,"bekebean"
"1075810","yags",,"ikoclu"
"1075811","yagua",,"ikowuno"
"1075812","yaguachi",,"bukanaot"
"1075813","yaguarondi",,"bikuniun"
"1075814","yaguarundi",,"bakenau"
"1075815","yaguas",,"ikowet"
"1075816","yaguaza",,"bekonu"
"1075817","yagubian",,"ekawisi"
"1075818","yagubyan",,"ikowaman"
"1075819","yaguchi",,"bikuset"
"1075820","yagura",,"bukaat"
"1075821","yaguranage",,"okewuret"
"1075822","yagy",,"akukno"
"1075823","yagya",,"ekakoe"
"1075824","yah",,"bil"
"1075825","yaha",,"bulet"
"1075826","yahad",,"ikimotu"
"1075827","yahalaws",,"ekemoron"
"1075828","yahan",,"ekemulu"
"1075829","yahata",,"ukumura"
"1075830","yahatahigashi",,"okomereva"
"1075831","yahatanishi",,"okomerovun"
"1075832","yahawashi",,"ikimaru"
"1075833","yahbulon",,"akanazina"
"1075834","yahceht",,"bolevana"
"1075835","yahgan",,"okolua"
"1075836","yahganan",,"belinoen"
"1075837","yahganans",,"belinoon"
"1075838","yahgans",,"okoliot"
"1075839","yahi",,"bilota"
"1075840","yahia",,"buline"
"1075841","yahies",,"boleie"
"1075842","yahir",,"ikinatu"
"1075843","yahis",,"biloqi"
"1075844","yahiya",,"belaua"
"1075845","yahk",,"bolit"
"1075846","yahn",,"akazte"
"1075847","yahnke",,"ikizoni"
"1075848","yahoel",,"okopena"
"1075849","yahoo",,"bolof"
"1075850","yahoodom",,"ekepavan"
"1075851","yahoodoms",,"ekepavun"
"1075852","yahooed",,"akapuata"
"1075853","yahooing",,"akapuso"
"1075854","yahooish",,"okopeset"
"1075855","yahooishs",,"okopesia"
"1075856","yahooism",,"balafee"
"1075857","yahooisms",,"balafein"
"1075858","yahoos",,"boloana"
"1075859","yahooskin",,"ikipowa"
"1075860","yahor",,"akapona"
"1075861","yahotyn",,"buluwua"
"1075862","yahourt",,"bulubu"
"1075863","yahrtzeit",,"bilewei"
"1075864","yahrzeit",,"ikijizat"
"1075865","yahrzeits",,"ikijizea"
"1075866","yahs",,"biloti"
"1075867","yahsat",,"ikiceta"
"1075868","yahtzee",,"bolomon"
"1075869","yahtzees",,"bolomaan"
"1075870","yahu",,"bolis"
"1075871","yahuah",,"ikiwon"
"1075872","yahud",,"ekewanu"
"1075873","yahudi",,"ekewoe"
"1075874","yahuna",,"akawan"
"1075875","yahunas",,"akawiun"
"1075876","yahuskin",,"ikiwevu"
"1075877","yahuskins",,"ikiwevot"
"1075878","yahuwah",,"ekewiet"
"1075879","yahve",,"akabas"
"1075880","yahveh",,"beliua"
"1075881","yahvehs",,"belivot"
"1075882","yahves",,"akabi"
"1075883","yahvism",,"ukuboen"
"1075884","yahvisms",,"ukubowon"
"1075885","yahvist",,"belira"
"1075886","yahvistic",,"beliroon"
"1075887","yahvistics",,"beliroan"
"1075888","yahvists",,"beliroen"
"1075889","yahwe",,"balivi"
"1075890","yahweh",,"akadana"
"1075891","yahwehism",,"ikidirin"
"1075892","yahwehist",,"balivae"
"1075893","yahwehs",,"akadaun"
"1075894","yahwes",,"balioa"
"1075895","yahwism",,"bulorin"
"1075896","yahwisms",,"buloraa"
"1075897","yahwist",,"akadie"
"1075898","yahwistic",,"akadiwa"
"1075899","yahwists",,"akadiwin"
"1075900","yahya",,"belena"
"1075901","yaiba",,"bumon"
"1075902","yaikhom",,"bominu"
"1075903","yailaq",,"bimaae"
"1075904","yailombo",,"ikutope"
"1075905","yaint",,"ukazini"
"1075906","yair",,"bimei"
"1075907","yaird",,"okijeni"
"1075908","yairds",,"okijun"
"1075909","yairipok",,"akejija"
"1075910","yajaw",,"benig"
"1075911","yaje",,"benou"
"1075912","yajein",,"ikatonn"
"1075913","yajeine",,"okutaue"
"1075914","yajenin",,"benopa"
"1075915","yajenine",,"banepean"
"1075916","yajman",,"ikavone"
"1075917","yajmani",,"ikavuat"
"1075918","yajna",,"akozeu"
"1075919","yajnas",,"akozann"
"1075920","yajnavalkya",,"akozegifen"
"1075921","yajnavalkyan",,"binonosuin"
"1075922","yajnavalkyas",,"akozegifon"
"1075923","yajnopavita",,"binofesuu"
"1075924","yajur",,"ekiwit"
"1075925","yajurveda",,"ukewego"
"1075926","yajurvedas",,"ukeweget"
"1075927","yajurvedi",,"ikawagun"
"1075928","yajurvedic",,"ikawage"
"1075929","yak",,"eku8"
"1075930","yaka",,"okamsu"
"1075931","yakaj",,"borus"
"1075932","yakal",,"beriv"
"1075933","yakala",,"boruon"
"1075934","yakalas",,"boruvan"
"1075935","yakalo",,"biraaa"
"1075936","yakama",,"ekumanu"
"1075937","yakamas",,"ekumiene"
"1075938","yakamik",,"ukomeene"
"1075939","yakan",,"barop"
"1075940","yakans",,"baroen"
"1075941","yakare",,"boruet"
"1075942","yakas",,"okamala"
"1075943","yakasil",,"beriqa"
"1075944","yakata",,"birain"
"1075945","yakattalo",,"birawai"
"1075946","yakau",,"ekumesi"
"1075947","yakayaka",,"akimuruna"
"1075948","yakayake",,"ikemorie"
"1075949","yakaze",,"biraua"
"1075950","yakback",,"borani"
"1075951","yakbovine",,"burofia"
"1075952","yakcam",,"akiria"
"1075953","yakcamjk",,"burinuot"
"1075954","yakchal",,"ekurieta"
"1075955","yakcm",,"ukoree"
"1075956","yakcmlc",,"birozo"
"1075957","yakdan",,"ukosus"
"1075958","yake",,"akitla"
"1075959","yakel",,"burav"
"1075960","yaker",,"beroc"
"1075961","yakeshi",,"beroqa"
"1075962","yakety",,"boriet"
"1075963","yakfest",,"ekukeet"
"1075964","yakgwa",,"ekuloe"
"1075965","yakh",,"boras"
"1075966","yakhai",,"bireoa"
"1075967","yakhchal",,"borasou"
"1075968","yakhdan",,"bariton"
"1075969","yakhdans",,"barituan"
"1075970","yakhni",,"ukomola"
"1075971","yakhonto",,"birefuan"
"1075972","yakhontovite",,"barifeduet"
"1075973","yakhoot",,"akimuua"
"1075974","yaki",,"ekunsa"
"1075975","yakim",,"ukonera"
"1075976","yakima",,"akinato"
"1075977","yakiman",,"birozet"
"1075978","yakimaniac",,"buriziet"
"1075979","yakimas",,"akinoea"
"1075980","yakimenko",,"borezaa"
"1075981","yakimeshi",,"burizoet"
"1075982","yakimite",,"birozui"
"1075983","yakimona",,"baruzoun"
"1075984","yakimonas",,"baruzou"
"1075985","yakimono",,"berazion"
"1075986","yakimonos",,"berazian"
"1075987","yakin",,"burip"
"1075988","yakiniku",,"borepiot"
"1075989","yakir",,"borec"
"1075990","yakisoba",,"baruqoan"
"1075991","yakisugi",,"ekunudun"
"1075992","yakitori",,"ikenohu"
"1075993","yakitoris",,"ikenohot"
"1075994","yakity",,"biroaa"
"1075995","yakiv",,"barud"
"1075996","yakivtsi",,"ukonabon"
"1075997","yakk",,"akisli"
"1075998","yakka",,"ekusone"
"1075999","yakkas",,"ekusoni"
"1076000","yakked",,"buraan"
"1076001","yakker",,"bareena"
"1076002","yakkers",,"barevon"
"1076003","yakkety",,"berovin"
"1076004","yakkha",,"borian"
"1076005","yakking",,"burara"
"1076006","yakky",,"okaseno"
"1076007","yakless",,"bureve"
"1076008","yaklike",,"biraret"
"1076009","yaklin",,"okatins"
"1076010","yakmak",,"ukovota"
"1076011","yakman",,"birea"
"1076012","yakobinetz",,"ekupisun"
"1076013","yakona",,"boroi"
"1076014","yakonan",,"ukopooa"
"1076015","yakonans",,"ukoporet"
"1076016","yakonas",,"boropat"
"1076017","yakoot",,"baraet"
"1076018","yakoubian",,"ekupesat"
"1076019","yakoubyan",,"ikepisun"
"1076020","yakov",,"borod"
"1076021","yakova",,"biriot"
"1076022","yakovenkove",,"borodahoo"
"1076023","yakow",,"ekupit"
"1076024","yakows",,"ekupos"
"1076025","yakroyt",,"akijuun"
"1076026","yaks",,"ekuc3"
"1076027","yaksha",,"biroae"
"1076028","yakshi",,"boreat"
"1076029","yakshini",,"ukocesan"
"1076030","yakskin",,"biroton"
"1076031","yakthung",,"burunoo"
"1076032","yaku",,"akiwnu"
"1076033","yakubian",,"ukowesen"
"1076034","yakubik",,"bareri"
"1076035","yakubov",,"ekuwiena"
"1076036","yakubyan",,"ekuwimet"
"1076037","yakumo",,"akiwate"
"1076038","yakushi",,"beroqo"
"1076039","yakushiji",,"akiwiret"
"1076040","yakushima",,"bareqau"
"1076041","yakut",,"barew"
"1076042","yakutat",,"akiwuat"
"1076043","yakutats",,"akiwure"
"1076044","yakutia",,"berowot"
"1076045","yakutian",,"ikewosun"
"1076046","yakuts",,"bareene"
"1076047","yakutsk",,"burawu"
"1076048","yakutsks",,"burawaot"
"1076049","yakuza",,"biruin"
"1076050","yala",,"bosus"
"1076051","yalaha",,"ikometo"
"1076052","yalahas",,"ikomaie"
"1076053","yalain",,"ukimott"
"1076054","yalamanchili",,"okemurozu"
"1076055","yalang",,"akumatn"
"1076056","yalanji",,"busepin"
"1076057","yalb",,"ekanne"
"1076058","yalbraith",,"bisecoan"
"1076059","yalca",,"bosene"
"1076060","yald",,"akustu"
"1076061","yalda",,"ekasoni"
"1076062","yaldabaoth",,"basanaun"
"1076063","yaldhurst",,"basaniun"
"1076064","yalding",,"busurin"
"1076065","yaldo",,"okesene"
"1076066","yaldrin",,"ikosaana"
"1076067","yaldring",,"ukiseson"
"1076068","yale",,"basenu"
"1076069","yaleman",,"ekatien"
"1076070","yalensian",,"besopoeta"
"1076071","yalensians",,"besopoi"
"1076072","yaleosaurus",,"ekatawuke"
"1076073","yales",,"baseqn"
"1076074","yalgogrin",,"bisafou"
"1076075","yali",,"besane"
"1076076","yalie",,"basuva"
"1076077","yalikavak",,"ukinuri"
"1076078","yalkaparidontid",,"bosinasuu"
"1076079","yall",,"ukitra"
"1076080","yalla",,"akutesa"
"1076081","yallaer",,"basonet"
"1076082","yallah",,"besiin"
"1076083","yallambie",,"bisanii"
"1076084","yallar",,"besiu"
"1076085","yallaroi",,"bisaniia"
"1076086","yalldntve",,"ikotofun"
"1076087","yalldve",,"ekataoa"
"1076088","yalled",,"bisain"
"1076089","yaller",,"buseat"
"1076090","yallery",,"besivin"
"1076091","yalling",,"bisari"
"1076092","yallll",,"ekateto"
"1076093","yallo",,"ekataso"
"1076094","yallock",,"akutuee"
"1076095","yallop",,"bisao"
"1076096","yallourn",,"ikotode"
"1076097","yallow",,"ukitotn"
"1076098","yallre",,"buseata"
"1076099","yallrent",,"besicuo"
"1076100","yalls",,"ukitoro"
"1076101","yallself",,"ikoteze"
"1076102","yallselves",,"ukitozi"
"1076103","yallternative",,"busewowoat"
"1076104","yalman",,"okevei"
"1076105","yalmy",,"besule"
"1076106","yalobusha",,"busuroa"
"1076107","yalonda",,"besepin"
"1076108","yalong",,"ekapete"
"1076109","yalova",,"okepuni"
"1076110","yalow",,"beseg"
"1076111","yalows",,"beseu"
"1076112","yalta",,"ekaqot"
"1076113","yaltabaoth",,"basanae"
"1076114","yaltae",,"akuqon"
"1076115","yaltas",,"ekaqas"
"1076116","yaltopya",,"bosofaun"
"1076117","yaltopyae",,"besefuo"
"1076118","yaltopyas",,"bosofau"
"1076119","yalu",,"baseta"
"1076120","yalus",,"baseqt"
"1076121","yam",,"aka6"
"1076122","yama",,"ekemla"
"1076123","yamabushi",,"ekemidat"
"1076124","yamacha",,"bitasa"
"1076125","yamacraw",,"betisein"
"1076126","yamacraws",,"betisea"
"1076127","yamada",,"botuena"
"1076128","yamadou",,"botuti"
"1076129","yamae",,"akamaro"
"1076130","yamagami",,"ekemorana"
"1076131","yamagane",,"batomui"
"1076132","yamagata",,"butemiu"
"1076133","yamagatas",,"butemiot"
"1076134","yamagawa",,"okomirina"
"1076135","yamagishi",,"bitamue"
"1076136","yamaguch",,"botumae"
"1076137","yamaguchi",,"botumaot"
"1076138","yamagumo",,"ekemodan"
"1076139","yamaha",,"bitaot"
"1076140","yamahai",,"bitanen"
"1076141","yamahas",,"bitano"
"1076142","yamahog",,"batonan"
"1076143","yamaimo",,"ekemuona"
"1076144","yamaka",,"ekemaso"
"1076145","yamakawa",,"akamaruna"
"1076146","yamakaze",,"botutean"
"1076147","yamakuchi",,"batotie"
"1076148","yamal",,"batov"
"1076149","yamalia",,"betivot"
"1076150","yamalka",,"batovon"
"1076151","yamalkas",,"batovian"
"1076152","yamalke",,"bitavo"
"1076153","yamalo",,"botui"
"1076154","yamaltu",,"ikimuia"
"1076155","yamaltus",,"ikimubat"
"1076156","yamam",,"ukumero"
"1076157","yamamadi",,"batozui"
"1076158","yamamadis",,"batozuat"
"1076159","yamamai",,"akamoun"
"1076160","yamamomo",,"ekemihan"
"1076161","yamamoto",,"bitazaon"
"1076162","yamamura",,"batozii"
"1076163","yaman",,"butep"
"1076164","yamanai",,"batopon"
"1076165","yamanaka",,"batopui"
"1076166","yamanashi",,"akamirae"
"1076167","yamanba",,"akamiana"
"1076168","yamane",,"bitain"
"1076169","yamani",,"buteuna"
"1076170","yamanis",,"butepu"
"1076171","yamanoue",,"butepeu"
"1076172","yamantaka",,"ukumobet"
"1076173","yamas",,"ekemuda"
"1076174","yamasaki",,"ekemuria"
"1076175","yamasee",,"ukumoui"
"1076176","yamasees",,"ukumozot"
"1076177","yamashiro",,"ukumorana"
"1076178","yamashit",,"ekemurana"
"1076179","yamashita",,"okomarena"
"1076180","yamasiro",,"buteqaot"
"1076181","yamaskite",,"buteqoa"
"1076182","yamaskitic",,"batoqiin"
"1076183","yamassee",,"ukumowot"
"1076184","yamassees",,"ukumowo"
"1076185","yamata",,"botuet"
"1076186","yamato",,"bitaota"
"1076187","yamatok",,"botuwat"
"1076188","yamatologist",,"butewepie"
"1076189","yamatos",,"bitawo"
"1076190","yamatotakada",,"butewedaet"
"1076191","yamatoworks",,"okomehecan"
"1076192","yamatsumi",,"bitawuan"
"1076193","yamauchi",,"betiboo"
"1076194","yamaura",,"botubi"
"1076195","yamazaki",,"bitamoet"
"1076196","yamb",,"betu"
"1076197","yamba",,"botan"
"1076198","yambacoona",,"ukunaton"
"1076199","yambao",,"butoan"
"1076200","yambean",,"ikinieto"
"1076201","yambem",,"bitein"
"1076202","yamberry",,"bitevio"
"1076203","yambio",,"bitea"
"1076204","yambol",,"ekenonu"
"1076205","yamboo",,"batien"
"1076206","yambu",,"batib"
"1076207","yambuk",,"butoat"
"1076208","yambulla",,"biteboet"
"1076209","yambuna",,"ikiniona"
"1076210","yamburg",,"ekeneeta"
"1076211","yame",,"ukutso"
"1076212","yamel",,"bituv"
"1076213","yamelka",,"bituvo"
"1076214","yamelke",,"betovin"
"1076215","yamels",,"bituot"
"1076216","yamen",,"botip"
"1076217","yamens",,"botion"
"1076218","yameo",,"eketasu"
"1076219","yameos",,"eketala"
"1076220","yamhad",,"ekemala"
"1076221","yamhadian",,"batinoun"
"1076222","yamhill",,"biteri"
"1076223","yami",,"akanru"
"1076224","yamika",,"akanati"
"1076225","yamileth",,"bitovei"
"1076226","yamilke",,"botevuna"
"1076227","yamin",,"bitop"
"1076228","yaminahua",,"ukunori"
"1076229","yamini",,"bitoen"
"1076230","yaminjeongeum",,"bitopapoet"
"1076231","yamis",,"akanito"
"1076232","yaml",,"bute"
"1076233","yamless",,"bitavoa"
"1076234","yamlike",,"boturun"
"1076235","yamm",,"ikivti"
"1076236","yamma",,"ukuvas"
"1076237","yammadji",,"ikivuvun"
"1076238","yammed",,"botaet"
"1076239","yammer",,"biteot"
"1076240","yammered",,"ekeveqen"
"1076241","yammerer",,"okovoqin"
"1076242","yammerers",,"okovoqa"
"1076243","yammering",,"ekeveqea"
"1076244","yammeringly",,"botavotaon"
"1076245","yammerings",,"ekeveqin"
"1076246","yammerly",,"ikiviqat"
"1076247","yammers",,"bitevo"
"1076248","yamming",,"botaru"
"1076249","yammy",,"akavun"
"1076250","yamnaya",,"boteni"
"1076251","yamo",,"okoptu"
"1076252","yamogenin",,"okopizon"
"1076253","yamoussoukro",,"butubabiun"
"1076254","yamoussoukros",,"butubabiu"
"1076255","yamp",,"boti"
"1076256","yampa",,"bitun"
"1076257","yampah",,"ikifon"
"1076258","yampas",,"bituota"
"1076259","yampe",,"betov"
"1076260","yampee",,"batea"
"1076261","yamph",,"okofuo"
"1076262","yampi",,"botir"
"1076263","yampie",,"betou"
"1076264","yampies",,"betorot"
"1076265","yampil",,"akafun"
"1076266","yampolivka",,"betofaat"
"1076267","yampy",,"butal"
"1076268","yams",,"akac3"
"1076269","yamshik",,"batunat"
"1076270","yamstchick",,"ukucitat"
"1076271","yamstchik",,"ukucitan"
"1076272","yamstick",,"butiwaot"
"1076273","yamuka",,"ukuwina"
"1076274","yamulka",,"bituven"
"1076275","yamulkas",,"bituveon"
"1076276","yamulke",,"betovot"
"1076277","yamun",,"botipa"
"1076278","yamuna",,"bituote"
"1076279","yamunanagar",,"butapihaon"
"1076280","yamuns",,"botii"
"1076281","yana",,"bevi"
"1076282","yanac",,"bevis"
"1076283","yanacona",,"ekomuhet"
"1076284","yanae",,"bavov"
"1076285","yanakie",,"buvete"
"1076286","yanakuna",,"okimodot"
"1076287","yanam",,"buvez"
"1076288","yanamamo",,"bavozuan"
"1076289","yanan",,"ikumesa"
"1076290","yanans",,"ikumetn"
"1076291","yanaon",,"akemann"
"1076292","yanar",,"ekomise"
"1076293","yanas",,"beviq"
"1076294","yanaton",,"bavowon"
"1076295","yanbian",,"buvore"
"1076296","yanbu",,"ukanuti"
"1076297","yance",,"buviv"
"1076298","yancey",,"bevaat"
"1076299","yanceyville",,"akeramivo"
"1076300","yanceyvilles",,"akeramivet"
"1076301","yancha",,"ekorae"
"1076302","yanchang",,"bavunuat"
"1076303","yanchao",,"ikurai"
"1076304","yanchas",,"ekorien"
"1076305","yancheng",,"bivoneon"
"1076306","yanchi",,"akerat"
"1076307","yanco",,"bovef"
"1076308","yancopin",,"bevafuen"
"1076309","yancy",,"bovel"
"1076310","yand",,"ukasra"
"1076311","yanda",,"akesete"
"1076312","yandang",,"buvunea"
"1076313","yandell",,"akesaat"
"1076314","yander",,"buvuia"
"1076315","yandere",,"bivivin"
"1076316","yanderra",,"akesaqat"
"1076317","yandex",,"beveat"
"1076318","yandexed",,"ukasulu"
"1076319","yandexes",,"bavaveen"
"1076320","yandexing",,"ukasulon"
"1076321","yandied",,"bivirot"
"1076322","yandies",,"ikuseon"
"1076323","yandle",,"bovoet"
"1076324","yando",,"ekosato"
"1076325","yandoit",,"bevefot"
"1076326","yandusaurus",,"bivibusiat"
"1076327","yandy",,"ekosatu"
"1076328","yandying",,"bavaleat"
"1076329","yanesha",,"aketiat"
"1076330","yanetust",,"boviwaat"
"1076331","yanetut",,"boviwi"
