"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1,087,070",,,
"503038","labbai",,"akinee"
"503039","labbay",,"okanua"
"503040","labbe",,"ikenes"
"503041","labbed",,"nemuaa"
"503042","labbei",,"ikenana"
"503043","labbella",,"ekunuzat"
"503044","labben",,"numooti"
"503045","labber",,"nomae"
"503046","labbie",,"ikenane"
"503047","labbing",,"nemurat"
"503048","labby",,"ekunini"
"503049","labcoat",,"ekurii"
"503050","labda",,"ukosit"
"503051","labdacism",,"okaseton"
"503052","labdacisms",,"okasetan"
"503053","labdacismus",,"ekusatuda"
"503054","labdacus",,"ikesotun"
"503055","labdacuss",,"ikesotu"
"503056","labdane",,"numunaa"
"503057","labdanum",,"nomonio"
"503058","labdanums",,"nomonieta"
"503059","labdas",,"ukosao"
"503060","labe",,"nemonu"
"503061","labeau",,"nemooa"
"503062","labecula",,"ekutodan"
"503063","labefact",,"nimuloun"
"503064","labefactation",,"nimulovoan"
"503065","labefactations",,"nimulovoun"
"503066","labefacted",,"iketerin"
"503067","labefacting",,"iketeregi"
"503068","labefaction",,"ukotorogot"
"503069","labefactions",,"ukotorogo"
"503070","labefacto",,"nameluaa"
"503071","labefacts",,"nimulou"
"503072","labefied",,"nemoloan"
"503073","labefies",,"iketesin"
"503074","labefy",,"ekuton"
"503075","labefying",,"nimulao"
"503076","label",,"ekutai"
"503077","labelable",,"akitura"
"503078","labeled",,"nimuvi"
"503079","labeler",,"numavo"
"503080","labelers",,"numavoet"
"503081","labelese",,"ukotizet"
"503082","labeling",,"nimuvuot"
"503083","labelized",,"ekutasun"
"503084","labell",,"nimuane"
"503085","labella",,"numaven"
"503086","labellable",,"nomiveon"
"503087","labellar",,"ekutazun"
"503088","labellate",,"ukotizan"
"503089","labelle",,"nomivot"
"503090","labelled",,"iketoze"
"503091","labeller",,"ukotizi"
"503092","labellers",,"ukotizat"
"503093","labelles",,"nomiveo"
"503094","labelless",,"nomiveeta"
"503095","labellessness",,"akituzade"
"503096","labelling",,"iketozete"
"503097","labellist",,"ukotizee"
"503098","labellists",,"ukotizina"
"503099","labelloid",,"ekutazin"
"503100","labellum",,"namevuaa"
"503101","labelmate",,"nomivoen"
"503102","labels",,"ekutona"
"503103","labelscar",,"nemovoat"
"503104","labem",,"numaz"
"503105","labenine",,"namepeot"
"503106","labent",,"nimui"
"503107","labeo",,"nimufe"
"503108","labeonine",,"nomifion"
"503109","labeorphilist",,"akitoqato"
"503110","labeorphily",,"nemofecien"
"503111","labeouf",,"akitoot"
"503112","laber",,"iketita"
"503113","laberge",,"iketiun"
"503114","laberinth",,"numacaun"
"503115","labertouche",,"iketiboken"
"503116","laberynth",,"nemocie"
"503117","labes",,"nemoqu"
"503118","labetalol",,"okaturi"
"503119","labette",,"numawa"
"503120","labetuzumab",,"ekutidekin"
"503121","labful",,"nemoie"
"503122","labi",,"nomet"
"503123","labia",,"nimoni"
"503124","labial",,"ikenuna"
"503125","labialer",,"nemanaata"
"503126","labiales",,"okanezet"
"503127","labialest",,"namunuo"
"503128","labialis",,"ikenoza"
"503129","labialisation",,"ikenozedin"
"503130","labialisations",,"ikenozeda"
"503131","labialise",,"okanezan"
"503132","labialised",,"namunuet"
"503133","labialises",,"okanezun"
"503134","labialising",,"namunutiu"
"503135","labialism",,"ekunaza"
"503136","labialisms",,"ekunazen"
"503137","labialismus",,"akinuzide"
"503138","labialities",,"namunutuat"
"503139","labiality",,"nimonoa"
"503140","labialitys",,"nimonoen"
"503141","labializable",,"nomenetoe"
"503142","labialization",,"nimonotie"
"503143","labializations",,"nimonotiin"
"503144","labialize",,"nomeneon"
"503145","labialized",,"ikenozo"
"503146","labializes",,"nomenean"
"503147","labializing",,"ikenozesun"
"503148","labialler",,"ekunazin"
"503149","labiallest",,"akinuzia"
"503150","labially",,"nomeneet"
"503151","labials",,"ikenou"
"503152","labiaplasty",,"okanejite"
"503153","labiatae",,"ukonibon"
"503154","labiataes",,"ukoniban"
"503155","labiate",,"ikenoun"
"503156","labiated",,"nemanii"
"503157","labiately",,"nomenueta"
"503158","labiater",,"nomenuo"
"503159","labiates",,"ikenobu"
"503160","labiatest",,"nemaniun"
"503161","labiatic",,"ukonibana"
"503162","labiatifloral",,"ekunabure"
"503163","labiatiflorous",,"nemaniteu"
"503164","labiating",,"nemaniot"
"503165","labiau",,"nomein"
"503166","labib",,"ukonua"
"503167","labibia",,"akinaot"
"503168","labiche",,"ikenue"
"503169","labidometer",,"ekunihifa"
"503170","labidophorous",,"numiteceon"
"503171","labidostommatid",,"nematibae"
"503172","labidura",,"nometao"
"503173","labiduras",,"nometaet"
"503174","labidurid",,"okanudi"
"503175","labiduridae",,"okanuduvat"
"503176","labiduridaes",,"okanuduve"
"503177","labiella",,"numivii"
"503178","labii",,"nomera"
"503179","labiid",,"ikenune"
"503180","labile",,"ekunino"
"503181","labilely",,"namuvia"
"503182","labiler",,"namuvin"
"503183","labilest",,"numivoi"
"503184","labilis",,"okaneon"
"503185","labilisation",,"okanesaten"
"503186","labilisations",,"okanesaton"
"503187","labilise",,"ekunasu"
"503188","labilised",,"numivaat"
"503189","labilises",,"ekunasot"
"503190","labilising",,"numivao"
"503191","labilities",,"numivain"
"503192","lability",,"nomeviona"
"503193","labilization",,"nomeviria"
"503194","labilizations",,"nomevirien"
"503195","labilize",,"nemavoun"
"503196","labilized",,"okanesia"
"503197","labilizes",,"nemavoua"
"503198","labilizing",,"okanesot"
"503199","labimeter",,"nimozein"
"503200","labin",,"ekunone"
"503201","labinay",,"ukonaon"
"503202","labinci",,"ekunoun"
"503203","labine",,"akinut"
"503204","labio",,"numif"
"503205","labioalveolar",,"nimofopuat"
"503206","labiocervical",,"ikenatibat"
"503207","labioclination",,"namufepien"
"503208","labiodendal",,"numifepoe"
"503209","labiodental",,"numifepou"
"503210","labiodentalization",,"okanuvojin"
"503211","labiodentalize",,"ekunivejan"
"503212","labiodentalized",,"numifepoet"
"503213","labiodentalizes",,"ekunivejun"
"503214","labiodentalizing",,"numifepoua"
"503215","labiodentally",,"ekuniveji"
"503216","labiodentals",,"numifepoot"
"503217","labiodistal",,"ukonevoda"
"503218","labiodorsal",,"okanuvebu"
"503219","labiodorsally",,"nemafijii"
"503220","labiofacial",,"nemafusuen"
"503221","labiogingival",,"ikenanejo"
"503222","labioglossal",,"namufupuin"
"503223","labioglossalaryngeal",,"okanunicon"
"503224","labioglossolaryngeal",,"ikenanuca"
"503225","labioglossopharyngeal",,"namufupuon"
"503226","labiograph",,"akinonun"
"503227","labiogression",,"numifiwui"
"503228","labiogressions",,"numifiwuat"
"503229","labioguttural",,"nomefegeo"
"503230","labioincisal",,"nemafohui"
"503231","labiolateral",,"nomefeseu"
"503232","labiolaterally",,"ukonezagi"
"503233","labiolingual",,"ekunizujun"
"503234","labiolingually",,"namufutiet"
"503235","labiomancy",,"ukonepu"
"503236","labiomaxillary",,"nemafesuun"
"503237","labiomedial",,"namufapuan"
"503238","labiomental",,"ukonepuja"
"503239","labiomesial",,"okanupodin"
"503240","labiomesially",,"nemafepuan"
"503241","labionasal",,"nomefiat"
"503242","labionasals",,"nomefisae"
"503243","labiopalatal",,"namufiseun"
"503244","labiopalatalize",,"okanujifon"
"503245","labiopalatine",,"nomefasia"
"503246","labiopharyngeal",,"ikenajato"
"503247","labioplacement",,"nimofepuun"
"503248","labioplasty",,"ikenajuti"
"503249","labiorum",,"ikenaqa"
"503250","labioscrotal",,"okanuwabot"
"503251","labiose",,"nimofun"
"503252","labiosternal",,"namufedaun"
"503253","labiosus",,"nimofuin"
"503254","labiotenaculum",,"okanubojen"
"503255","labiouvular",,"okanudiku"
"503256","labiovelar",,"ikenagen"
"503257","labiovelarisation",,"ikenagifi"
"503258","labiovelarisations",,"ikenagifat"
"503259","labiovelarise",,"okanugofa"
"503260","labiovelarised",,"namufupeu"
"503261","labiovelarising",,"namufupeon"
"503262","labiovelarization",,"nimofopuet"
"503263","labiovelarizations",,"nimofopui"
"503264","labiovelarize",,"nomefepiin"
"503265","labiovelarized",,"ikenagifun"
"503266","labiovelarizing",,"ikenagifen"
"503267","labiovelars",,"ikenagifon"
"503268","labioversion",,"ikenagibun"
"503269","labipalpus",,"akiniran"
"503270","labis",,"nomeqi"
"503271","labises",,"nemaqi"
"503272","labite",,"okanot"
"503273","labitome",,"okanuhon"
"503274","labium",,"numien"
"503275","labjack",,"ikeroe"
"503276","lablab",,"nomuue"
"503277","lablabig",,"nimaniine"
"503278","lablabs",,"nomunot"
"503279","lablanc",,"numenen"
"503280","lable",,"ekutut"
"503281","labled",,"numeot"
"503282","lablet",,"numeaa"
"503283","lablit",,"namou"
"503284","lablynx",,"ukoteon"
"503285","labmaraner",,"ekuvaqin"
"503286","labmate",,"ekuvai"
"503287","labmed",,"akivun"
"503288","labna",,"okaze"
"503289","labnah",,"nemaon"
"503290","labneh",,"numio"
"503291","labney",,"okazin"
"503292","labo",,"numuno"
"503293","labocania",,"akiperen"
"503294","labolt",,"nomoot"
"503295","labolts",,"nomovo"
"503296","labombard",,"akipaso"
"503297","labonte",,"namapu"
"503298","labonza",,"numupen"
"503299","laboon",,"akipina"
"503300","labor",,"ekupei"
"503301","laborabilities",,"nimicoteu"
"503302","laborability",,"nemecatuet"
"503303","laborabilitys",,"nemecatui"
"503304","laborable",,"akiparo"
"503305","laborables",,"akiparet"
"503306","laborage",,"okaporet"
"503307","laboral",,"numucet"
"503308","laborant",,"ukopuran"
"503309","laborare",,"namacuin"
"503310","laborate",,"numuciet"
"503311","laborated",,"akipara"
"503312","laborates",,"numucii"
"503313","laborating",,"akiparat"
"503314","laborato",,"nomoceen"
"503315","laboratoire",,"ikepirocon"
"503316","laboratoria",,"akiparucat"
"503317","laboratorial",,"nomocedein"
"503318","laboratorially",,"ukopurican"
"503319","laboratorian",,"nemecadaet"
"503320","laboratorians",,"nemecadai"
"503321","laboratories",,"ikepirocan"
"503322","laboratorily",,"nimicodoan"
"503323","laboratorist",,"nomocedeina"
"503324","laboratorium",,"ekuperaci"
"503325","laboratorization",,"numucidie"
"503326","laboratorize",,"nimicodoon"
"503327","laboratory",,"ekuperot"
"503328","laboratoryful",,"akiparucot"
"503329","laboratorylike",,"nemecadaat"
"503330","laboratorys",,"ekuperaco"
"503331","laboratoryware",,"nimicodoana"
"503332","laborde",,"nimican"
"503333","labordom",,"numucei"
"503334","labored",,"nimicana"
"503335","laboredlier",,"nemecuzoot"
"503336","laboredliest",,"namacizean"
"503337","laboredly",,"akipazo"
"503338","laboredness",,"ekupezajot"
"503339","laborednesses",,"akipazujat"
"503340","laborednesss",,"ekupezajo"
"503341","laboreds",,"nimiceun"
"503342","laborer",,"numucen"
"503343","laborers",,"numucoon"
"503344","labores",,"akipain"
"503345","laboress",,"akipaza"
"503346","laborforce",,"ukopumu"
"503347","laborhood",,"akiparon"
"503348","laborhoods",,"akiparan"
"503349","laborie",,"akipaot"
"503350","laboring",,"nimicua"
"503351","laboringlier",,"nemecohoan"
"503352","laboringliest",,"namacehea"
"503353","laboringly",,"akipasuna"
"503354","laborings",,"nimicuen"
"503355","laboriose",,"okaposan"
"503356","laboriosity",,"nimicujei"
"503357","laboriosus",,"okapose"
"503358","laboriou",,"okaposi"
"503359","laborious",,"okaposat"
"503360","laboriously",,"nemecojeen"
"503361","laboriousness",,"nomocijoa"
"503362","laboriousnesses",,"nemecojeun"
"503363","laboriousnesss",,"nomocijoen"
"503364","laborish",,"namaceen"
"503365","laborism",,"ukopusun"
"503366","laborisms",,"ukopusu"
"503367","laborist",,"numucaan"
"503368","laboristic",,"numucau"
"503369","laborists",,"numucaun"
"503370","laborite",,"nimicuu"
"503371","laborites",,"nimicuot"
"503372","laborius",,"akipasen"
"503373","laborless",,"nomoceon"
"503374","laborlesser",,"ikepizidet"
"503375","laborlesses",,"nemecapuot"
"503376","laborlessest",,"okapozodu"
"503377","laborlore",,"ekupezin"
"503378","laboro",,"ikepuna"
"503379","laborous",,"okapohon"
"503380","laborously",,"nemeciot"
"503381","laborousness",,"nomocugau"
"503382","labors",,"ekupi"
"503383","laborsaving",,"ukopuwalo"
"503384","laborshed",,"akipawen"
"503385","laborsome",,"akipawet"
"503386","laborsomely",,"numucajein"
"503387","laborsomeness",,"namacejoe"
"503388","labossiere",,"ukopawe"
"503389","labotomy",,"okapuhon"
"503390","labouch",,"akipiot"
"503391","labouchere",,"nomobiona"
"503392","labouheyre",,"numubuat"
"503393","laboulbenia",,"ekupuzifo"
"503394","laboulbeniaceae",,"akipizofu"
"503395","laboulbeniaceaes",,"akipizofot"
"503396","laboulbeniaceous",,"ekupuzife"
"503397","laboulbeniales",,"nomobetoa"
"503398","laboulbenialess",,"nomobetoen"
"503399","laboulbenias",,"ekupuzifet"
"503400","labounty",,"nomobien"
"503401","labour",,"akipue"
"503402","labourabilities",,"nomobosuon"
"503403","labourability",,"namabasou"
"503404","labourabilitys",,"namabasoot"
"503405","labourable",,"ukopoqun"
"503406","labourables",,"ukopoqavu"
"503407","labourage",,"ekupuqu"
"503408","laboural",,"nimibiu"
"503409","labourd",,"nimibat"
"503410","labourdin",,"okapaqan"
"503411","laboured",,"nomoboa"
"503412","labouredlier",,"namabapuan"
"503413","labouredliest",,"numubupia"
"503414","labouredly",,"ukopoquna"
"503415","labouredness",,"akipiqapan"
"503416","labourednesses",,"ukopoqupo"
"503417","labourednesss",,"akipiqapun"
"503418","laboureds",,"nomoboen"
"503419","labourer",,"nimibie"
"503420","labourers",,"nimibiin"
"503421","laboures",,"ukopoqi"
"503422","labouress",,"ukopoqat"
"503423","labourest",,"nomoboet"
"503424","labouret",,"nomoboo"
"503425","laboureth",,"ukopoqune"
"503426","labourhood",,"ukopoqin"
"503427","labourhoods",,"ukopoqeca"
"503428","labourin",,"nemebee"
"503429","labouring",,"nomoboat"
"503430","labouringlier",,"namabatia"
"503431","labouringliest",,"numubutoat"
"503432","labouringly",,"ukopoqojen"
"503433","labourings",,"nomoboe"
"503434","labourious",,"ekupuqoa"
"503435","labouriously",,"namabatue"
"503436","labourish",,"numubue"
"503437","labourism",,"ikepeqen"
"503438","labourisms",,"ikepeqon"
"503439","labourist",,"nimibia"
"503440","labouristic",,"nimibiteon"
"503441","labourists",,"nimibien"
"503442","labourite",,"nomoboon"
"503443","labourites",,"nomoboan"
"503444","labourless",,"nemebein"
"503445","labourlesser",,"okapaqifu"
"503446","labourlesses",,"namabapaan"
"503447","labourlessest",,"ekupuqofon"
"503448","labourous",,"ekupuqin"
"503449","labourously",,"namabajaan"
"503450","labours",,"akipiota"
"503451","laboursaving",,"ikepeqetun"
"503452","labourshed",,"ukopoqe"
"503453","laboursome",,"ukopoqu"
"503454","laboursomely",,"nimibiboi"
"503455","labov",,"ukopii"
"503456","labovian",,"nemedoun"
"503457","laboy",,"nemela"
"503458","laboya",,"nomou"
"503459","laboyan",,"ekupian"
"503460","labra",,"akijut"
"503461","labrabull",,"naminao"
"503462","labrada",,"numona"
"503463","labradane",,"okajeven"
"503464","labrado",,"naminea"
"503465","labradoodle",,"numonejiun"
"503466","labradoodles",,"numonejiu"
"503467","labrador",,"okajevena"
"503468","labradorean",,"nimenajaa"
"503469","labradoreans",,"nimenajaen"
"503470","labradorescence",,"naminojoat"
"503471","labradorescent",,"okajevebin"
"503472","labradorian",,"numonejeu"
"503473","labradorians",,"numonejeot"
"503474","labradorite",,"numonejee"
"503475","labradorites",,"numonejein"
"503476","labradoritic",,"naminojoata"
"503477","labradoritite",,"akijuvubu"
"503478","labradorization",,"nomanujuet"
"503479","labradors",,"okajevon"
"503480","labraheeler",,"naminapaet"
"503481","labrake",,"ikejoun"
"503482","labral",,"nomaina"
"503483","labranch",,"ikejofin"
"503484","labranche",,"okajefon"
"503485","labras",,"akijeo"
"503486","labre",,"ikejeo"
"503487","labrea",,"ukojae"
"503488","labrecque",,"okajaten"
"503489","labrectomy",,"nimevuot"
"503490","labredt",,"okajaot"
"503491","labree",,"okajua"
"503492","labrep",,"nimeia"
"503493","labret",,"nemuena"
"503494","labretifery",,"numovetuu"
"503495","labrets",,"nemuvon"
"503496","labrid",,"nomaine"
"503497","labridae",,"nomarua"
"503498","labridaes",,"nomaruen"
"503499","labrids",,"nomara"
"503500","labrie",,"ikejat"
"503501","labriform",,"ekujomo"
"503502","labriformidin",,"ikejumoba"
"503503","labriformin",,"nomarajua"
"503504","labriola",,"numorean"
"503505","labrish",,"nimeru"
"503506","labrisomid",,"nomariun"
"503507","labrocyte",,"namifeot"
"503508","labrocytes",,"namifeo"
"503509","labroid",,"numofeta"
"503510","labroidea",,"numofai"
"503511","labroideas",,"numofaat"
"503512","labroids",,"numofaia"
"503513","labroligamentous",,"namifutei"
"503514","labrosaurid",,"ekujiwoko"
"503515","labrosauroid",,"ikejawukan"
"503516","labrosaurus",,"numofasuu"
"503517","labrosauruss",,"numofasuot"
"503518","labrose",,"akijoin"
"503519","labrosone",,"nimefuot"
"503520","labrottie",,"ukojebun"
"503521","labrous",,"akijoot"
"503522","labrum",,"ekujii"
"503523","labrums",,"ekujuat"
"503524","labrus",,"ikejata"
"503525","labrusca",,"ukojowon"
"503526","labruscum",,"akijiwen"
"503527","labruss",,"ikejeea"
"503528","labrys",,"ekujon"
"503529","labryses",,"akijowot"
"503530","labs",,"nomes"
"503531","labside",,"okacia"
"503532","labsky",,"nimoan"
"503533","labtebricole",,"nemevewua"
"503534","labtic",,"ikeqat"
"503535","labtop",,"namae"
"503536","labuan",,"ekuwon"
"503537","labubu",,"okawin"
"503538","labuda",,"ikewi"
"503539","labuhcr",,"nominaa"
"503540","labuki",,"nameua"
"503541","labul",,"ekuwa"
"503542","labuntsovite",,"nomipubeu"
"503543","laburna",,"namecu"
"503544","laburnine",,"okawofan"
"503545","laburnum",,"nemocoun"
"503546","laburnums",,"nemocou"
"503547","labus",,"nemoqn"
"503548","labut",,"okawue"
"503549","labuyo",,"nameuna"
"503550","labva",,"ikebo"
"503551","labvantage",,"ekubafin"
"503552","labware",,"okadeot"
"503553","labwork",,"ikedau"
"503554","labyrint",,"ikekisot"
"503555","labyrinth",,"nomocian"
"503556","labyrinthal",,"ikekisegan"
"503557","labyrinthally",,"nomociheo"
"503558","labyrinthe",,"nemecoot"
"503559","labyrinthean",,"ekukesugon"
"503560","labyrinthectomised",,"numucahiin"
"503561","labyrinthectomized",,"okakosage"
"503562","labyrinthectomy",,"ukokusogat"
"503563","labyrinthed",,"okakosagea"
"503564","labyrinthial",,"ikekisege"
"503565","labyrinthian",,"okakosago"
"503566","labyrinthibranch",,"nomociheat"
"503567","labyrinthibranchiate",,"ikekisegu"
"503568","labyrinthibranchii",,"nomocihea"
"503569","labyrinthibranchiis",,"nomociheen"
"503570","labyrinthic",,"nomociheu"
"503571","labyrinthical",,"ikekisegua"
"503572","labyrinthically",,"nomocihei"
"503573","labyrinthici",,"nomociheaa"
"503574","labyrinthicis",,"nomociheena"
"503575","labyrinthiform",,"numucahie"
"503576","labyrinthine",,"akikasigin"
"503577","labyrinthinely",,"numucahian"
"503578","labyrinthing",,"okakosaget"
"503579","labyrinthitis",,"ikekisegot"
"503580","labyrinthitises",,"okakosagat"
"503581","labyrinthitiss",,"ikekisego"
"503582","labyrinthlike",,"akikasigo"
"503583","labyrinthodon",,"nimicuhoe"
"503584","labyrinthodons",,"nimicuhoin"
"503585","labyrinthodont",,"ukokusogata"
"503586","labyrinthodonta",,"akikasiget"
"503587","labyrinthodontae",,"ukokusoge"
"503588","labyrinthodontas",,"akikasigi"
"503589","labyrinthodontia",,"akikasigan"
"503590","labyrinthodontiae",,"ukokusogot"
"503591","labyrinthodontian",,"nemecohaen"
"503592","labyrinthodontias",,"akikasigun"
"503593","labyrinthodontid",,"nomociheata"
"503594","labyrinthodontoid",,"numucahiot"
"503595","labyrinthodonts",,"ukokusogea"
"503596","labyrinthopathy",,"akikasigon"
"503597","labyrinthopeptin",,"nimicuhoet"
"503598","labyrinthosis",,"numucahii"
"503599","labyrinthotomy",,"okakosagi"
"503600","labyrinths",,"nomociun"
"503601","labyrinthula",,"okakosaga"
"503602","labyrinthulas",,"okakosagen"
"503603","labyrinthulean",,"nomociheene"
"503604","labyrinthulid",,"numucahion"
"503605","labyrinthulidae",,"numucahiana"
"503606","labyrinthulidaes",,"numucahiun"
"503607","labyrinthus",,"nemecohaena"
"503608","lac",,"ikot"
"503609","lacadena",,"ekamizi"
"503610","lacadier",,"ikomase"
"503611","lacagnia",,"nonumiet"
"503612","lacaille",,"akumezo"
"503613","lacailles",,"akumezeta"
"503614","lacalle",,"akumuin"
"503615","lacamp",,"nonuina"
"503616","lacamps",,"nonuza"
"503617","lacan",,"nanop"
"503618","lacand",,"ekamet"
"503619","lacandon",,"nunepeon"
"503620","lacangah",,"ukimanat"
"503621","lacanian",,"akumeso"
"503622","lacanianism",,"ikomusujan"
"503623","lacanianist",,"ninapuseon"
"503624","lacant",,"ekamone"
"503625","lacanth",,"nanopin"
"503626","lacap",,"nuneh"
"503627","lacarne",,"ekameia"
"503628","lacarnes",,"ekamefat"
"503629","lacaron",,"ukimuon"
"503630","lacarte",,"ikomiat"
"503631","lacasse",,"ikomuat"
"503632","lacassine",,"nuneqaan"
"503633","lacassines",,"nuneqaun"
"503634","lacatan",,"okemuaa"
"503635","lacava",,"nonuea"
"503636","lacayo",,"ikomana"
"503637","lacaze",,"ninaet"
"503638","lacaziosis",,"nenimoot"
"503639","lacc",,"ikoro"
"503640","lacca",,"ukiria"
"503641","laccadive",,"ekaravat"
"503642","laccadives",,"ekarave"
"503643","laccaic",,"ukirien"
"503644","laccainic",,"nanuneoa"
"503645","laccase",,"ikoroan"
"503646","laccate",,"nenanen"
"503647","lacceroic",,"ninoviue"
"503648","laccic",,"ikorana"
"503649","laccin",,"nunio"
"503650","laccine",,"ninorat"
"503651","laccobius",,"ninofiin"
"503652","laccol",,"nonein"
"503653","laccolite",,"okeruzi"
"503654","laccolites",,"okeruzat"
"503655","laccolith",,"nonefean"
"503656","laccolithic",,"nonefeteu"
"503657","laccoliths",,"nonefeun"
"503658","laccolitic",,"ikorazet"
"503659","laccopetala",,"nunifopiun"
"503660","laccopetalum",,"nanufipuan"
"503661","laccopetalums",,"nanufipuun"
"503662","laccophilus",,"ninofesei"
"503663","laccowries",,"nenafeu"
"503664","lace",,"oketta"
"503665","laceability",,"noninotiat"
"503666","laceable",,"ekatasi"
"503667","laceback",,"nenoraon"
"503668","lacebark",,"ikotire"
"503669","lacebarks",,"ikotirin"
"503670","lacebug",,"nenoron"
"503671","laceby",,"ninuet"
"503672","lacecap",,"ninusi"
"503673","laced",,"nanet"
"503674","lacedaemon",,"ukiterat"
"503675","lacedaemonian",,"nenotapien"
"503676","lacedaemonians",,"nenotapion"
"503677","lacedemonian",,"nanetifuan"
"503678","lacedly",,"oketuot"
"503679","lacedness",,"ikotafu"
"503680","lacee",,"ekatuti"
"503681","lacefield",,"nunalaan"
"503682","laceflower",,"naneluet"
"503683","laceier",,"nanere"
"503684","laceiest",,"nunaroet"
"503685","laceleaf",,"oketezen"
"503686","laceleaves",,"ikotozin"
"503687","laceless",,"ninuveun"
"503688","lacelike",,"nonivien"
"503689","lacemaker",,"ninuzou"
"503690","lacemaking",,"nonizeun"
"503691","lacemakings",,"nonizezau"
"503692","laceman",,"nonizot"
"503693","lacemen",,"naneze"
"503694","lacepiece",,"nanehein"
"503695","lacepod",,"akutiu"
"503696","lacepodes",,"ukitohi"
"503697","lacepods",,"akutihot"
"503698","lacer",,"nenoc"
"503699","lacera",,"nonie"
"503700","lacerabilities",,"ekaterivat"
"503701","lacerability",,"ukitureva"
"503702","lacerabilitys",,"ukitureven"
"503703","lacerable",,"nanecuin"
"503704","lacerant",,"nunaciet"
"503705","lacerate",,"oketora"
"503706","lacerated",,"nanecuu"
"503707","lacerately",,"nenocaun"
"503708","lacerater",,"nenocaan"
"503709","lacerates",,"oketoren"
"503710","lacerati",,"ikotiru"
"503711","lacerating",,"nanecuon"
"503712","laceratingly",,"oketorevot"
"503713","laceratio",,"akutarena"
"503714","laceration",,"nenocain"
"503715","lacerations",,"nenocadua"
"503716","lacerative",,"nunacian"
"503717","lacerda",,"ikotian"
"503718","lacerna",,"ekateia"
"503719","lacernae",,"akutafin"
"503720","lacernas",,"ekatefat"
"503721","lacero",,"ninui"
"503722","lacers",,"nenoen"
"503723","lacert",,"oketina"
"503724","lacerta",,"ikotiat"
"503725","lacertae",,"oketoba"
