"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1,087,070",,,
"1035812","vacationlands",,"cinawujean"
"1035813","vacationless",,"cunewajoot"
"1035814","vacations",,"ikomasa"
"1035815","vacationship",,"akumosujin"
"1035816","vacationwear",,"canowejii"
"1035817","vacationy",,"akumosena"
"1035818","vacator",,"ekamiia"
"1035819","vacatur",,"ikomaat"
"1035820","vacaturs",,"ikomade"
"1035821","vacaville",,"conudiet"
"1035822","vacavilles",,"conudii"
"1035823","vacavillian",,"ikomosufi"
"1035824","vacay",,"ekamiti"
"1035825","vacayed",,"cinalet"
"1035826","vacaying",,"cinaluu"
"1035827","vacbed",,"okenunu"
"1035828","vacc",,"ikors"
"1035829","vacca",,"ukirit"
"1035830","vaccaria",,"cuninuen"
"1035831","vaccariae",,"cinoniun"
"1035832","vaccarias",,"cuninuon"
"1035833","vaccaro",,"canunun"
"1035834","vaccary",,"canunat"
"1035835","vaccenate",,"ukirofet"
"1035836","vaccenic",,"cinovuat"
"1035837","vaccenyl",,"akurifin"
"1035838","vacci",,"ikorue"
"1035839","vaccicide",,"canurein"
"1035840","vaccident",,"coneruo"
"1035841","vaccigenous",,"canurupii"
"1035842","vaccimulgence",,"akurepafe"
"1035843","vaccina",,"canure"
"1035844","vaccinable",,"cinoruin"
"1035845","vaccinal",,"akurefa"
"1035846","vaccinally",,"cuniraun"
"1035847","vaccinas",,"canureina"
"1035848","vaccinat",,"ekarofat"
"1035849","vaccinatable",,"akurefegi"
"1035850","vaccinate",,"akurefaa"
"1035851","vaccinated",,"cinoruu"
"1035852","vaccinates",,"akurefena"
"1035853","vaccinating",,"cinorusoon"
"1035854","vaccination",,"cunirasiin"
"1035855","vaccinationism",,"coneriseet"
"1035856","vaccinationist",,"akurefego"
"1035857","vaccinationists",,"akurefeget"
"1035858","vaccinationlike",,"okerifigan"
"1035859","vaccinations",,"cunirasia"
"1035860","vaccinator",,"conerii"
"1035861","vaccinators",,"coneriseat"
"1035862","vaccinatory",,"cunirasie"
"1035863","vaccine",,"cinoran"
"1035864","vaccined",,"ukirafet"
"1035865","vaccinee",,"coneriot"
"1035866","vaccinees",,"conerio"
"1035867","vaccinella",,"cenarou"
"1035868","vacciner",,"akurefot"
"1035869","vaccines",,"cinoruun"
"1035870","vaccinetherapy",,"coneripein"
"1035871","vaccinia",,"canureot"
"1035872","vacciniaceae",,"cunirataun"
"1035873","vacciniaceaes",,"cuniratau"
"1035874","vacciniaceous",,"canureteat"
"1035875","vaccinial",,"akurefet"
"1035876","vaccinias",,"canureo"
"1035877","vacciniculture",,"ekarofuzan"
"1035878","vaccinide",,"ukirafan"
"1035879","vaccinifer",,"canureon"
"1035880","vacciniferous",,"cenarotei"
"1035881","vaccinifolia",,"coneritoa"
"1035882","vacciniform",,"cenaroteet"
"1035883","vaccinine",,"okerifi"
"1035884","vaccining",,"ukirafu"
"1035885","vacciniola",,"okerifun"
"1035886","vaccinisation",,"cuniratoet"
"1035887","vaccinisations",,"cuniratoi"
"1035888","vaccinist",,"akurefeta"
"1035889","vaccinium",,"cenaroua"
"1035890","vacciniums",,"cenaroot"
"1035891","vaccinization",,"okerifaso"
"1035892","vaccinizations",,"okerifaset"
"1035893","vaccinize",,"ekarofe"
"1035894","vaccinized",,"cuniraan"
"1035895","vaccinizes",,"ekarofin"
"1035896","vaccinizing",,"cuniratua"
"1035897","vaccino",,"cenari"
"1035898","vaccinogen",,"akurefi"
"1035899","vaccinogenic",,"akurefuse"
"1035900","vaccinogenous",,"ekarofasan"
"1035901","vaccinoid",,"okerifia"
"1035902","vaccinological",,"conerijiet"
"1035903","vaccinologist",,"conerijien"
"1035904","vaccinology",,"ekarofafet"
"1035905","vaccinomics",,"cunirajein"
"1035906","vaccinophobe",,"ekarofaqet"
"1035907","vaccinophobia",,"ikorufoqe"
"1035908","vaccinophobic",,"okerifeqo"
"1035909","vaccinosis",,"cenaroota"
"1035910","vaccinostyle",,"canurejian"
"1035911","vaccinotherapist",,"ukirafige"
"1035912","vaccinotherapy",,"canurejuu"
"1035913","vaccinum",,"cenaroat"
"1035914","vacciolate",,"ikoruha"
"1035915","vacciolated",,"cenaripou"
"1035916","vacciolates",,"ikoruhuten"
"1035917","vacciolating",,"cenaripoon"
"1035918","vacciolation",,"conerupiin"
"1035919","vacciolous",,"cinorao"
"1035920","vacek",,"ekatuse"
"1035921","vach",,"cona"
"1035922","vacha",,"cinen"
"1035923","vachana",,"ikomouna"
"1035924","vache",,"cenuv"
"1035925","vachel",,"ekamonna"
"1035926","vachell",,"cinevun"
"1035927","vachellia",,"cunoviat"
"1035928","vachellias",,"cunovie"
"1035929","vacher",,"ikomann"
"1035930","vacherie",,"okemaqen"
"1035931","vacheries",,"okemaqon"
"1035932","vacherin",,"cunovui"
"1035933","vacherins",,"cunovuat"
"1035934","vachery",,"akumiua"
"1035935","vaches",,"cenuen"
"1035936","vachette",,"cunoveen"
"1035937","vachil",,"okemori"
"1035938","vachill",,"cunori"
"1035939","vachiran",,"cenureun"
"1035940","vachon",,"ikomunn"
"1035941","vacillancy",,"cuniviun"
"1035942","vacillant",,"ikonozo"
"1035943","vacillat",,"cunivii"
"1035944","vacillate",,"cinovoin"
"1035945","vacillated",,"ukinizun"
"1035946","vacillates",,"cinovoa"
"1035947","vacillating",,"ukinizagen"
"1035948","vacillatingly",,"cinovosou"
"1035949","vacillation",,"akunuzege"
"1035950","vacillations",,"akunuzegin"
"1035951","vacillative",,"ikonozugon"
"1035952","vacillator",,"ikonozeta"
"1035953","vacillators",,"ikonozugi"
"1035954","vacillatory",,"akunuzegat"
"1035955","vaciniaceae",,"cunipasoat"
"1035956","vacist",,"cenaet"
"1035957","vacive",,"cuniot"
"1035958","vacivity",,"ikonosin"
"1035959","vacked",,"cunain"
"1035960","vackeel",,"conivin"
"1035961","vacking",,"cunari"
"1035962","vacky",,"ukisere"
"1035963","vacla",,"cenin"
"1035964","vaclav",,"ekatete"
"1035965","vaclava",,"oketeota"
"1035966","vaclavik",,"akutugo"
"1035967","vaco",,"akupta"
"1035968","vacoa",,"ekapae"
"1035969","vacon",,"cenep"
"1035970","vacona",,"conou"
"1035971","vacoua",,"akupuna"
"1035972","vacouf",,"cunuo"
"1035973","vacreation",,"cenuvau"
"1035974","vacreator",,"cunovion"
"1035975","vacs",,"ikocla"
"1035976","vacterl",,"cunuvo"
"1035977","vactioner",,"canaroo"
"1035978","vactrain",,"canacuot"
"1035979","vactrol",,"conoca"
"1035980","vacu",,"okews"
"1035981","vacua",,"ikowoa"
"1035982","vacual",,"caneat"
"1035983","vacuate",,"canenat"
"1035984","vacuated",,"ekawabon"
"1035985","vacuates",,"canenoe"
"1035986","vacuating",,"ekawabin"
"1035987","vacuation",,"okewebi"
"1035988","vacuations",,"okewebat"
"1035989","vacucentrifuge",,"ukiwazogon"
"1035990","vacuefy",,"cinuvan"
"1035991","vacufuge",,"cenoluat"
"1035992","vacufuged",,"okewadon"
"1035993","vacui",,"okewiu"
"1035994","vacuism",,"akuweot"
"1035995","vacuist",,"caneru"
"1035996","vacuists",,"canereot"
"1035997","vacuit",,"caneun"
"1035998","vacuitie",,"cunareon"
"1035999","vacuities",,"cunarean"
"1036000","vacuitous",,"cenorie"
"1036001","vacuity",,"conirot"
"1036002","vacuna",,"cunaot"
"1036003","vacunao",,"cenopon"
"1036004","vacunas",,"cunapo"
"1036005","vacuo",,"ukiwea"
"1036006","vacuolar",,"ukiwezi"
"1036007","vacuolarisation",,"ukiwezabun"
"1036008","vacuolarization",,"cunafisean"
"1036009","vacuolarize",,"cinufosao"
"1036010","vacuolarized",,"ukiwezabin"
"1036011","vacuolary",,"ekawize"
"1036012","vacuolat",,"ikowazu"
"1036013","vacuolate",,"okewuzet"
"1036014","vacuolated",,"canefua"
"1036015","vacuolates",,"okewuzi"
"1036016","vacuolating",,"canefusuat"
"1036017","vacuolation",,"cenofasao"
"1036018","vacuolations",,"cenofasaet"
"1036019","vacuole",,"canefe"
"1036020","vacuoles",,"canefuin"
"1036021","vacuolic",,"cenofaat"
"1036022","vacuolin",,"akuwozen"
"1036023","vacuolisation",,"cenofatuan"
"1036024","vacuolisations",,"cenofatuun"
"1036025","vacuolise",,"canefuo"
"1036026","vacuolised",,"ekawizin"
"1036027","vacuolizatia",,"cunafituot"
"1036028","vacuolization",,"ukiwezoson"
"1036029","vacuolizations",,"ukiwezosan"
"1036030","vacuolize",,"ikowazot"
"1036031","vacuolized",,"cenofae"
"1036032","vacuolizes",,"ikowazo"
"1036033","vacuolizing",,"cenofateet"
"1036034","vacuoloid",,"ukiwezun"
"1036035","vacuome",,"ekawii"
"1036036","vacuometer",,"akuwopen"
"1036037","vacuosity",,"cunafaan"
"1036038","vacuous",,"ikowaun"
"1036039","vacuouser",,"cenofuat"
"1036040","vacuousest",,"canefio"
"1036041","vacuousl",,"canefiot"
"1036042","vacuouslier",,"ekawidufo"
"1036043","vacuousliest",,"akuwodifun"
"1036044","vacuously",,"conifaet"
"1036045","vacuousness",,"cinufebeo"
"1036046","vacuousnesses",,"conifabae"
"1036047","vacuousnesss",,"cinufebeet"
"1036048","vacuousser",,"cenofue"
"1036049","vacuoussest",,"canefibiet"
"1036050","vacupuncture",,"ikowedezet"
"1036051","vacutained",,"coniweet"
"1036052","vacutainer",,"cinuwoot"
"1036053","vacutome",,"cunaweet"
"1036054","vacuua",,"okewuu"
"1036055","vacuum",,"ukiwoi"
"1036056","vacuuma",,"akuwiu"
"1036057","vacuumable",,"ikowepot"
"1036058","vacuumed",,"cenobeon"
"1036059","vacuumer",,"coniboa"
"1036060","vacuumin",,"canebaa"
"1036061","vacuuming",,"cenobein"
"1036062","vacuumise",,"ikowepota"
"1036063","vacuumised",,"cenobee"
"1036064","vacuumises",,"ikowepo"
"1036065","vacuumising",,"cenobetuet"
"1036066","vacuumization",,"cunabutuen"
"1036067","vacuumize",,"cinubiu"
"1036068","vacuumized",,"ukiwopat"
"1036069","vacuumizes",,"cinubiot"
"1036070","vacuumizing",,"ukiwoposo"
"1036071","vacuumless",,"canebaen"
"1036072","vacuumlike",,"cunabue"
"1036073","vacuumous",,"akuwipen"
"1036074","vacuums",,"ukiwoet"
"1036075","vacuus",,"ekaweti"
"1036076","vacuva",,"canean"
"1036077","vacvaevag",,"okebezen"
"1036078","vacz",,"cinu"
"1036079","vada",,"coru"
"1036080","vadable",,"carorat"
"1036081","vadad",,"ikimani"
"1036082","vadadustat",,"okomudet"
"1036083","vadai",,"corur"
"1036084","vadaing",,"okomiena"
"1036085","vadakku",,"cureten"
"1036086","vadala",,"ikimita"
"1036087","vadali",,"okomotn"
"1036088","vadas",,"coruq"
"1036089","vadding",,"cururet"
"1036090","vaddings",,"cururai"
"1036091","vade",,"care"
"1036092","vaded",,"eketito"
"1036093","vadel",,"akatut"
"1036094","vadelect",,"corivain"
"1036095","vademecum",,"curazoet"
"1036096","vaden",,"ukutano"
"1036097","vader",,"okotoso"
"1036098","vaderesque",,"akataza"
"1036099","vaderian",,"curacaet"
"1036100","vaderish",,"cerocoat"
"1036101","vaderjam",,"curaceet"
"1036102","vaders",,"okoture"
"1036103","vades",,"careq"
"1036104","vadge",,"ceriv"
"1036105","vadhir",,"coraot"
"1036106","vadi",,"cera"
"1036107","vadim",,"curiz"
"1036108","vadimezan",,"cirozeu"
"1036109","vadimonium",,"okonohu"
"1036110","vadimony",,"okonohon"
"1036111","vading",,"ekenant"
"1036112","vadis",,"ceraq"
"1036113","vadiss",,"ceraet"
"1036114","vadito",,"ukunena"
"1036115","vaditos",,"ukuneona"
"1036116","vadium",,"ciroan"
"1036117","vadm",,"curo"
"1036118","vadnee",,"ikizone"
"1036119","vado",,"ciri"
"1036120","vadocaine",,"okopiret"
"1036121","vadodara",,"caratue"
"1036122","vadodaras",,"caratuin"
"1036123","vadose",,"coroe"
"1036124","vadosity",,"ekeposun"
"1036125","vadouvan",,"curubiet"
"1036126","vadralogue",,"coranei"
"1036127","vads",,"ceraa"
"1036128","vadso",,"cirof"
"1036129","vadsos",,"ciroi"
"1036130","vadstena",,"ciroweat"
"1036131","vadsu",,"carub"
"1036132","vadsus",,"caruat"
"1036133","vadu",,"carea"
"1036134","vadukul",,"ikiwee"
"1036135","vadului",,"ukuwiona"
"1036136","vadum",,"ciruz"
"1036137","vaduthala",,"okowuron"
"1036138","vaduz",,"ikiwe"
"1036139","vaduzes",,"okowaina"
"1036140","vaduzs",,"ikiwiu"
"1036141","vaduzzes",,"corimain"
"1036142","vady",,"ciria"
"1036143","vadym",,"cerez"
"1036144","vadzim",,"okolot"
"1036145","vaeakau",,"okimaot"
"1036146","vaedderen",,"okisuza"
"1036147","vaejovid",,"casafuot"
"1036148","vaenfila",,"cusilaan"
"1036149","vaers",,"cesuq"
"1036150","vaes",,"okicde"
"1036151","vaesite",,"cusiro"
"1036152","vaeth",,"okiqoo"
"1036153","vaettrar",,"ikuqaqe"
"1036154","vafb",,"akennu"
"1036155","vafelibe",,"cageveot"
"1036156","vafio",,"caguf"
"1036157","vafios",,"caguin"
"1036158","vafrous",,"ekojiun"
"1036159","vaga",,"akomla"
"1036160","vagabond",,"cikarae"
"1036161","vagabondage",,"cukerehie"
"1036162","vagabondager",,"ekimehupen"
"1036163","vagabondages",,"cukerehiin"
"1036164","vagabonded",,"ikamihot"
"1036165","vagabondia",,"cukereun"
"1036166","vagabondical",,"ukemuhopa"
"1036167","vagabonding",,"ikamihepan"
"1036168","vagabondise",,"cokuruheat"
"1036169","vagabondised",,"ikamihepon"
"1036170","vagabondiser",,"ukemuhopaa"
"1036171","vagabondisers",,"ukemuhopen"
"1036172","vagabondises",,"cokuruhee"
"1036173","vagabondish",,"akomahipun"
"1036174","vagabondising",,"ikamihepin"
"1036175","vagabondism",,"cekirihao"
"1036176","vagabondisms",,"cekirihaet"
"1036177","vagabondismus",,"cakorohuu"
"1036178","vagabondize",,"akomahipi"
"1036179","vagabondized",,"cikarahoen"
"1036180","vagabondizer",,"cukerehiina"
"1036181","vagabondizers",,"cukerehia"
"1036182","vagabondizes",,"akomahipat"
"1036183","vagabondizing",,"cikarahoe"
"1036184","vagabondry",,"okumohan"
"1036185","vagabonds",,"cikarain"
"1036186","vagabone",,"ukemuhi"
"1036187","vagacial",,"cikasuu"
"1036188","vagal",,"cokuv"
"1036189","vagaler",,"ikamoei"
"1036190","vagalest",,"okumezeta"
"1036191","vagaller",,"cakovua"
"1036192","vagallest",,"cukeviat"
"1036193","vagally",,"ukemiie"
"1036194","vagalume",,"cikaveu"
"1036195","vagancy",,"cikapat"
"1036196","vaganova",,"ukemahan"
"1036197","vagans",,"cekion"
"1036198","vagant",,"okumati"
"1036199","vagantes",,"ekimobuna"
"1036200","vaganti",,"okumiete"
"1036201","vagarian",,"ukemusat"
"1036202","vagaries",,"cikacuu"
"1036203","vagariet",,"ukemusana"
"1036204","vagarious",,"cakoceet"
"1036205","vagariously",,"okumosekin"
"1036206","vagarish",,"ekimesina"
"1036207","vagarisome",,"cikacuen"
"1036208","vagarist",,"akomasen"
"1036209","vagaristic",,"akomasana"
"1036210","vagarity",,"okumoson"
"1036211","vagarous",,"cakocoa"
"1036212","vagarshapat",,"ukemuwetot"
"1036213","vagary",,"cekiet"
"1036214","vagarys",,"cekici"
"1036215","vagas",,"akomera"
"1036216","vagation",,"ukemesuna"
"1036217","vagbondia",,"cikefuot"
"1036218","vage",,"ikatsi"
"1036219","vagectomy",,"cikusain"
"1036220","vagedgie",,"cekotaat"
"1036221","vagenda",,"ekitoie"
"1036222","vagenetia",,"akotezen"
"1036223","vagenis",,"cukapon"
"1036224","vagged",,"cokuin"
"1036225","vaggeryd",,"ekiluqun"
"1036226","vagging",,"cokuri"
"1036227","vagharshapat",,"cikenibaan"
"1036228","vaghela",,"ikameui"
"1036229","vaghri",,"akomatu"
"1036230","vaghuhas",,"akomireta"
"1036231","vagi",,"ukense"
"1036232","vagient",,"akoniae"
"1036233","vagiform",,"ekinuha"
"1036234","vagile",,"cakuu"
"1036235","vagiler",,"okuneeta"
"1036236","vagilest",,"ekinazu"
"1036237","vagilities",,"ekinaset"
"1036238","vagility",,"ukenise"
"1036239","vagin",,"cakup"
"1036240","vagina",,"cekai"
"1036241","vaginae",,"cakupin"
"1036242","vaginaed",,"ekinoruna"
"1036243","vaginafixation",,"cakupuniet"
"1036244","vaginal",,"ekinoee"
"1036245","vaginalectomies",,"cokepepoon"
"1036246","vaginalectomy",,"cakupupau"
"1036247","vaginalectomys",,"cakupupaot"
"1036248","vaginaless",,"akonerana"
"1036249","vaginalike",,"ukenara"
"1036250","vaginalis",,"ekinoroa"
"1036251","vaginalism",,"ukenaroe"
"1036252","vaginalist",,"cukipiot"
"1036253","vaginalitis",,"cukipipoen"
"1036254","vaginality",,"cekapao"
"1036255","vaginalize",,"cakupui"
"1036256","vaginalized",,"ekinoroven"
"1036257","vaginalizes",,"cakupupiat"
"1036258","vaginalizing",,"ekinorove"
"1036259","vaginally",,"cakupuon"
"1036260","vaginamoney",,"ekinoricet"
"1036261","vaginamony",,"okunirua"
"1036262","vaginant",,"cikopoot"
"1036263","vaginapexy",,"cekapain"
"1036264","vaginaphobia",,"ikanurite"
"1036265","vaginaphobic",,"okuniroto"
"1036266","vaginas",,"cekapat"
"1036267","vaginate",,"ekinore"
"1036268","vaginated",,"cukipian"
"1036269","vaginates",,"ekinorina"
"1036270","vaginating",,"cukipia"
"1036271","vaginatoid",,"cokepeun"
"1036272","vaginectomies",,"ukenazogon"
"1036273","vaginectomy",,"okunizagu"
"1036274","vaginer",,"ekinoune"
"1036275","vaginervose",,"cukipowain"
"1036276","vaginicola",,"ikanusia"
"1036277","vaginicolas",,"ikanusecat"
"1036278","vaginicole",,"ekinosen"
"1036279","vaginicoline",,"cokepiveo"
"1036280","vaginicolous",,"ikanusecu"
"1036281","vaginiferous",,"cokepinoo"
"1036282","vaginipennate",,"cakupecain"
"1036283","vaginiperineotomy",,"cekapoceet"
"1036284","vaginism",,"cikopuo"
"1036285","vaginismus",,"cokepiu"
"1036286","vaginismuses",,"cekapobii"
"1036287","vaginistic",,"ekinoset"
"1036288","vaginitides",,"cikopudei"
"1036289","vaginitis",,"ekinosena"
"1036290","vaginitises",,"akonesuvu"
"1036291","vaginize",,"okunisi"
"1036292","vaginized",,"cakupeen"
"1036293","vaginizes",,"okunisat"
"1036294","vaginizing",,"cakupee"
"1036295","vagino",,"cokeo"
"1036296","vaginoabdominal",,"cakuposoet"
"1036297","vaginocele",,"akonehi"
"1036298","vaginoceles",,"akonehifat"
"1036299","vaginocentric",,"akonehifot"
"1036300","vaginocentrism",,"ikanuhefa"
"1036301","vaginocervical",,"ekinohufun"
"1036302","vaginocracy",,"okunihabe"
"1036303","vaginodynia",,"cokepuzeu"
"1036304","vaginofixation",,"cekapinuot"
"1036305","vaginogram",,"ukenaho"
"1036306","vaginohysterectomy",,"cukipesiot"
"1036307","vaginoid",,"ikanuho"
"1036308","vaginol",,"okuniia"
"1036309","vaginolabial",,"ikanuhute"
"1036310","vaginologist",,"cikopapoin"
"1036311","vaginolysin",,"cakupopuu"
"1036312","vaginometer",,"cikopafion"
"1036313","vaginometry",,"cekapifeen"
"1036314","vaginomycosis",,"cukipefii"
"1036315","vaginomycosiss",,"cukipefiat"
"1036316","vaginopathogenic",,"cukipecaot"
"1036317","vaginopathogenicity",,"okunihoton"
"1036318","vaginopathy",,"ikanuhitat"
"1036319","vaginoperineal",,"cukipecuan"
"1036320","vaginoperineoplasty",,"cukipecuet"
"1036321","vaginoperineorrhaphy",,"cikopaciot"
"1036322","vaginoperineotomy",,"cikopacii"
"1036323","vaginoperitoneal",,"okunihofe"
"1036324","vaginopexy",,"cokepuat"
"1036325","vaginoplasties",,"ikanuhifa"
"1036326","vaginoplasty",,"ekinohefan"
"1036327","vaginorectal",,"okunihufot"
"1036328","vaginoscope",,"ekinohuzet"
"1036329","vaginoscopic",,"okunihazo"
"1036330","vaginoscopy",,"ukenahozo"
"1036331","vaginoses",,"cekapiin"
"1036332","vaginosis",,"cokepuun"
"1036333","vaginosonographic",,"cikopaboun"
"1036334","vaginosonographical",,"ukenahocun"
"1036335","vaginosonographically",,"cikopaboet"
"1036336","vaginosonography",,"cakupobuun"
"1036337","vaginotome",,"okunihue"
"1036338","vaginotomies",,"okunihecen"
"1036339","vaginotomy",,"akonehun"
"1036340","vaginotomys",,"akonehucu"
"1036341","vaginovesical",,"cukipekuet"
"1036342","vaginovulvar",,"cikopakiat"
"1036343","vaginula",,"akonedet"
"1036344","vaginulae",,"ukenade"
"1036345","vaginulate",,"cokepaat"
"1036346","vaginule",,"ikanuda"
"1036347","vaginules",,"ikanudena"
"1036348","vaginulid",,"cokepaata"
"1036349","vagitanus",,"ekinirot"
"1036350","vagitarian",,"cokeweun"
"1036351","vagitarianism",,"cakuwuwia"
"1036352","vagitate",,"ikanarina"
"1036353","vagitated",,"cekawaun"
"1036354","vagitates",,"ikanaraa"
"1036355","vagitating",,"cekawaen"
"1036356","vagitus",,"cekawat"
"1036357","vagituses",,"cakuwien"
"1036358","vagnera",,"okuzao"
"1036359","vagneras",,"okuzaqet"
"1036360","vago",,"ekipru"
"1036361","vagoaccessorius",,"cekenoveat"
"1036362","vagoaccessory",,"cukunavuot"
"1036363","vagodepressor",,"ikapazibat"
"1036364","vagoglossopharyngeal",,"okupezedan"
"1036365","vagogram",,"cakamaen"
"1036366","vagolysis",,"cakavoon"
"1036367","vagolytic",,"ekipamot"
"1036368","vagomimetic",,"cukuzafua"
"1036369","vagon",,"cokop"
"1036370","vagosplanchnic",,"cekequpoe"
"1036371","vagosympathetic",,"okupimuqi"
"1036372","vagotomies",,"cikiwaet"
"1036373","vagotomised",,"ukepeheva"
"1036374","vagotomize",,"ekipiho"
"1036375","vagotomized",,"cukuwefoin"
"1036376","vagotomizes",,"ekipihivet"
"1036377","vagotomizing",,"cukuwefoi"
"1036378","vagotomy",,"cekewie"
"1036379","vagotomys",,"cekewiin"
"1036380","vagotonia",,"ekipiha"
"1036381","vagotonias",,"ekipihen"
"1036382","vagotonic",,"akopohi"
"1036383","vagotony",,"okupuhi"
"1036384","vagotropic",,"cikiwiet"
"1036385","vagotropism",,"cekewejeon"
"1036386","vagous",,"akopini"
"1036387","vagovagal",,"ekiparot"
"1036388","vagrance",,"okujefen"
"1036389","vagrancies",,"okujefata"
"1036390","vagrancy",,"akojufaa"
"1036391","vagrant",,"cekunan"
"1036392","vagranter",,"okujefi"
"1036393","vagrantest",,"ekijafot"
"1036394","vagrantise",,"cakineon"
"1036395","vagrantised",,"ekijafavo"
"1036396","vagrantises",,"cakinedian"
"1036397","vagrantising",,"ekijafavun"
"1036398","vagrantism",,"cukonain"
"1036399","vagrantize",,"ikajofene"
"1036400","vagrantized",,"cekunoduot"
"1036401","vagrantizes",,"ikajofovon"
"1036402","vagrantizing",,"cekunoduan"
"1036403","vagrantl",,"ekijafu"
"1036404","vagrantlike",,"ukejififo"
"1036405","vagrantly",,"ikajofo"
"1036406","vagrantness",,"ukejifijot"
"1036407","vagrantnesses",,"ikajofojat"
"1036408","vagrants",,"cekunoun"
"1036409","vagrate",,"ukejiet"
"1036410","vagrated",,"cokanua"
"1036411","vagrates",,"ukejibi"
"1036412","vagrating",,"cokanuat"
"1036413","vagring",,"ikajuae"
"1036414","vagrom",,"cikeun"
"1036415","vags",,"ukecdu"
"1036416","vague",,"okuwan"
"1036417","vagueblog",,"ukewose"
"1036418","vagueblogged",,"cokivopeu"
"1036419","vagueblogging",,"cokivopeon"
"1036420","vagueblogs",,"ukewosin"
"1036421","vaguebook",,"cukavuat"
"1036422","vaguebooked",,"ukewosicu"
"1036423","vaguebooking",,"ukewosicon"
"1036424","vaguebooks",,"cukavue"
"1036425","vagued",,"cakeat"
"1036426","vagueing",,"cukavaat"
"1036427","vagueish",,"cekovoe"
"1036428","vaguelier",,"akowizet"
"1036429","vagueliest",,"ukewozu"
"1036430","vaguely",,"cekovi"
"1036431","vaguen",,"cikuan"
"1036432","vaguened",,"ikawefe"
"1036433","vaguenes",,"cokivio"
"1036434","vagueness",,"cokiviet"
"1036435","vaguenesses",,"cekovopuin"
"1036436","vaguening",,"ikawefet"
"1036437","vaguens",,"cikuvun"
"1036438","vaguepost",,"akowijet"
"1036439","vagueposted",,"cokivajaan"
"1036440","vagueposting",,"cokivajaa"
"1036441","vagueposts",,"akowiji"
"1036442","vaguer",,"cekoet"
