"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1,087,070",,,
"1073167","xanthates",,"ekiqurat"
"1073168","xanthatin",,"wevenain"
"1073169","xanthation",,"wivinoet"
"1073170","xanthations",,"wivinodei"
"1073171","xanthaurine",,"wavanugoan"
"1073172","xanthd",,"ekiqenu"
"1073173","xanthe",,"wovoin"
"1073174","xanthein",,"ikaqezua"
"1073175","xantheine",,"okuqazet"
"1073176","xantheins",,"ikaqezot"
"1073177","xanthelasma",,"ukeqozite"
"1073178","xanthelasmic",,"ikaqezoton"
"1073179","xanthelasmoidea",,"wevenupoat"
"1073180","xanthematin",,"wivinefuon"
"1073181","xanthemia",,"wevenuu"
"1073182","xanthemiae",,"wavaniet"
"1073183","xanthemias",,"wevenuot"
"1073184","xanthene",,"okuqaza"
"1073185","xanthenes",,"okuqazen"
"1073186","xanthenic",,"ikaqezina"
"1073187","xanthenone",,"wivineo"
"1073188","xanthenyl",,"wavanien"
"1073189","xanthi",,"wiviun"
"1073190","xanthia",,"wuvunon"
"1073191","xanthian",,"akoqisa"
"1073192","xanthians",,"akoqisen"
"1073193","xanthic",,"wivine"
"1073194","xanthid",,"ekiquia"
"1073195","xanthide",,"akoqisin"
"1073196","xanthidium",,"ikaqesen"
"1073197","xanthidiums",,"ikaqesavon"
"1073198","xanthidylic",,"wivinuzoon"
"1073199","xanthifolia",,"wevenonai"
"1073200","xanthin",,"ukeqoon"
"1073201","xanthindaba",,"ekiqusopin"
"1073202","xanthine",,"ikaqesu"
"1073203","xanthines",,"ikaqesot"
"1073204","xanthinic",,"ukeqosun"
"1073205","xanthinin",,"wivinuet"
"1073206","xanthinine",,"wovonie"
"1073207","xanthinol",,"wevenoa"
"1073208","xanthinosin",,"wavanehuu"
"1073209","xanthinoxidase",,"ikaqesucun"
"1073210","xanthins",,"ukeqosan"
"1073211","xanthinthique",,"ikaqesuge"
"1073212","xanthinthiques",,"ikaqesugin"
"1073213","xanthinuria",,"wevenoheet"
"1073214","xanthinuric",,"wavanehaun"
"1073215","xanthiol",,"okuqasona"
"1073216","xanthione",,"akoqisena"
"1073217","xanthiosite",,"okuqasude"
"1073218","xanthipp",,"wevenou"
"1073219","xanthippe",,"wavaneet"
"1073220","xanthippes",,"wavanei"
"1073221","xanthippic",,"wevenoo"
"1073222","xanthism",,"wevenoua"
"1073223","xanthisma",,"wovonian"
"1073224","xanthismas",,"wovoniun"
"1073225","xanthisms",,"wevenoot"
"1073226","xanthitane",,"wavaneon"
"1073227","xanthite",,"akoqisot"
"1073228","xanthium",,"wavaneen"
"1073229","xanthiums",,"wavaneona"
"1073230","xanthiuria",,"okuqasata"
"1073231","xanthization",,"ikaqesetan"
"1073232","xantho",,"wavau"
"1073233","xanthoangelol",,"ekiquhajan"
"1073234","xanthoastrocytoma",,"ukeqohidun"
"1073235","xanthobaccin",,"wuvunetaot"
"1073236","xanthobacter",,"ukeqohute"
"1073237","xanthoblast",,"ikaqehifen"
"1073238","xanthocarpous",,"wuvunevaen"
"1073239","xanthocarpus",,"wovonuviu"
"1073240","xanthocephalus",,"ikaqehufun"
"1073241","xanthocephaluss",,"ikaqehufu"
"1073242","xanthoceras",,"ukeqohafun"
"1073243","xanthocerass",,"ukeqohafu"
"1073244","xanthochroi",,"wivinavaan"
"1073245","xanthochroia",,"wuvuneveen"
"1073246","xanthochroias",,"wuvuneveon"
"1073247","xanthochroic",,"wivinavaat"
"1073248","xanthochroics",,"wivinavae"
"1073249","xanthochroid",,"ekiquhotet"
"1073250","xanthochroids",,"ekiquhoti"
"1073251","xanthochrois",,"wivinavaun"
"1073252","xanthochroism",,"weveniviun"
"1073253","xanthochroisms",,"weveniviu"
"1073254","xanthochromatic",,"akoqiheto"
"1073255","xanthochrome",,"wavanovoe"
"1073256","xanthochromia",,"wovonuvuen"
"1073257","xanthochromias",,"wovonuvuon"
"1073258","xanthochromic",,"weveniviat"
"1073259","xanthochromism",,"wuvuneveun"
"1073260","xanthochromistic",,"ukeqohatu"
"1073261","xanthochroous",,"wuvuneveona"
"1073262","xanthochymol",,"wevenivii"
"1073263","xanthocillin",,"ikaqehuvun"
"1073264","xanthocobalt",,"akoqihecan"
"1073265","xanthocobaltic",,"akoqihecu"
"1073266","xanthocomic",,"wavanovuat"
"1073267","xanthocone",,"okuqahi"
"1073268","xanthoconite",,"wivinavoan"
"1073269","xanthocreatinin",,"wavanovoen"
"1073270","xanthocreatinine",,"wuvuneveuna"
"1073271","xanthocyanopia",,"wavanovuot"
"1073272","xanthocyanopsia",,"wavanovuo"
"1073273","xanthocyanopsy",,"wevenivaan"
"1073274","xanthocyanopy",,"wevenivaon"
"1073275","xanthoderm",,"wovonuan"
"1073276","xanthoderma",,"wivinazien"
"1073277","xanthodermatous",,"okuqahufo"
"1073278","xanthodermic",,"wovonuzou"
"1073279","xanthodont",,"okuqahan"
"1073280","xanthodontous",,"ikaqehacat"
"1073281","xanthoepocin",,"wavanopae"
"1073282","xanthofibroma",,"okuqahavo"
"1073283","xanthofulvin",,"wavanonaot"
"1073284","xanthogalenol",,"ekiquhatan"
"1073285","xanthogen",,"ekiquhu"
"1073286","xanthogenamic",,"akoqihufu"
"1073287","xanthogenamide",,"wavanoraot"
"1073288","xanthogenate",,"wovonurou"
"1073289","xanthogenic",,"ekiquhafo"
"1073290","xanthogranuloma",,"okuqahebi"
"1073291","xanthogranulomatous",,"wuvunereon"
"1073292","xanthohumol",,"wivinasiat"
"1073293","xanthokreatinin",,"wuvunezee"
"1073294","xanthokyanopy",,"wavanozuin"
"1073295","xantholeucoblast",,"wivinapiot"
"1073296","xantholeucophore",,"wovonupoan"
"1073297","xantholiniform",,"wivinapeet"
"1073298","xantholinus",,"wavanopie"
"1073299","xantholysin",,"wivinapoan"
"1073300","xanthoma",,"wuvunean"
"1073301","xanthomas",,"wuvuneun"
"1073302","xanthomata",,"ikaqehaa"
"1073303","xanthomatoses",,"ikaqehitan"
"1073304","xanthomatosis",,"ukeqohutet"
"1073305","xanthomatotic",,"wavanofein"
"1073306","xanthomatous",,"ikaqehiti"
"1073307","xanthomegnin",,"wivinafie"
"1073308","xanthomelanoi",,"wevenifeat"
"1073309","xanthomelanois",,"wevenifee"
"1073310","xanthomelanous",,"wavanofaa"
"1073311","xanthometer",,"wevenifea"
"1073312","xanthommatin",,"wuvunefeet"
"1073313","xanthommatine",,"wivinafae"
"1073314","xanthomonad",,"wivinafoon"
"1073315","xanthomonades",,"wovonufeot"
"1073316","xanthomonadin",,"ukeqohucet"
"1073317","xanthomonads",,"wivinafoan"
"1073318","xanthomonas",,"okuqahoce"
"1073319","xanthomonases",,"ekiquhecon"
"1073320","xanthomonass",,"okuqahocin"
"1073321","xanthomonasses",,"ekiquhecan"
"1073322","xanthomous",,"wuvunein"
"1073323","xanthomyeloma",,"okuqahorot"
"1073324","xanthone",,"akoqihot"
"1073325","xanthones",,"akoqiho"
"1073326","xanthonoid",,"wuvuneina"
"1073327","xanthonoxypropanolamine",,"wuvunehiot"
"1073328","xanthonychid",,"ikaqehuri"
"1073329","xanthopathy",,"ikaqehetet"
"1073330","xanthophane",,"ikaqeheteta"
"1073331","xanthophile",,"ikaqeheti"
"1073332","xanthophloea",,"ekiquhutet"
"1073333","xanthophobia",,"ukeqohoto"
"1073334","xanthophore",,"okuqahate"
"1073335","xanthophose",,"wivinacai"
"1073336","xanthophyceae",,"wivinacaia"
"1073337","xanthophyceaes",,"wivinacaat"
"1073338","xanthophycean",,"akoqihitun"
"1073339","xanthophyl",,"ekiquha"
"1073340","xanthophyles",,"akoqihituna"
"1073341","xanthophyll",,"wevenicion"
"1073342","xanthophyllic",,"weveniciun"
"1073343","xanthophyllite",,"ikaqehetin"
"1073344","xanthophyllous",,"wovonucui"
"1073345","xanthophylls",,"wevenician"
"1073346","xanthophyllum",,"wivinacain"
"1073347","xanthophyls",,"ekiquhuten"
"1073348","xanthophyte",,"ekiquhuta"
"1073349","xanthopia",,"ekiquhua"
"1073350","xanthopias",,"ekiquhot"
"1073351","xanthopicrin",,"ikaqehevat"
"1073352","xanthopicrine",,"okuqahava"
"1073353","xanthopicrite",,"ukeqohoven"
"1073354","xanthoplanine",,"wavanoceot"
"1073355","xanthopous",,"ekiquhota"
"1073356","xanthoproteate",,"wovonucua"
"1073357","xanthoproteic",,"ekiquhubon"
"1073358","xanthoprotein",,"wavanocoot"
"1073359","xanthoproteinic",,"wavanocoet"
"1073360","xanthopsia",,"ekiquhote"
"1073361","xanthopsias",,"ekiquhudo"
"1073362","xanthopsin",,"wuvuneot"
"1073363","xanthopsy",,"okuqahon"
"1073364","xanthopsydracia",,"ukeqohodet"
"1073365","xanthopterin",,"wivinacoat"
"1073366","xanthopterine",,"wovonucea"
"1073367","xanthopterines",,"wovonuceen"
"1073368","xanthopterins",,"wivinacoe"
"1073369","xanthopuccin",,"wivinacian"
"1073370","xanthopuccine",,"wovonucoot"
"1073371","xanthopurpurin",,"ikaqehekin"
"1073372","xanthorhamnin",,"wavanowoo"
"1073373","xanthorhamnine",,"wuvuneweat"
"1073374","xanthorhodopsin",,"okuqahotan"
"1073375","xanthorin",,"wivinaen"
"1073376","xanthorism",,"okuqahun"
"1073377","xanthorrhiza",,"wuvuneween"
"1073378","xanthorrhizas",,"wuvuneweon"
"1073379","xanthorrhizol",,"okuqahoben"
"1073380","xanthorrhoea",,"okuqahobu"
"1073381","xanthorrhoeaceae",,"ekiquheban"
"1073382","xanthorrhoeaceaes",,"ekiquhebun"
"1073383","xanthorrhoeas",,"okuqahobot"
"1073384","xanthorroea",,"wivinawaet"
"1073385","xanthorroeae",,"wovonuwue"
"1073386","xanthorroeas",,"wivinawai"
"1073387","xanthos",,"wavanot"
"1073388","xanthose",,"wuvunei"
"1073389","xanthoses",,"wuvuneat"
"1073390","xanthosiderite",,"ekiquhovi"
"1073391","xanthosiderites",,"ekiquhovat"
"1073392","xanthosine",,"akoqihon"
"1073393","xanthosinyl",,"wivinabean"
"1073394","xanthosis",,"wavanoon"
"1073395","xanthosises",,"wuvuneboot"
"1073396","xanthosisses",,"wuvuneboo"
"1073397","xanthosoma",,"wevenia"
"1073398","xanthosomae",,"wavanobuan"
"1073399","xanthosomas",,"wevenibaen"
"1073400","xanthosomata",,"akoqihecat"
"1073401","xanthosome",,"wuvuneu"
"1073402","xanthospermous",,"wavanobaa"
"1073403","xanthotic",,"ikaqehot"
"1073404","xanthotoxin",,"akoqihocat"
"1073405","xanthotoxol",,"ikaqehacon"
"1073406","xanthoura",,"ukeqohan"
"1073407","xanthouras",,"ukeqohun"
"1073408","xanthous",,"wuvuneana"
"1073409","xanthoxalis",,"wovonumiu"
"1073410","xanthoxaliss",,"wovonumiot"
"1073411","xanthoxenite",,"ekiquhofo"
"1073412","xanthoxin",,"wavanoona"
"1073413","xanthoxyl",,"wivinaa"
"1073414","xanthoxylene",,"okuqahirun"
"1073415","xanthoxyletin",,"wuvunemiet"
"1073416","xanthoxylin",,"ukeqoharot"
"1073417","xanthoxyline",,"ikaqehuria"
"1073418","xanthoxylon",,"ekiquhoro"
"1073419","xanthoxyls",,"wivinaena"
"1073420","xanthoxylum",,"wavanomuat"
"1073421","xanthoxylums",,"wavanomue"
"1073422","xanthrochroid",,"wivinijee"
"1073423","xanthurenate",,"okuqadofat"
"1073424","xanthurenic",,"wuvunowuin"
"1073425","xanthuria",,"okuqadon"
"1073426","xanthus",,"wovonoa"
"1073427","xanthydrol",,"ukeqomun"
"1073428","xanthyl",,"okuqaaa"
"1073429","xanthyletin",,"ikaqemofet"
"1073430","xanthylic",,"okuqamon"
"1073431","xanthylium",,"ukeqomu"
"1073432","xantifibrate",,"ikaqomuvon"
"1073433","xantinol",,"ukeqifan"
"1073434","xantippe",,"ikaqoje"
"1073435","xantippes",,"ikaqojin"
"1073436","xantocillin",,"wuvufatao"
"1073437","xantopurpurin",,"wuvufogeon"
"1073438","xantung",,"wavabot"
"1073439","xantusid",,"weveboat"
"1073440","xantusiid",,"wevebou"
"1073441","xantusiidae",,"wevebotuot"
"1073442","xantusiidaes",,"wevebotuo"
"1073443","xantuss",,"akoqeee"
"1073444","xany",,"wava"
"1073445","xapuri",,"akuwuna"
"1073446","xaque",,"ikiwui"
"1073447","xara",,"wohu"
"1073448","xarifiid",,"wohelii"
"1073449","xarque",,"wahoat"
"1073450","xarun",,"ekowana"
"1073451","xaser",,"wajec"
"1073452","xasonga",,"wojopo"
"1073453","xasonke",,"wijipun"
"1073454","xassonke",,"wijofuu"
"1073455","xats",,"wacu"
"1073456","xauen",,"weqop"
"1073457","xavante",,"wewipet"
"1073458","xavcedu",,"akarei"
"1073459","xaverian",,"wowicio"
"1073460","xaverians",,"wowiciet"
"1073461","xavi",,"wuwi"
"1073462","xavier",,"okonese"
"1073463","xaviera",,"ikinuia"
"1073464","xavieresque",,"akaneqido"
"1073465","xavierian",,"wowevoon"
"1073466","xavierism",,"akaneqo"
"1073467","xavierite",,"wowevoet"
"1073468","xaviers",,"okoniin"
"1073469","xavler",,"wowuu"
"1073470","xayar",,"wugec"
"1073471","xayavong",,"ekumihan"
"1073472","xazar",,"okemara"
"1073473","xbar",,"alajn"
"1073474","xbase",,"weluv"
"1073475","xbead",,"ilomini"
"1073476","xbla",,"ilimt"
"1073477","xblig",,"ilinau"
"1073478","xblocks",,"ilipoat"
"1073479","xbmc",,"wuto"
"1073480","xbodyrow",,"wazuluet"
"1073481","xbone",,"olazin"
"1073482","xbong",,"ulozeo"
"1073483","xbot",,"aliqi"
"1073484","xbow",,"wezi"
"1073485","xbox",,"ilege"
"1073486","xboxed",,"wuzoet"
"1073487","xboxer",,"waziot"
"1073488","xboxing",,"wuzoru"
"1073489","xbred",,"wahat"
"1073490","xbreed",,"wuhuen"
"1073491","xbreeding",,"aletevot"
"1073492","xbreeds",,"wuhuvon"
"1073493","xbrick",,"ilunie"
"1073494","xcabacab",,"omonutun"
"1073495","xcalak",,"welea"
"1073496","xcaret",,"imijen"
"1073497","xcatik",,"weluo"
"1073498","xccdec",,"wanio"
"1073499","xcer",,"weso"
"1073500","xcest",,"wasow"
"1073501","xcii",,"imans"
"1073502","xcin",,"wume"
"1073503","xciv",,"wamaa"
"1073504","xcix",,"wumea"
"1073505","xcixth",,"wumeot"
"1073506","xcls",,"waso"
"1073507","xcode",,"wozav"
"1073508","xcol",,"wozo"
"1073509","xcon",,"wezia"
"1073510","xcopy",,"wozel"
"1073511","xcountry",,"wozepoot"
"1073512","xctl",,"emutna"
"1073513","xcvi",,"wawo"
"1073514","xcvii",,"wawor"
"1073515","xcviiith",,"waworua"
"1073516","xdcc",,"woni"
"1073517","xdead",,"onemoe"
"1073518","xdiv",,"enib"
"1073519","xdmcp",,"oniri"
"1073520","xdna",,"enims"
"1073521","xdon",,"onazn"
"1073522","xdragoon",,"wehamain"
"1073523","xdress",,"onitun"
"1073524","xdressed",,"wahiqiin"
"1073525","xdresser",,"wehuquat"
"1073526","xdresses",,"enotawet"
"1073527","xdressing",,"wahiqii"
"1073528","xdrsnzg",,"inucoata"
"1073529","xdrszgnv",,"wehomou"
"1073530","xdsgn",,"enilaa"
"1073531","xdsgnv",,"wujion"
"1073532","xdsl",,"enitta"
"1073533","xdsmgn",,"unevo"
"1073534","xdsng",,"enizie"
"1073535","xdynamics",,"enuzipat"
"1073536","xebec",,"womus"
"1073537","xebeck",,"wemiun"
"1073538","xebecque",,"wemiseu"
"1073539","xebecs",,"womuen"
"1073540","xebeque",,"wemije"
"1073541","xebra",,"urajeno"
"1073542","xeeb",,"wose"
"1073543","xeer",,"wosea"
"1073544","xeet",,"wesoa"
"1073545","xeeted",,"uriquna"
"1073546","xeeting",,"uriqien"
"1073547","xeets",,"wesoq"
"1073548","xeir",,"wimo"
"1073549","xela",,"wosa"
"1073550","xelepop",,"wasohi"
"1073551","xeloda",,"iripet"
"1073552","xema",,"eromri"
"1073553","xemacs",,"eromatu"
"1073554","xemacss",,"eromaen"
"1073555","xemas",,"eromara"
"1073556","xemb",,"weta"
"1073557","xember",,"arenini"
"1073558","xeme",,"uratte"
"1073559","xemilofiban",,"eronihuven"
"1073560","xemself",,"uracaena"
"1073561","xemu",,"urawte"
"1073562","xena",,"wevu"
"1073563","xenacanth",,"uremiron"
"1073564","xenacanthid",,"wuvosuhuon"
"1073565","xenacanthiform",,"erimarogat"
"1073566","xenacanthimorph",,"wovasohoa"
"1073567","xenacanthine",,"wevusehee"
"1073568","xenacanthini",,"wovasohoan"
"1073569","xenacanthinis",,"wovasohoun"
"1073570","xenacanthus",,"iramoruga"
"1073571","xenacoelomorph",,"wavisipoat"
"1073572","xenagogue",,"wivemeat"
"1073573","xenagogy",,"wovamain"
"1073574","xenakis",,"wavitan"
"1073575","xenakiss",,"wavitoun"
"1073576","xenalipin",,"iramasa"
"1073577","xenaphile",,"aromeroa"
"1073578","xenarchi",,"wovacuu"
"1073579","xenarchis",,"wovacuot"
"1073580","xenarthra",,"wivecean"
"1073581","xenarthrae",,"wovacaot"
"1073582","xenarthral",,"erimubu"
"1073583","xenarthran",,"aromiben"
"1073584","xenarthras",,"wiveceun"
"1073585","xenarthrous",,"wivecesein"
"1073586","xenate",,"uremua"
"1073587","xenaverse",,"wivedoet"
"1073588","xenavidin",,"erimisuna"
"1073589","xenazoic",,"uremahena"
"1073590","xenbucin",,"wovebue"
"1073591","xenelasia",,"ureterone"
"1073592","xenelasy",,"arotoree"
"1073593","xenematide",,"wevizeet"
"1073594","xenharmonic",,"uremequcin"
"1073595","xenharmonics",,"uremequca"
"1073596","xenharmony",,"erimiqin"
"1073597","xenia",,"weven"
"1073598","xenial",,"urenale"
"1073599","xenian",,"iranite"
"1073600","xeniaphobia",,"erinijeca"
"1073601","xenias",,"wevein"
"1073602","xeniatrophobia",,"iranabice"
"1073603","xenic",,"wavas"
"1073604","xenica",,"weveu"
"1073605","xenical",,"urenioa"
"1073606","xenically",,"wavasae"
"1073607","xenici",,"wavaon"
"1073608","xenicid",,"urenioe"
"1073609","xenicidae",,"ureniseta"
"1073610","xenicidaes",,"urenisi"
"1073611","xenicity",,"erinasan"
"1073612","xenicus",,"wuvusu"
"1073613","xenicuses",,"wivisoi"
"1073614","xenicuss",,"wuvusiot"
"1073615","xenicusses",,"wivisoat"
"1073616","xenid",,"urenute"
"1073617","xenide",,"iranetn"
"1073618","xenides",,"iraniia"
"1073619","xeniid",,"urenali"
"1073620","xeniobiosis",,"urenusacot"
"1073621","xenipentone",,"wevehaheun"
"1073622","xenism",,"wivien"
"1073623","xenismos",,"wavaqee"
"1073624","xenisthmid",,"orunebat"
"1073625","xenite",,"iranonn"
"1073626","xenium",,"wovoat"
"1073627","xenix",,"oruneno"
"1073628","xenization",,"erinorin"
"1073629","xenna",,"irazane"
"1073630","xennial",,"wovore"
"1073631","xenno",,"urezui"
"1073632","xeno",,"wovia"
"1073633","xenoamicin",,"irapapo"
"1073634","xenoandrogen",,"wavenozien"
"1073635","xenoandrogenic",,"wavenozian"
"1073636","xenoandrogenicity",,"eripifibin"
"1073637","xenoanthropologist",,"orupufuta"
"1073638","xenoanthropology",,"wavenodio"
"1073639","xenoantibody",,"wuvanedian"
"1073640","xenoantigen",,"orupufuvun"
"1073641","xenoantigenic",,"orupufuvot"
"1073642","xenoantigenicity",,"wuvanedion"
"1073643","xenoarchaeological",,"wovinivaon"
"1073644","xenoarchaeology",,"urepeqaton"
"1073645","xenoarcheological",,"wevonovuun"
"1073646","xenoarcheology",,"irapaqutun"
"1073647","xenoarchitecture",,"aropoqetin"
"1073648","xenobacteriology",,"wivuriviat"
"1073649","xenobiochemistry",,"wuvarejiet"
"1073650","xenobiological",,"aropisofa"
"1073651","xenobiologies",,"waverojoat"
"1073652","xenobiologist",,"aropisofot"
"1073653","xenobiology",,"wivurajaa"
"1073654","xenobiont",,"eripuse"
"1073655","xenobiosis",,"urepose"
"1073656","xenobiotic",,"wuvareon"
"1073657","xenobiotically",,"wuvarejuot"
"1073658","xenobiotics",,"wuvarejuan"
"1073659","xenoblast",,"eripuzat"
"1073660","xenoblastic",,"eripuzadin"
"1073661","xenoblasts",,"eripuze"
"1073662","xenobot",,"wuvaru"
"1073663","xenobotanist",,"woviradui"
"1073664","xenobotany",,"urepohan"
"1073665","xenocarpy",,"wovisou"
"1073666","xenoceltitid",,"wivusopiot"
"1073667","xenocentric",,"irapozuga"
"1073668","xenocentricism",,"eripazogi"
"1073669","xenocentrism",,"eripazogo"
"1073670","xenoceratops",,"aropuzaton"
"1073671","xenochemical",,"wuvasapoat"
"1073672","xenochemistry",,"eriparuhet"
"1073673","xenochia",,"irapore"
"1073674","xenochimaeric",,"wevosotuot"
"1073675","xenochimera",,"wevosotuun"
"1073676","xenochimeric",,"wavesetiet"
"1073677","xenochronous",,"iraporici"
"1073678","xenochrony",,"urepirun"
"1073679","xenocidal",,"wevosiet"
"1073680","xenocide",,"aropuse"
"1073681","xenoclast",,"wevoseet"
"1073682","xenoclea",,"aropuze"
"1073683","xenocleas",,"aropuzin"
"1073684","xenoclitic",,"wavesaot"
"1073685","xenocongrid",,"orupehisun"
"1073686","xenocontamination",,"orupehigun"
"1073687","xenocoumacin",,"urepihohin"
"1073688","xenocracy",,"aropuqu"
"1073689","xenocratean",,"aropuqugo"
"1073690","xenocrateans",,"aropuquget"
"1073691","xenocrates",,"wovisiin"
"1073692","xenocratic",,"wivusuat"
"1073693","xenocratics",,"wivususie"
"1073694","xenocryst",,"wuvasaa"
"1073695","xenocrystal",,"irapoqada"
"1073696","xenocrystic",,"wuvasanion"
"1073697","xenocrysts",,"wuvasaen"
"1073698","xenoculture",,"orupedegi"
"1073699","xenocurrency",,"aropudabet"
"1073700","xenocyst",,"irapomat"
"1073701","xenocytology",,"wuvasoduun"
"1073702","xenocytophilic",,"wevosudeet"
"1073703","xenoderm",,"wuvatiin"
"1073704","xenodermatid",,"wuvatiwoi"
"1073705","xenodermid",,"irapizin"
"1073706","xenoderminae",,"eripezehot"
"1073707","xenodiagnoses",,"wovitusuat"
"1073708","xenodiagnosis",,"wivutasaon"
"1073709","xenodiagnosiss",,"wivutasaan"
"1073710","xenodiagnostic",,"oruposeso"
"1073711","xenodiscid",,"wevotii"
"1073712","xenodiversity",,"wevotikoin"
"1073713","xenodocheion",,"orupohite"
"1073714","xenodocheionology",,"wivuteveot"
"1073715","xenodocheions",,"orupohitin"
"1073716","xenodocheum",,"wavetiviot"
"1073717","xenodochia",,"wavetiin"
"1073718","xenodochial",,"irapihuten"
"1073719","xenodochion",,"irapihuteta"
"1073720","xenodochiophobia",,"eripehotin"
"1073721","xenodochium",,"wevotuvue"
"1073722","xenodochiums",,"wevotuvuin"
"1073723","xenodochy",,"wevotuet"
"1073724","xenodollar",,"wovitao"
"1073725","xenodontine",,"wovitahoet"
"1073726","xenoembryo",,"wuvavaen"
"1073727","xenoencyclopedia",,"wovivuvoe"
"1073728","xenoengineering",,"wuvaveriet"
"1073729","xenoengraftment",,"wevoviruon"
"1073730","xenoepist",,"woviveot"
"1073731","xenoestrogen",,"aropewoban"
"1073732","xenoestrogenic",,"aropewobu"
"1073733","xenoestrogenicity",,"wovivudaen"
"1073734","xenoestrogens",,"aropewobun"
"1073735","xenoethics",,"wevovuan"
"1073736","xenofeminism",,"wevolafao"
"1073737","xenofeminist",,"orupizovot"
"1073738","xenofiction",,"orupisigu"
"1073739","xenofobe",,"waveliat"
"1073740","xenofobia",,"wovilaa"
"1073741","xenofree",,"wovilie"
"1073742","xenogamic",,"wovimoa"
"1073743","xenogamies",,"wevomeat"
"1073744","xenogamous",,"wivumiu"
"1073745","xenogamy",,"wuvamua"
"1073746","xenogender",,"irapazin"
"1073747","xenogeneic",,"irapazot"
"1073748","xenogeneically",,"irapazufat"
"1073749","xenogeneous",,"urepezafe"
"1073750","xenogeneses",,"orupuzifi"
"1073751","xenogenesis",,"irapazufen"
"1073752","xenogenetic",,"wivumohuu"
"1073753","xenogenetically",,"wivumohui"
"1073754","xenogenetics",,"wivumohuot"
"1073755","xenogenic",,"urepezan"
"1073756","xenogenicity",,"wevomahain"
"1073757","xenogenies",,"irapaza"
"1073758","xenogenous",,"aropozet"
"1073759","xenogeny",,"eripizan"
"1073760","xenogeography",,"aropozosu"
"1073761","xenogeology",,"orupuzufe"
"1073762","xenoglossia",,"urepezedot"
"1073763","xenoglossias",,"urepezedo"
"1073764","xenoglossic",,"irapazadon"
"1073765","xenoglossically",,"irapazadot"
