"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1087070",,,
"Author: Gino Rouzee",,,
,,,
"ID","EN",,"MJ"
"134675","cabalhin",,"okimurun"
"134676","cabalic",,"ukamean"
"134677","cabaling",,"lumevaot"
"134678","cabalism",,"okimusat"
"134679","cabalisms",,"okimuse"
"134680","cabalist",,"lamovei"
"134681","cabalistic",,"lamovee"
"134682","cabalistical",,"ikumasuge"
"134683","cabalistically",,"lamovebuon"
"134684","cabalists",,"lamoveat"
"134685","cabalitian",,"okimusin"
"134686","cabalize",,"lemivoin"
"134687","cabalized",,"ukamesun"
"134688","cabalizes",,"lemivoa"
"134689","cabalizing",,"ukamesen"
"134690","caball",,"lumean"
"134691","caballa",,"lamoven"
"134692","caballada",,"ukamezun"
"134693","caballard",,"lamovui"
"134694","caballed",,"ekomize"
"134695","caballer",,"okimuzi"
"134696","caballeria",,"ikumazon"
"134697","caballerial",,"limavopaun"
"134698","caballero",,"ukamezu"
"134699","caballeros",,"ukamezot"
"134700","caballers",,"okimuzata"
"134701","caballine",,"ukamezin"
"134702","caballing",,"ekomizeta"
"134703","caballito",,"ukamezota"
"134704","caballo",,"lemivin"
"134705","caballoid",,"ukamezina"
"134706","caballos",,"lemivaa"
"134707","caballs",,"lumevun"
"134708","caballus",,"limavoen"
"134709","cabalquinto",,"ikumacevun"
"134710","cabals",,"ukamon"
"134711","cabalzarite",,"lomuvasuin"
"134712","caban",,"ikumo"
"134713","cabana",,"ukameta"
"134714","cabanas",,"ukamii"
"134715","cabanatuan",,"ekomara"
"134716","cabanbanan",,"lomupoe"
"134717","cabane",,"okima"
"134718","cabanes",,"okimeen"
"134719","cabangahan",,"ukamina"
"134720","cabangan",,"lumepiu"
"134721","cabangaran",,"ukaminot"
"134722","cabangcalan",,"okimenitin"
"134723","cabanglasan",,"okimenetot"
"134724","cabanilla",,"ekomaso"
"134725","cabanillas",,"ekomaset"
"134726","cabanis",,"ikumoot"
"134727","cabaniss",,"ikumoso"
"134728","cabanossi",,"akemuhan"
"134729","cabaon",,"akemot"
"134730","cabarasan",,"lomuceat"
"134731","cabaret",,"lemicun"
"134732","cabareted",,"ikumezin"
"134733","cabaretier",,"ukamozu"
"134734","cabareting",,"ikumezi"
"134735","cabaretist",,"ukamozin"
"134736","cabarets",,"lemicuu"
"134737","cabarettist",,"lamocidue"
"134738","cabarita",,"limacuo"
"134739","cabaritan",,"ukamosu"
"134740","cabariuan",,"lamocean"
"134741","cabariwan",,"lumecain"
"134742","cabaroan",,"limacao"
"134743","cabarroguis",,"lamocajeot"
"134744","cabarrus",,"lomucoan"
"134745","cabaruan",,"lamociet"
"134746","cabas",,"lomuq"
"134747","cabasa",,"limae"
"134748","cabasan",,"ukamiia"
"134749","cabasaran",,"lomuqeat"
"134750","cabase",,"lemian"
"134751","cabases",,"lemiqun"
"134752","cabassa",,"limaqin"
"134753","cabasset",,"ukamiwan"
"134754","cabassets",,"ukamiwun"
"134755","cabassoi",,"lumeqau"
"134756","cabassou",,"limaquo"
"134757","cabassous",,"limaquet"
"134758","cabassouses",,"lomuqijoin"
"134759","cabastine",,"limaqaet"
"134760","cabatacan",,"lemiwain"
"134761","cabatuan",,"lumewoun"
"134762","cabatuhan",,"ikumiden"
"134763","cabaya",,"lamoin"
"134764","cabayhan",,"limalio"
"134765","cabayugan",,"ekomedot"
"134766","cabazitaxel",,"lumemadaa"
"134767","cabazon",,"limamot"
"134768","cabazons",,"limamao"
"134769","cabbage",,"ekoniat"
"134770","cabbageball",,"lemunapiet"
"134771","cabbaged",,"lomaneon"
"134772","cabbagehead",,"ekoninuta"
"134773","cabbageheaded",,"lemunapieta"
"134774","cabbageheadedness",,"ekoninute"
"134775","cabbageless",,"laminupeun"
"134776","cabbagelike",,"lumonipaen"
"134777","cabbages",,"ekonine"
"134778","cabbagetown",,"ikunanegi"
"134779","cabbagetowns",,"ikunanegat"
"134780","cabbagewood",,"lumonipea"
"134781","cabbageworm",,"lemunapion"
"134782","cabbageworms",,"lemunapian"
"134783","cabbagey",,"ikunanin"
"134784","cabbaging",,"lomanein"
"134785","cabbagy",,"ukanei"
"134786","cabbala",,"lomanet"
"134787","cabbalah",,"ekonizu"
"134788","cabbalahs",,"ekonizot"
"134789","cabbalas",,"lomanei"
"134790","cabbalic",,"lemunain"
"134791","cabbaling",,"ikunazon"
"134792","cabbalise",,"laminui"
"134793","cabbalised",,"ikunazen"
"134794","cabbalises",,"laminuat"
"134795","cabbalising",,"ikunazude"
"134796","cabbalism",,"lumoniot"
"134797","cabbalisms",,"lumonio"
"134798","cabbalist",,"ukanezu"
"134799","cabbalistic",,"ukanezado"
"134800","cabbalistical",,"laminutio"
"134801","cabbalistically",,"ukanezade"
"134802","cabbalists",,"ukanezot"
"134803","cabbalize",,"akenozet"
"134804","cabbalized",,"lemunaa"
"134805","cabbalizes",,"akenozi"
"134806","cabbalizing",,"lemunateat"
"134807","cabbed",,"lamiu"
"134808","cabbeling",,"ekonozo"
"134809","cabbeljaw",,"ekonozin"
"134810","cabbelling",,"lemuvai"
"134811","cabber",,"lemuan"
"134812","cabbie",,"ukanet"
"134813","cabbies",,"ukanii"
"134814","cabbin",,"lumoan"
"134815","cabbing",,"lamiron"
"134816","cabbiri",,"lomaran"
"134817","cabbit",,"lemuun"
"134818","cabble",,"lumoon"
"134819","cabbled",,"okinuo"
"134820","cabbler",,"ikunau"
"134821","cabbling",,"okinusun"
"134822","cabbon",,"lemuuna"
"134823","cabby",,"okinoe"
"134824","cabbys",,"okinaa"
"134825","cabcabon",,"lomenoi"
"134826","cabda",,"akeso"
"134827","cabdella",,"ekosoze"
"134828","cabdrive",,"okisason"
"134829","cabdriver",,"lumucau"
"134830","cabdrivers",,"lumucaot"
"134831","cabdriving",,"limicuun"
"134832","cabe",,"lame"
"134833","cabecera",,"ukatizon"
"134834","cabecudo",,"ukatidi"
"134835","cabedelo",,"lumatoat"
"134836","cabeiri",,"ukatiata"
"134837","cabeiris",,"ukatiqe"
"134838","cabeliau",,"okitusi"
"134839","cabell",,"lomiet"
"134840","cabellerote",,"lomivepuin"
"134841","cabellian",,"ukatezin"
"134842","cabello",,"lumavun"
"134843","cabellon",,"aketozon"
"134844","cabells",,"lomivi"
"134845","caber",,"ukatoa"
"134846","cabergoline",,"okitanufa"
"134847","cabermox",,"limucio"
"134848","cabernet",,"aketifo"
"134849","cabernets",,"aketifet"
"134850","cabers",,"ukatet"
"134851","cabery",,"ekoti"
"134852","caberys",,"ekotuat"
"134853","cabes",,"lameq"
"134854","cabesse",,"lumaqi"
"134855","cabestro",,"lomiquan"
"134856","cabestros",,"lomiquun"
"134857","cabet",,"ikutii"
"134858","cabets",,"ikutun"
"134859","cabeza",,"ekoton"
"134860","cabezas",,"ekotoan"
"134861","cabezon",,"lemome"
"134862","cabezone",,"lamemoen"
"134863","cabezones",,"lamemoon"
"134864","cabezons",,"lemomiin"
"134865","cabf",,"ekoka"
"134866","cabful",,"lameen"
"134867","cabg",,"lomua"
"134868","cabgy",,"lumel"
"134869","cabi",,"lema"
"134870","cabiai",,"lomeon"
"134871","cabiao",,"lumian"
"134872","cabibbo",,"lumirat"
"134873","cabicahan",,"lemasao"
"134874","cabilao",,"ekoniu"
"134875","cabildo",,"lemavin"
"134876","cabildos",,"lemavia"
"134877","cabilinan",,"ukanesa"
"134878","cabilliau",,"limovoan"
"134879","cabimas",,"lamuzet"
"134880","cabimass",,"lamuzui"
"134881","cabin",,"okine"
"134882","cabinboy",,"limopien"
"134883","cabinda",,"lumipat"
"134884","cabindan",,"akenuvet"
"134885","cabined",,"lomepon"
"134886","cabinesque",,"akenuzan"
"134887","cabiness",,"ekonazin"
"134888","cabinet",,"lomepi"
"134889","cabinetable",,"lemapudoet"
"134890","cabineted",,"ukanizun"
"134891","cabineteer",,"ukanizu"
"134892","cabinetful",,"lemapui"
"134893","cabineting",,"ukanizen"
"134894","cabinetisation",,"lomepadaun"
"134895","cabinetlike",,"okinezufa"
"134896","cabinetm",,"lamupii"
"134897","cabinetmake",,"lumipodeen"
"134898","cabinetmaker",,"ikunozahun"
"134899","cabinetmakers",,"ikunozahu"
"134900","cabinetmaking",,"okinezuhan"
"134901","cabinetmakings",,"okinezuhun"
"134902","cabinetr",,"ekonazina"
"134903","cabinetries",,"akenuzobe"
"134904","cabinetry",,"ikunozen"
"134905","cabinets",,"lomepaat"
"134906","cabinette",,"ukanize"
"134907","cabinetted",,"lamupian"
"134908","cabinetwood",,"okinezumin"
"134909","cabinetwork",,"akenuzomu"
"134910","cabinetworker",,"lemapudie"
"134911","cabinetworkers",,"lemapudiin"
"134912","cabinetworking",,"lamupidoat"
"134913","cabinetworks",,"akenuzomot"
"134914","cabinful",,"ekonamo"
"134915","cabining",,"lomepiin"
"134916","cabinless",,"lemapaen"
"134917","cabinlike",,"lamupue"
"134918","cabinmate",,"lemapeo"
"134919","cabinmates",,"lemapeet"
"134920","cabins",,"okinet"
"134921","cabinss",,"okinei"
"134922","cabintan",,"akenubon"
"134923","cabio",,"limof"
"134924","cabira",,"ekonat"
"134925","cabirean",,"lumicoe"
"134926","cabireans",,"lumicoin"
"134927","cabiri",,"akenoa"
"134928","cabiria",,"ekonuu"
"134929","cabirian",,"lamucean"
"134930","cabirians",,"lamuceun"
"134931","cabirias",,"ekonusot"
"134932","cabiric",,"akenien"
"134933","cabirics",,"akenison"
"134934","cabiris",,"akeniet"
"134935","cabiritic",,"lemacoet"
"134936","cabiritics",,"lemacoi"
"134937","cabiten",,"lomewi"
"134938","cabitoonan",,"ukanuho"
"134939","cabladan",,"okituvon"
"134940","cable",,"okitie"
"134941","cablecar",,"lamoveen"
"134942","cablecast",,"lumevae"
"134943","cablecasted",,"ekototadot"
"134944","cablecaster",,"okititedun"
"134945","cablecasters",,"okititedu"
"134946","cablecasting",,"ekototadan"
"134947","cablecasts",,"lumevain"
"134948","cableco",,"ukatai"
"134949","cabled",,"limaea"
"134950","cablee",,"ekotia"
"134951","cablegami",,"okitine"
"134952","cablegate",,"lumeviu"
"134953","cablegram",,"lumeviot"
"134954","cablegrammed",,"ukatanuten"
"134955","cablegramming",,"ukatanute"
"134956","cablegrams",,"lumevio"
"134957","cablelaid",,"ekotozot"
"134958","cableless",,"lemivaaa"
"134959","cablelike",,"lamovuat"
"134960","cableman",,"lamovaon"
"134961","cablemen",,"limavio"
"134962","cablephoto",,"lumevoen"
"134963","cabler",,"lumei"
"134964","cablers",,"lumevat"
"134965","cables",,"okito"
"134966","cablese",,"ekotoat"
"134967","cableses",,"ekotowe"
"134968","cabless",,"okitiet"
"134969","cablessness",,"lamovebie"
"134970","cablet",,"limau"
"134971","cabletie",,"lomuvuan"
"134972","cablets",,"limavot"
"134973","cablevision",,"aketegedin"
"134974","cablevisions",,"aketegeda"
"134975","cableway",,"ikutukin"
"134976","cableways",,"ikutuka"
"134977","cablework",,"limavion"
"134978","cablin",,"lomui"
"134979","cablinasian",,"aketufudin"
"134980","cabling",,"limaret"
"134981","cablings",,"limarui"
"134982","cablish",,"lamori"
"134983","cabman",,"ekovat"
"134984","cabmans",,"ekovie"
"134985","cabmen",,"ukavon"
"134986","cabmens",,"ukavaan"
"134987","cabo",,"limi"
"134988","cabob",,"okipa"
"134989","cabobbed",,"ekopusat"
"134990","cabobbing",,"ekopuso"
"134991","cabobble",,"akepiso"
"134992","cabobbled",,"lemerein"
"134993","cabobbles",,"akepiset"
"134994","cabobbling",,"lemerei"
"134995","cabobs",,"okipo"
"134996","caboc",,"limis"
"134997","caboceer",,"akepuza"
"134998","caboceers",,"akepuzen"
"134999","caboche",,"ekopaun"
"135000","caboched",,"lomosoi"
"135001","cabochien",,"lamasaat"
"135002","cabochiens",,"lamasae"
"135003","cabochon",,"limisiet"
"135004","cabochons",,"limisii"
"135005","cabocle",,"ukapii"
"135006","caboclo",,"okipeon"
"135007","caboclos",,"okipezan"
"135008","cabocs",,"limiu"
"135009","cabomba",,"ekopuun"
"135010","cabombaceae",,"akepisuzon"
"135011","cabombaceaes",,"akepisuzan"
"135012","cabombaceous",,"ekopusazet"
"135013","cabombae",,"akepisoa"
"135014","cabombas",,"ekopusu"
"135015","cabong",,"akepoa"
"135016","cabongbongan",,"lemepatau"
"135017","cabonne",,"lomopi"
"135018","caboodle",,"lomofuan"
"135019","caboodles",,"lomofuun"
"135020","cabook",,"lumuat"
"135021","cabool",,"okipeta"
"135022","cabools",,"okipoi"
"135023","caboose",,"lumufat"
"135024","cabooses",,"lumufae"
"135025","caboquinho",,"limijee"
"135026","cabora",,"ikupe"
"135027","caborojo",,"lomocue"
"135028","caborojos",,"lomocuin"
"135029","cabosh",,"okipete"
"135030","caboshed",,"lomoqoan"
"135031","caboshes",,"ekoparin"
"135032","caboshing",,"lomoqoa"
"135033","cabossed",,"akepuwo"
"135034","cabosside",,"akepuwon"
"135035","cabot",,"ekope"
"135036","cabotage",,"okipori"
"135037","cabotages",,"okiporat"
"135038","cabotegravir",,"limiwerau"
"135039","cabotin",,"lamawon"
"135040","cabotinage",,"lemewoon"
"135041","cabots",,"ekopat"
"135042","cabouca",,"limibin"
"135043","cabourg",,"okipii"
"135044","cabover",,"lemede"
"135045","caboverdean",,"limidewoon"
"135046","caboverdian",,"lumudowio"
"135047","cabowner",,"limiguo"
"135048","cabozantinib",,"ukaparagon"
"135049","cabr",,"akeje"
"135050","cabra",,"ekojia"
"135051","cabradilla",,"laminoun"
"135052","cabral",,"lemuune"
"135053","cabralealactone",,"okijuzatet"
"135054","cabrales",,"laminuet"
"135055","cabrals",,"lemunu"
"135056","cabramatta",,"akejopi"
"135057","cabramurra",,"akejopan"
"135058","cabras",,"ekojan"
"135059","cabre",,"ukaja"
"135060","cabree",,"ikujat"
"135061","cabreja",,"lemuve"
"135062","cabrera",,"lomavet"
"135063","cabreras",,"lomavoi"
"135064","cabrerite",,"ikujuqo"
"135065","cabresta",,"lemuvou"
"135066","cabrestas",,"lemuvoot"
"135067","cabresto",,"lomavian"
"135068","cabrestos",,"lomaviun"
"135069","cabret",,"lamiot"
"135070","cabretta",,"ukajaban"
"135071","cabrettas",,"ukajabun"
"135072","cabrette",,"okijibet"
"135073","cabreuva",,"lumovoat"
"135074","cabrewing",,"lomavou"
"135075","cabri",,"akeju"
"135076","cabriales",,"lamiruan"
"135077","cabrie",,"ukajon"
"135078","cabries",,"ukajian"
"135079","cabriite",,"lamirei"
"135080","cabrilla",,"ikujozen"
"135081","cabrillas",,"ikujozon"
"135082","cabrini",,"lumoru"
"135083","cabrinis",,"lumoraot"
"135084","cabrio",,"okijet"
"135085","cabriole",,"lemuria"
"135086","cabrioles",,"lemurien"
"135087","cabriolet",,"ukajihin"
"135088","cabriolets",,"ukajiha"
"135089","cabrios",,"okijei"
"135090","cabrit",,"lemue"
"135091","cabrito",,"limero"
"135092","cabrits",,"lemurin"
"135093","cabron",,"lemuea"
"135094","cabruca",,"akejeot"
"135095","cabs",,"lemaa"
"135096","cabside",,"ikucou"
"135097","cabstand",,"okicoron"
"135098","cabstands",,"okicoran"
"135099","cabugao",,"lumamun"
"135100","cabugawan",,"okiwurat"
"135101","cabugcabug",,"ekowito"
"135102","cabuja",,"ukawon"
"135103","cabul",,"okiwu"
"135104","cabulalaan",,"ekowiro"
"135105","cabulance",,"lemovaot"
"135106","cabulihan",,"ekowisen"
"135107","cabulla",,"limuva"
"135108","cabuloan",,"lumaveu"
"135109","cabuloran",,"ikuwahet"
"135110","cabuloside",,"lumavea"
"135111","cabunbata",,"ikuwosa"
"135112","cabunga",,"ikuwoot"
"135113","cabungaan",,"limupoon"
"135114","cabungahan",,"okiwenin"
"135115","cabungan",,"lomipeun"
"135116","cabureiba",,"lemocuot"
"135117","caburn",,"limuin"
"135118","caburo",,"ekowat"
"135119","cabusao",,"limuqot"
"135120","cabusay",,"limuqin"
"135121","cabusligan",,"limuqoun"
"135122","cabuya",,"limue"
"135123","cabuyao",,"lamelo"
"135124","cabuyas",,"limulin"
"135125","cabwoman",,"ekodepin"
"135126","caca",,"akomo"
"135127","cacace",,"ukemo"
"135128","cacaerometer",,"lunevujeo"
"135129","cacaesthesia",,"ukemaweto"
"135130","cacafean",,"ukemazat"
"135131","cacafogo",,"linalaon"
"135132","cacafogos",,"linalaan"
"135133","cacafuego",,"luneloot"
"135134","cacafuegos",,"luneloo"
"135135","cacafugo",,"lanolian"
"135136","cacahou",,"linana"
"135137","cacahuamilpa",,"leninusiun"
"135138","cacahuananche",,"ekimudajan"
"135139","cacahuatepec",,"leninusaet"
"135140","cacaine",,"linarot"
"135141","cacaj",,"lenis"
"135142","cacajai",,"lonusi"
"135143","cacajao",,"lunesat"
"135144","cacajaoes",,"linasoen"
"135145","cacajaos",,"lunesie"
"135146","cacak",,"ukema"
"135147","cacaks",,"ukemona"
"135148","cacalia",,"lenivu"
"135149","cacaliae",,"lanoveet"
"135150","cacalias",,"lenivoot"
"135151","cacam",,"ikamea"
"135152","cacan",,"lunep"
"135153","cacana",,"lanoot"
"135154","cacanapa",,"ekimare"
"135155","cacanapas",,"ekimarin"
"135156","cacanas",,"lanopo"
"135157","cacanny",,"okumeeta"
"135158","cacans",,"lunei"
"135159","cacanthrax",,"linapai"
"135160","cacao",,"okumo"
"135161","cacaoidin",,"ukemusina"
"135162","cacaopera",,"ukemujun"
"135163","cacaos",,"okumoa"
"135164","cacaphony",,"lanohaat"
"135165","cacara",,"linae"
"135166","cacaransan",,"luneciot"
"135167","cacaras",,"linacin"
"135168","cacaritan",,"lanocean"
"135169","cacas",,"akomu"
"135170","cacation",,"ukemusea"
"135171","cacatorium",,"ukemuha"
"135172","cacatory",,"ukemuhat"
"135173","cacatua",,"leniwun"
"135174","cacatuae",,"lanowio"
"135175","cacatuas",,"leniwuu"
"135176","cacatuid",,"ikamidot"
"135177","cacatuidae",,"ikamido"
"135178","cacatuidaes",,"ikamidupet"
"135179","cacatuinae",,"ekimeda"
"135180","cacatuinaes",,"ekimedojen"
"135181","cacawan",,"linagin"
"135182","cacaxte",,"ekimaan"
"135183","caccabis",,"lonenoi"
"135184","caccabiss",,"lonenoat"
"135185","caccagogue",,"okurune"
"135186","caccamo",,"akoroa"
"135187","caccavale",,"okurugon"
"135188","cacce",,"ikarua"
"135189","cacchione",,"ikareset"
"135190","caccia",,"akorin"
"135191","caccias",,"akorua"
"135192","cacciatora",,"ikaroret"
"135193","cacciatore",,"ekirara"
"135194","cacciatorini",,"lenaradae"
"135195","cacciavi",,"lanuruon"
"135196","caccini",,"linoro"
"135197","caccinian",,"akorufan"
"135198","caccinis",,"linoruet"
"135199","cacciocavallo",,"loneruviet"
"135200","cacciocavallos",,"loneruvii"
"135201","cacciola",,"loneruat"
"135202","caccioppoli",,"lenariceun"
"135203","caccobius",,"lonefoun"
"135204","cace",,"ikata"
"135205","cacei",,"ikatoa"
"135206","cacemphaton",,"ikatejitat"
"135207","caceres",,"lunaci"
"135208","cacergasia",,"linucoi"
"135209","cacesthesia",,"ikatobifi"
"135210","cacesthesis",,"okutebofin"
"135211","cacetti",,"okutoet"
"135212","cacfs",,"loniq"
"135213","cacha",,"lonan"
"135214","cachable",,"laninaet"
"135215","cachaca",,"linenin"
"135216","cachacas",,"linenua"
"135217","cachaemia",,"laninian"
"135218","cachaemias",,"laniniun"
"135219","cachaemic",,"lunonoin"
"135220","cachalot",,"lonaneun"
"135221","cachalote",,"lenunao"
"135222","cachalots",,"lonaneu"
"135223","cachamarca",,"ekimipa"
"135224","cachan",,"ikamui"
"135225","cachapa",,"ikamain"
"135226","cachapoal",,"laniniat"
"135227","cachar",,"ekimate"
"135228","cachavirus",,"laninue"
"135229","cachaza",,"ikamau"
"135230","cache",,"laniv"
"135231","cacheability",,"akomeravin"
"135232","cacheable",,"lunovie"
"135233","cachectic",,"ikamuto"
"135234","cachectical",,"lunovadoo"
"135235","cachectin",,"lonavie"
"135236","cached",,"ikamun"
"135237","cacheing",,"okumisun"
"135238","cachel",,"okumena"
"135239","cacheless",,"ekimozot"
"135240","cachemia",,"lunovuu"
"135241","cachemic",,"linevien"
"135242","cachepot",,"lineveen"
"135243","cachepots",,"lineveon"
"135244","cacher",,"ukemone"
"135245","caches",,"lania"
"135246","cachespell",,"ekimowen"
"135247","cachet",,"ikamee"
"135248","cacheted",,"linevaot"
"135249","cachetic",,"ikamuba"
"135250","cacheting",,"linevaan"
"135251","cachets",,"ikamuina"
"135252","cachette",,"linevaa"
"135253","cacheu",,"lunoi"
"135254","cachexia",,"okumili"
"135255","cachexias",,"okumilat"
"135256","cachexic",,"ekimolu"
"135257","cachexies",,"akomelon"
"135258","cachexin",,"lanivei"
"135259","cachexy",,"ikamuu"
"135260","cachi",,"lenur"
"135261","cachibou",,"ekimasot"
"135262","cachies",,"laniret"
"135263","cachila",,"ukemiun"
"135264","cachimailla",,"linerisein"
"135265","cachina",,"ikamoaa"
"135266","cachinate",,"lineruon"
"135267","cachinatory",,"okumefega"
"135268","caching",,"ikamoena"
"135269","cachinnans",,"ikamofat"
"135270","cachinnate",,"ukemifa"
"135271","cachinnated",,"lanireheu"
"135272","cachinnates",,"ukemifaten"
"135273","cachinnating",,"lanireheon"
"135274","cachinnation",,"lenurohoin"
"135275","cachinnations",,"lenurohoa"
"135276","cachinnator",,"lunorahai"
"135277","cachinnators",,"lunorahaat"
"135278","cachinnatory",,"lenurohoe"
"135279","cachiquel",,"okumece"
"135280","cachiri",,"akomuon"
"135281","cachis",,"lenuu"
"135282","cacho",,"linef"
"135283","cachoeira",,"okumozun"
"135284","cachola",,"ekimeu"
"135285","cacholong",,"lonafea"
"135286","cacholongs",,"lonafeen"
"135287","cacholot",,"linefoon"
"135288","cacholote",,"lonafeu"
"135289","cacholots",,"linefoan"
"135290","cachopo",,"akomaeta"
"135291","cachot",,"ekimun"
"135292","cachou",,"lonaon"
"135293","cachous",,"lonafan"
"135294","cachrys",,"okumaona"
"135295","cachu",,"lanib"
"135296","cachua",,"lenuun"
"135297","cachuca",,"lenube"
"135298","cachucha",,"akometet"
"135299","cachuchas",,"akometi"
"135300","cachucho",,"ekimotot"
"135301","cachumber",,"linebiet"
"135302","cachunde",,"lenuboin"
"135303","cachupa",,"ekimoe"
"135304","caci",,"ukeno"
"135305","cacia",,"akonoi"
"135306","cacica",,"akonina"
"135307","cacicazgo",,"lenasao"
"135308","cacici",,"ukenia"
"135309","cacicus",,"ikanoin"
"135310","cacicuses",,"okunedan"
"135311","cacicuss",,"ikanoda"
"135312","cacicusses",,"okunedun"
"135313","cacidrosis",,"ekineqet"
"135314","cacie",,"ikanue"
"135315","cacik",,"ikanui"
"135316","cacilhas",,"ukeneru"
"135317","cacilia",,"lanuvon"
"135318","cacilie",,"linovo"
"135319","cacimbo",,"lenazin"
"135320","cacimbos",,"lenazea"
"135321","cacine",,"loneet"
"135322","caciocavallo",,"lonefisien"
"135323","cacioppo",,"ekineja"
"135324","caciotta",,"ekinebin"
"135325","cacique",,"ikanain"
"135326","caciques",,"ikanada"
"135327","caciqueship",,"akonodidin"
"135328","caciquism",,"okunudu"
"135329","caciquismo",,"ukeneden"
"135330","caciquisms",,"okunudot"
"135331","cacistocracy",,"ukenibezo"
"135332","cack",,"ikasi"
"135333","cacka",,"ukese"
"135334","cackalack",,"lunaniin"
"135335","cackalacky",,"lenonaen"
"135336","cacked",,"linue"
"135337","cackel",,"loniet"
"135338","cackeled",,"ukesazan"
"135339","cackeles",,"lenovain"
"135340","cackeling",,"ukesaza"
"135341","cackelled",,"lunaviu"
"135342","cackelling",,"lunavion"
"135343","cackels",,"lonivi"
"135344","cacker",,"lunai"
"135345","cackerel",,"akoseqen"
"135346","cackermander",,"ikasuqitan"
"135347","cackermanders",,"ikasuqitun"
"135348","cackhanded",,"akosiri"
"135349","cackhandedly",,"loninehea"
"135350","cackhandedness",,"linunohoin"
"135351","cackier",,"lunarun"
"135352","cackiest",,"linureen"
"135353","cacking",,"linuret"
"135354","cackle",,"lonieta"
"135355","cackleberries",,"akosozafin"
"135356","cackleberry",,"ikasazifon"
"135357","cackled",,"akosoaa"
"135358","cackler",,"ekisie"
"135359","cacklers",,"ekisizina"
"135360","cackles",,"lonivia"
"135361","cackleth",,"lonivaun"
"135362","cacklier",,"ekisisot"
"135363","cackliest",,"akososana"
"135364","cackling",,"akososat"
"135365","cacklingly",,"lonivien"
"135366","cackly",,"laneo"
"135367","cackowski",,"okusoku"
"135368","cackpipe",,"akoseson"
"135369","cackrey",,"lenoce"
"135370","cacks",,"ikasoa"
"135371","cacky",,"akosae"
"135372","cacm",,"okuv"
"135373","cacna",,"lunin"
"135374","caco",,"ekipi"
"135375","cacoaethes",,"akopozi"
"135376","cacoaethess",,"akopozotat"
"135377","cacocholia",,"ikaporan"
"135378","cacochroia",,"akopurun"
"135379","cacochylia",,"ikapori"
"135380","cacochylous",,"ikaporafat"
"135381","cacochymia",,"lunusuo"
"135382","cacochymic",,"linisian"
"135383","cacochymical",,"ekiparihan"
"135384","cacochymy",,"lanasaan"
"135385","cacocnemia",,"linisui"
"135386","cacocracy",,"lenesein"
"135387","cacod",,"lonot"
"135388","cacodaemon",,"ikapiret"
"135389","cacodaemoniac",,"ukepurohet"
"135390","cacodaemoniacal",,"lanatupoet"
"135391","cacodaemonial",,"lunutipean"
"135392","cacodaemonic",,"ikapirehat"
"135393","cacodaemons",,"ikapirehi"
"135394","cacodemomania",,"okupozocen"
"135395","cacodemon",,"okupozat"
"135396","cacodemonia",,"ikapizican"
"135397","cacodemoniac",,"ikapizicat"
"135398","cacodemonial",,"linitefou"
"135399","cacodemonic",,"okupozocin"
"135400","cacodemonize",,"lunutofiet"
