"Marsji Language — Canonical Lexical Lock",,,
"Version: 1.0",,,
"Locked: 16 May 2026 — 20:26 UTC",,,
"Total Entries: 1,087,070",,,
"1052383","waberthwaite",,"qemocisian"
"1052384","wabet",,"akotedo"
"1052385","wabi",,"qumi"
"1052386","wabis",,"qumiq"
"1052387","wabisabi",,"ikanire"
"1052388","wabnaki",,"ukezoet"
"1052389","waboba",,"akopane"
"1052390","wabonga",,"ikapiuna"
"1052391","waboom",,"qemeu"
"1052392","wabooms",,"qemefot"
"1052393","wabos",,"qemeq"
"1052394","wabron",,"qumoat"
"1052395","wabs",,"qumia"
"1052396","wabster",,"qimowot"
"1052397","wabsters",,"qimoweo"
"1052398","wabuma",,"qomiet"
"1052399","wabumas",,"qomizi"
"1052400","wabun",,"ikawiu"
"1052401","wabunga",,"akowau"
"1052402","wabungas",,"akowanot"
"1052403","wabush",,"ekiwet"
"1052404","wabyeong",,"ikakahe"
"1052405","wacadash",,"ikemurat"
"1052406","wacago",,"akimunt"
"1052407","wacapou",,"qonuhi"
"1052408","wacc",,"ekurte"
"1052409","waccabuc",,"quninuan"
"1052410","waccabucs",,"quninuun"
"1052411","waccamaw",,"ukoropo"
"1052412","waccy",,"ikerune"
"1052413","wace",,"akitsi"
"1052414","wach",,"quno"
"1052415","wachaga",,"qonanan"
"1052416","wachagas",,"qonaneun"
"1052417","wachagga",,"qinenoon"
"1052418","wachapreague",,"qenunuwean"
"1052419","wachapreagues",,"qenunuweun"
"1052420","wachau",,"qunoan"
"1052421","wachendorf",,"qunovaen"
"1052422","wachenheimer",,"akimofefat"
"1052423","wachenheimers",,"akimofefe"
"1052424","wachmann",,"qinezoon"
"1052425","wachna",,"akimuns"
"1052426","wachob",,"ukomara"
"1052427","wachowiak",,"qunofuo"
"1052428","wachowich",,"okamiki"
"1052429","wachowski",,"qinefiat"
"1052430","wachowskian",,"ukomakepot"
"1052431","wachowskis",,"qinefie"
"1052432","wachsamkeit",,"ikemirupet"
"1052433","wachsstock",,"okamowan"
"1052434","wachstein",,"qaniqoun"
"1052435","wachtel",,"qenuwin"
"1052436","wachtelhund",,"akimezati"
"1052437","wachter",,"qinewa"
"1052438","wachuset",,"ukomewet"
"1052439","wachusets",,"ukomewi"
"1052440","wachusett",,"qenuboo"
"1052441","wacinko",,"qonepun"
"1052442","wacissa",,"okanoot"
"1052443","wacissas",,"okanowo"
"1052444","wack",,"akissi"
"1052445","wackadoo",,"qoninuat"
"1052446","wackadoodle",,"qunanejio"
"1052447","wackaging",,"qinunoun"
"1052448","wackaloon",,"ekusuzu"
"1052449","wacke",,"ukoseto"
"1052450","wacked",,"qenoat"
"1052451","wacken",,"qunaan"
"1052452","wackenroder",,"ikesafuca"
"1052453","wacker",,"qoniet"
"1052454","wackers",,"qonivi"
"1052455","wackes",,"ukosota"
"1052456","wackest",,"qenovu"
"1052457","wackestone",,"okasuwona"
"1052458","wackier",,"qoniran"
"1052459","wackiest",,"qenorua"
"1052460","wackilier",,"ikesiza"
"1052461","wackiliest",,"okasozat"
"1052462","wackily",,"qinuren"
"1052463","wackiness",,"qunaraa"
"1052464","wackinesses",,"qinurupeun"
"1052465","wacking",,"qenoro"
"1052466","wackipedia",,"ekuseju"
"1052467","wackjob",,"okasiae"
"1052468","wackness",,"qunapou"
"1052469","wacko",,"okasira"
"1052470","wackoer",,"qunafun"
"1052471","wackoes",,"ekusoone"
"1052472","wackoest",,"qinufeen"
"1052473","wackometer",,"ikesupot"
"1052474","wackopedia",,"ikesujot"
"1052475","wackos",,"okasint"
"1052476","wackpedia",,"ekusizat"
"1052477","wacks",,"akisasa"
"1052478","wackson",,"qoniqat"
"1052479","wacky",,"okasire"
"1052480","wackyparse",,"ukosajan"
"1052481","wackyparsed",,"qenolusiet"
"1052482","wackyparses",,"ukosajubun"
"1052483","wackyparsing",,"qenolusiu"
"1052484","wackypedia",,"ikesujin"
"1052485","waco",,"ikeptu"
"1052486","wacoan",,"qunuan"
"1052487","wacoite",,"qunurun"
"1052488","waconda",,"ekupeeta"
"1052489","wacone",,"qonoet"
"1052490","waconia",,"qunupe"
"1052491","waconias",,"qunupain"
"1052492","wacos",,"ikepis"
"1052493","wacs",,"ekucdu"
"1052494","wactlar",,"qiniva"
"1052495","wad",,"qir"
"1052496","wada",,"qure"
"1052497","wadable",,"qoruret"
"1052498","wadadli",,"qoruti"
"1052499","wadai",,"qurer"
"1052500","wadala",,"ekamoto"
"1052501","wadalba",,"qurevan"
"1052502","wadalite",,"qerivoot"
"1052503","wadas",,"qureq"
"1052504","wadati",,"ekamenn"
"1052505","wadawurrung",,"okemedibat"
"1052506","wadbilliga",,"akunazia"
"1052507","wadborough",,"ekanoqot"
"1052508","wadcutter",,"ikorabun"
"1052509","wadd",,"akusto"
"1052510","waddamana",,"qereneot"
"1052511","waddams",,"ukisoaa"
"1052512","wadded",,"qerei"
"1052513","waddell",,"ekasiet"
"1052514","wadden",,"quruon"
"1052515","waddent",,"ekasien"
"1052516","waddenzee",,"ekasifet"
"1052517","waddenzees",,"ekasifi"
"1052518","wadder",,"qoroo"
"1052519","wadders",,"qorovet"
"1052520","waddesdon",,"ikosawun"
"1052521","waddie",,"ukisine"
"1052522","waddied",,"qererun"
"1052523","waddies",,"ukisuae"
"1052524","waddin",,"qarao"
"1052525","wadding",,"qererot"
"1052526","waddings",,"qereroo"
"1052527","waddingt",,"ikosifu"
"1052528","waddington",,"qararein"
"1052529","waddingtonian",,"ekasefegan"
"1052530","waddinxveen",,"ukisufelat"
"1052531","waddle",,"qaraot"
"1052532","waddled",,"okesaea"
"1052533","waddler",,"ikoseia"
"1052534","waddlers",,"ikosezate"
"1052535","waddles",,"qaravo"
"1052536","waddlesome",,"quruvoot"
"1052537","waddlier",,"ikosesun"
"1052538","waddliest",,"okesasena"
"1052539","waddling",,"okesaset"
"1052540","waddlingly",,"qaravein"
"1052541","waddly",,"qiriu"
"1052542","waddon",,"qoroet"
"1052543","wadds",,"akusao"
"1052544","waddy",,"okesitu"
"1052545","waddying",,"qiriluet"
"1052546","waddys",,"okesune"
"1052547","waddywood",,"qereleot"
"1052548","wade",,"qori"
"1052549","wadeable",,"qeronee"
"1052550","wadebridge",,"akutuqa"
"1052551","waded",,"ukitala"
"1052552","wadeite",,"ikotiie"
"1052553","wadell",,"quraan"
"1052554","wadena",,"ikotetn"
"1052555","wadenas",,"ikotiii"
"1052556","wadenhoe",,"qeropeot"
"1052557","wader",,"akututo"
"1052558","waders",,"akutann"
"1052559","wades",,"qoriq"
"1052560","wadesboro",,"qoriqoun"
"1052561","wadesboros",,"qoriqou"
"1052562","wadest",,"ukitins"
"1052563","wadestown",,"quraqein"
"1052564","wadestowns",,"quraqea"
"1052565","wadesville",,"ukitugat"
"1052566","wadesvilles",,"ukitugefe"
"1052567","wadesworth",,"akutakena"
"1052568","wadeth",,"qoriet"
"1052569","wadeville",,"ukitosi"
"1052570","wadeway",,"qirugu"
"1052571","wadewitz",,"qerogoin"
"1052572","wadford",,"ukikaen"
"1052573","wadforth",,"qorifou"
"1052574","wadge",,"qirav"
"1052575","wadges",,"qirain"
"1052576","wadham",,"akumune"
"1052577","wadhamite",,"qeruneen"
"1052578","wadhams",,"akumiui"
"1052579","wadhook",,"ukimaon"
"1052580","wadhurst",,"akumoqot"
"1052581","wadhwa",,"akumatu"
"1052582","wadhwani",,"qariguan"
"1052583","wadi",,"qiro"
"1052584","wadia",,"qurin"
"1052585","wadies",,"qoreet"
"1052586","wading",,"ukinenu"
"1052587","wadingly",,"qorepeu"
"1052588","wadings",,"ukinuone"
"1052589","wadis",,"qiroq"
"1052590","wadiyara",,"akunerua"
"1052591","wadjak",,"akurune"
"1052592","wadjela",,"qerevu"
"1052593","wadjemup",,"qaravai"
"1052594","wadjet",,"qereun"
"1052595","wadle",,"ikotato"
"1052596","wadleigh",,"qoruviu"
"1052597","wadley",,"akutant"
"1052598","wadleys",,"akutouna"
"1052599","wadlike",,"oketoaa"
"1052600","wadlinger",,"oketofi"
"1052601","wadlington",,"qurerai"
"1052602","wadlopen",,"ukitajon"
"1052603","wadlow",,"ukitale"
"1052604","wadmaal",,"ukivooa"
"1052605","wadmaals",,"ukivoret"
"1052606","wadmaker",,"ikovevun"
"1052607","wadmaking",,"okevavan"
"1052608","wadmal",,"ikovie"
"1052609","wadmals",,"ikoveat"
"1052610","wadman",,"okevuu"
"1052611","wadmeal",,"okevuin"
"1052612","wadmel",,"ekavena"
"1052613","wadmell",,"qoravan"
"1052614","wadmels",,"ekavion"
"1052615","wadmi",,"qerur"
"1052616","wadmimwen",,"ekavepe"
"1052617","wadmit",,"ikovan"
"1052618","wadmol",,"ukivo"
"1052619","wadmoll",,"qarifi"
"1052620","wadmolls",,"qarifuat"
"1052621","wadmols",,"ukivaet"
"1052622","wadna",,"ukizou"
"1052623","wadnas",,"ukizot"
"1052624","wado",,"qara"
"1052625","wadowice",,"qorogian"
"1052626","wads",,"qiroa"
"1052627","wadset",,"ukicin"
"1052628","wadsets",,"ukiceaa"
"1052629","wadsett",,"qerave"
"1052630","wadsetted",,"okecubot"
"1052631","wadsetter",,"ikocabun"
"1052632","wadsetters",,"ikocabu"
"1052633","wadsetting",,"okecuban"
"1052634","wadsetts",,"qeraviin"
"1052635","wadsley",,"akuciuna"
"1052636","wadsleyite",,"qeravuen"
"1052637","wadswort",,"qirogaen"
"1052638","wadsworth",,"ekacahe"
"1052639","wadt",,"akuqra"
"1052640","wadts",,"akuqani"
"1052641","wadworth",,"ekadoqat"
"1052642","wady",,"qaraa"
"1052643","wae",,"aka5"
"1052644","waechter",,"qosenuan"
"1052645","waefu",,"qisub"
"1052646","waeful",,"ukukoa"
"1052647","waeg",,"ekelno"
"1052648","waegwan",,"qasoget"
"1052649","waelder",,"qasoto"
"1052650","waelders",,"qasotiet"
"1052651","waen",,"qasu"
"1052652","waeness",,"qusivat"
"1052653","waenesses",,"qisovuen"
"1052654","waengatu",,"ikizere"
"1052655","waer",,"qise"
"1052656","waerden",,"qusotan"
"1052657","waerdens",,"qusotoun"
"1052658","waeringopterid",,"ekejefecat"
"1052659","waeringopteroid",,"ikijificot"
"1052660","waers",,"qiseq"
"1052661","waes",,"akac1"
"1052662","waesome",,"ukucaoa"
"1052663","waesuck",,"ikicaane"
"1052664","waesucks",,"ikicatun"
"1052665","wafangdian",,"akamania"
"1052666","wafd",,"okoste"
"1052667","wafdism",,"akasaot"
"1052668","wafdist",,"quguru"
"1052669","wafdists",,"quguraot"
"1052670","wafer",,"okotesu"
"1052671","waferboard",,"qigucii"
"1052672","wafered",,"qigucot"
"1052673","waferer",,"qugacun"
"1052674","wafering",,"qigucuan"
"1052675","waferish",,"qageceun"
"1052676","waferless",,"qogiceu"
"1052677","waferlike",,"qegocaon"
"1052678","wafermaker",,"qogicoot"
"1052679","wafermaking",,"qegoceseu"
"1052680","wafers",,"okotinn"
"1052681","waferscale",,"qigucui"
"1052682","waferwoman",,"qegocei"
"1052683","waferwork",,"qugacuo"
"1052684","wafery",,"ukutanu"
"1052685","waff",,"ukukno"
"1052686","waffed",,"qageen"
"1052687","waffen",,"qiguo"
"1052688","waffenamt",,"ukukefun"
"1052689","waffie",,"ikikuna"
"1052690","waffies",,"ikikiu"
"1052691","waffing",,"qagere"
"1052692","waffle",,"qugae"
"1052693","waffled",,"ekekuan"
"1052694","wafflehouse",,"okokazicu"
"1052695","wafflemaker",,"ukukozatot"
"1052696","waffleness",,"ikikezena"
"1052697","waffler",,"okokaen"
"1052698","wafflers",,"okokazon"
"1052699","wafflery",,"ukukozan"
"1052700","waffles",,"qugavin"
"1052701","wafflestomper",,"okokazugo"
"1052702","wafflestompers",,"okokazuget"
"1052703","waffley",,"qegova"
"1052704","waffleyness",,"akakizijan"
"1052705","wafflier",,"okokasi"
"1052706","waffliest",,"ekekusot"
"1052707","wafflike",,"qiguvuat"
"1052708","waffliness",,"ukukosota"
"1052709","waffling",,"ekekusa"
"1052710","wafflingly",,"qugavaun"
"1052711","wafflings",,"ekekusen"
"1052712","waffly",,"qogiat"
"1052713","wafflyness",,"ekekuma"
"1052714","waffness",,"qigupei"
"1052715","waffnesss",,"qigupeat"
"1052716","wafford",,"ekekoat"
"1052717","waffs",,"ukukuu"
"1052718","waffsicle",,"qugaqaen"
"1052719","waffy",,"ekekoi"
"1052720","wafl",,"eketta"
"1052721","waflib",,"qugee"
"1052722","wafree",,"ekejena"
"1052723","wafs",,"qagu"
"1052724","waft",,"okoqru"
"1052725","waftability",,"qegenetoun"
"1052726","waftage",,"ikiqeun"
"1052727","waftages",,"ikiqenu"
"1052728","wafted",,"qigiin"
"1052729","wafter",,"quguat"
"1052730","wafters",,"quguve"
"1052731","wafting",,"qigiri"
"1052732","waftingly",,"ekeqefa"
"1052733","waftings",,"qigiruat"
"1052734","wafts",,"okoqon"
"1052735","wafture",,"qigibo"
"1052736","waftures",,"qigibiet"
"1052737","wafty",,"ukuqas"
"1052738","wafu",,"quga"
"1052739","wagadash",,"ukamaron"
"1052740","wagadugu",,"quketoin"
"1052741","wagage",,"ikumant"
"1052742","wagah",,"qekin"
"1052743","wagaman",,"qokuzat"
"1052744","waganda",,"ekomeon"
"1052745","wagandas",,"ekomevan"
"1052746","wagang",,"qukee"
"1052747","waganging",,"akemanana"
"1052748","wagar",,"qekic"
"1052749","wagarville",,"ikumogen"
"1052750","wagarvilles",,"ikumogafon"
"1052751","wagashi",,"qekiqo"
"1052752","wagasi",,"ikumats"
"1052753","wagasky",,"ukamuet"
"1052754","wagatha",,"ukamaeta"
"1052755","wagati",,"qakoet"
"1052756","wagaun",,"qokui"
"1052757","wagaung",,"qikabet"
"1052758","wagaya",,"ekoment"
"1052759","wagbeard",,"qakivuet"
"1052760","wagdi",,"qukur"
"1052761","wage",,"ekotsi"
"1052762","wageable",,"aketisu"
"1052763","wagecel",,"qekosu"
"1052764","wagecuck",,"ukatudet"
"1052765","waged",,"qikut"
"1052766","wagedom",,"qikuto"
"1052767","wagel",,"qokiv"
"1052768","wageless",,"qekovua"
"1052769","wagelessness",,"aketizodan"
"1052770","wagelessnesses",,"ukatozedo"
"1052771","wagelessnesss",,"aketizodun"
"1052772","wageling",,"ikutesa"
"1052773","wageman",,"qakezon"
"1052774","wagen",,"qekop"
"1052775","wagenboom",,"ekotesua"
"1052776","wagenbooms",,"ekotesota"
"1052777","wagener",,"ikutiate"
"1052778","wageners",,"ikutizea"
"1052779","wagenhausen",,"qikupisie"
"1052780","wageningen",,"qekopoat"
"1052781","wagenknecht",,"ukatuvefin"
"1052782","wager",,"qukac"
"1052783","wagerable",,"qikucoet"
"1052784","wagered",,"aketuun"
"1052785","wagerer",,"ekotaon"
"1052786","wagerers",,"ekotazan"
"1052787","wagering",,"aketusen"
"1052788","wagers",,"qukaat"
"1052789","wagery",,"qekoe"
"1052790","wages",,"ekotela"
"1052791","wageslave",,"ikutizu"
"1052792","wagesman",,"qakeqaan"
"1052793","waget",,"qikuw"
"1052794","wagetaker",,"aketeraa"
"1052795","wagework",,"qikugaon"
"1052796","wageworker",,"aketuhet"
"1052797","wageworkers",,"aketuhepi"
"1052798","wageworking",,"ukatihapo"
"1052799","wagga",,"ukaloe"
"1052800","waggable",,"okilasen"
"1052801","waggably",,"akelisaa"
"1052802","waggadash",,"akeliven"
"1052803","waggarandall",,"qikaniseot"
"1052804","waggarian",,"ikuleqo"
"1052805","waggas",,"ukalena"
"1052806","wagge",,"okilus"
"1052807","wagged",,"qukeat"
"1052808","waggel",,"qikao"
"1052809","waggener",,"ukalefia"
"1052810","wagger",,"qakoeta"
"1052811","waggeries",,"qukevuo"
"1052812","waggers",,"qakovi"
"1052813","waggery",,"qokuvat"
"1052814","wagges",,"okilota"
"1052815","waggeth",,"okiluen"
"1052816","waggett",,"ekolian"
"1052817","wagggs",,"ukalona"
"1052818","waggie",,"okilas"
"1052819","waggily",,"qekiren"
"1052820","waggin",,"qikaet"
"1052821","wagging",,"qukero"
"1052822","waggingly",,"okilofea"
"1052823","waggish",,"qekiret"
"1052824","waggisher",,"ikuliwen"
"1052825","waggishest",,"okilowe"
"1052826","waggishlier",,"qukerasae"
"1052827","waggishliest",,"qikarusuet"
"1052828","waggishly",,"ukaluwin"
"1052829","waggishness",,"akelaweje"
"1052830","waggishnesses",,"ukaluwajon"
"1052831","waggle",,"qikaoa"
"1052832","waggled",,"akeliin"
"1052833","waggler",,"ekoluat"
"1052834","wagglers",,"ekoluze"
"1052835","waggles",,"qikavet"
"1052836","waggletail",,"qokuvaen"
"1052837","wagglier",,"ekolusu"
"1052838","waggliest",,"akelison"
"1052839","waggling",,"akelisia"
"1052840","wagglingly",,"qikavua"
"1052841","waggly",,"qekiot"
"1052842","waggon",,"qakoi"
"1052843","waggonable",,"qukefaet"
"1052844","waggonage",,"qekifoi"
"1052845","waggonages",,"qekifoat"
"1052846","waggoned",,"ekolofun"
"1052847","waggoneer",,"ekolofu"
"1052848","waggoner",,"okilifon"
"1052849","waggoners",,"okilifan"
"1052850","waggonette",,"qokufia"
"1052851","waggonettes",,"qokufipeen"
"1052852","waggoning",,"ekolofena"
"1052853","waggonless",,"akelefan"
"1052854","waggonload",,"qekifoata"
"1052855","waggonloads",,"qekifopae"
"1052856","waggonry",,"akelefen"
"1052857","waggons",,"qakofat"
"1052858","waggonsmith",,"qikafubaen"
"1052859","waggonway",,"qekifoon"
"1052860","waggonwayman",,"akelefete"
"1052861","waggonwright",,"okilifibet"
"1052862","waggonwrights",,"okilifibi"
"1052863","waggumbura",,"ekolipot"
"1052864","waggumburas",,"ekolipoko"
"1052865","waggy",,"akeleu"
"1052866","wagh",,"qaki"
"1052867","waghalter",,"ekomuzua"
"1052868","waghalters",,"ekomuzote"
"1052869","waghorn",,"qakifat"
"1052870","waghray",,"ekomaane"
"1052871","wagie",,"ekonit"
"1052872","wagiman",,"qekazo"
"1052873","waging",,"qikoet"
"1052874","wagle",,"qokuv"
"1052875","wagler",,"aketesi"
"1052876","waglerin",,"qakovaun"
"1052877","waglers",,"aketoine"
"1052878","wagley",,"qukeata"
"1052879","waglike",,"qekiro"
"1052880","wagling",,"ukatuata"
"1052881","wagman",,"qekuin"
"1052882","wagmi",,"akevai"
"1052883","wagmib",,"qikeo"
"1052884","wagmoire",,"qukofaa"
"1052885","wagmoires",,"qukofaen"
"1052886","wagner",,"ukazoe"
"1052887","wagneres",,"ikuzaqe"
"1052888","wagneresque",,"okizuqedan"
"1052889","wagneresques",,"okizuqedun"
"1052890","wagnerian",,"qakuvae"
"1052891","wagneriana",,"qekavei"
"1052892","wagnerianas",,"qekavetoat"
"1052893","wagnerianism",,"qikovituo"
"1052894","wagnerianisms",,"qikovituet"
"1052895","wagnerianly",,"ikuzaqaton"
"1052896","wagnerians",,"qakuvain"
"1052897","wagnerise",,"ikuzaqot"
"1052898","wagnerises",,"ikuzaqo"
"1052899","wagnerism",,"okizuqan"
"1052900","wagnerisms",,"okizuqun"
"1052901","wagnerist",,"qekaveon"
"1052902","wagnerists",,"qekavean"
"1052903","wagnerite",,"qakuvaun"
"1052904","wagnerites",,"qakuvau"
"1052905","wagnerization",,"qikovitien"
"1052906","wagnerize",,"qokevou"
"1052907","wagnerized",,"ukazeqat"
"1052908","wagnerizes",,"qokevoot"
"1052909","wagnerizing",,"ukazeqeso"
"1052910","wagners",,"ukazeeta"
"1052911","wagnon",,"ukazete"
"1052912","wago",,"ukapto"
"1052913","wagogo",,"okipou"
"1052914","wagogos",,"okipaeta"
"1052915","wagoma",,"ikupata"
"1052916","wagomas",,"ikupoe"
"1052917","wagon",,"qukup"
"1052918","wagonable",,"qikipoi"
"1052919","wagonage",,"qakapuat"
"1052920","wagonages",,"qakapue"
"1052921","wagonbuilder",,"qekepegue"
"1052922","wagonbuilding",,"qakapagiat"
"1052923","wagoned",,"akepaua"
"1052924","wagoneer",,"akepazot"
"1052925","wagoner",,"ekopeana"
"1052926","wagoners",,"ekopezun"
"1052927","wagoness",,"qikipeon"
"1052928","wagonet",,"akepaina"
"1052929","wagonette",,"qekepuen"
"1052930","wagonettes",,"qekepuon"
"1052931","wagonful",,"qikipeat"
"1052932","wagonfuls",,"qikipee"
"1052933","wagoning",,"akepason"
"1052934","wagonless",,"ukapuzun"
"1052935","wagonlike",,"ikupizen"
"1052936","wagonload",,"qakapuea"
"1052937","wagonloads",,"qakapuin"
"1052938","wagonmaker",,"ukapupu"
"1052939","wagonmaking",,"ikupipipun"
"1052940","wagonman",,"ikupipot"
"1052941","wagonmaster",,"qokoposaen"
"1052942","wagonmistress",,"qekepetua"
"1052943","wagonned",,"qakapean"
"1052944","wagonner",,"qekepoen"
"1052945","wagonning",,"qakapea"
"1052946","wagonry",,"ukapuon"
"1052947","wagons",,"qukue"
"1052948","wagonsheet",,"qokopia"
"1052949","wagonsmith",,"qokopion"
"1052950","wagontown",,"qekepii"
"1052951","wagontowns",,"qekepiat"
"1052952","wagonway",,"qakapaan"
"1052953","wagonwayman",,"ukapukurin"
"1052954","wagonwork",,"ekopekot"
"1052955","wagonworks",,"ekopeko"
"1052956","wagonwright",,"ekopekovi"
"1052957","wagonwrights",,"ekopekovat"
"1052958","wagonyard",,"qokopuu"
"1052959","wagpastie",,"ikufewot"
"1052960","wagpasty",,"ekofuwat"
"1052961","wagr",,"qakia"
"1052962","wagram",,"qukoun"
"1052963","wagrams",,"qukonu"
"1052964","wagria",,"qekuina"
"1052965","wagro",,"qokaf"
"1052966","wags",,"okicdu"
"1052967","wagshul",,"akecuae"
"1052968","wagsome",,"ekocoan"
"1052969","wagstaff",,"qikowoan"
"1052970","wagstaffe",,"qokeweot"
"1052971","wagster",,"ekocoia"
"1052972","wagtail",,"ekoquat"
"1052973","wagtails",,"ekoquse"
"1052974","wague",,"akewoni"
"1052975","waguespack",,"qukavao"
"1052976","waguha",,"qakeet"
"1052977","waguhas",,"qakeni"
"1052978","wagwag",,"okidot"
"1052979","wagwai",,"ekodon"
"1052980","wagwan",,"qekuu"
"1052981","wagwant",,"ikudeun"
"1052982","wagwants",,"ikudefu"
"1052983","wagweno",,"qekuvot"
"1052984","wagwenos",,"qekuvoo"
"1052985","wagwit",,"qokaan"
"1052986","wagyu",,"ikukae"
"1052987","wahab",,"ikamore"
"1052988","wahabee",,"ekimaen"
"1052989","wahabi",,"ikamann"
"1052990","wahabiism",,"ekimasine"
"1052991","wahabiisms",,"ekimasai"
"1052992","wahabis",,"ikamouni"
"1052993","wahabism",,"ekimasuna"
"1052994","wahabisms",,"ekimasu"
"1052995","wahabit",,"qaloron"
"1052996","wahabite",,"qulerau"
"1052997","wahabites",,"quleraot"
"1052998","wahabitism",,"qilarue"
"1052999","wahabitisms",,"qilarudein"
"1053000","wahabits",,"qalorean"
"1053001","wahahe",,"okuminni"
"1053002","wahala",,"okuminno"
"1053003","wahalla",,"qilaven"
"1053004","wahaller",,"ukemozi"
"1053005","wahba",,"ikanera"
"1053006","wahbe",,"ekinira"
"1053007","wahconda",,"qulifau"
"1053008","wahcondas",,"qulifaot"
"1053009","wahd",,"ekisto"
"1053010","wahed",,"akotedu"
"1053011","waheed",,"uketinn"
"1053012","waheela",,"uketeoe"
"1053013","waheeny",,"uketeoi"
"1053014","waheguru",,"akotida"
"1053015","wahehe",,"akotunn"
"1053016","wahehes",,"akotuua"
"1053017","wahengbam",,"qelopaet"
"1053018","wahey",,"qalel"
"1053019","wahgi",,"qalor"
"1053020","wahgunyah",,"qalobeu"
"1053021","wahhab",,"qeluu"
"1053022","wahhabi",,"qeluna"
"1053023","wahhabiism",,"qulonui"
"1053024","wahhabiisms",,"qulonutoat"
"1053025","wahhabis",,"qeluneen"
"1053026","wahhabism",,"qulonuen"
"1053027","wahhabisms",,"qulonuon"
"1053028","wahhabist",,"ikamesaa"
"1053029","wahhabite",,"okumason"
"1053030","wahhabites",,"okumasane"
"1053031","wahhabitism",,"ekimusiget"
"1053032","wahhabization",,"akomisosin"
"1053033","wahhabize",,"ukemosan"
"1053034","wahiawa",,"quline"
"1053035","wahiawas",,"qulinuin"
"1053036","wahid",,"ekinote"
"1053037","wahima",,"qiloo"
"1053038","wahimas",,"qilozet"
"1053039","wahinda",,"qolepat"
"1053040","wahine",,"ikanatn"
"1053041","wahines",,"ikaniea"
"1053042","wahing",,"akonots"
"1053043","wahini",,"ukenonu"
"1053044","wahinix",,"qulipot"
"1053045","wahiro",,"ukenetn"
"1053046","wahju",,"akorono"
"1053047","wahk",,"qilu"
"1053048","wahkiacus",,"qiluroan"
